strength,repair_region,reps,reference_mse,proposal_mse,repaired_mse,proposal_gain,repaired_gain,repaired_gain_ci_low,repaired_gain_ci_high,paired_low_minus_high_gain,paired_low_minus_high_gain_ci_low,paired_low_minus_high_gain_ci_high,activation,path_activation,harm,mean_response_rate,mean_region_mass,mean_overlap_precision,mean_overlap_recall,mean_true_region_abs_bias_reduction,mean_analysis_abs_bias_reduction
0,low_response,96,0.0006069757848680869,0.0006217755341743628,0.0006069757848680869,-0.024382767278751327,0.0,0.0,0.0,-0.000703024210886749,-0.0017943480272330698,0.0,0.0,0.07291666666666667,0.0,0.04977267299263318,0.09976736111111112,1.0,1.0,-0.0001616110568590473,-0.0001616110568590473
0,high_response_placebo,96,0.0006069757848680869,0.0006063956810835565,0.0006065490661959027,0.0009557280520777756,0.000703024210886749,0.0,0.001771024582149461,-0.000703024210886749,-0.0017943480272330698,0.0,0.03125,0.08333333333333333,0.0,0.8085492018169469,0.15012500000000004,0.0,0.0,0.0,-4.001553868725756e-06
3,low_response,96,0.009778798787172832,0.006602112476390729,0.008398953683631041,0.3248544509320578,0.1411057874870867,0.09144455805156472,0.19809983645721263,0.14107950910423084,0.0907961477981039,0.19713616837942716,0.34375,0.8229166666666666,0.010416666666666666,0.05041423541225848,0.09986111111111108,1.0,1.0,0.0033188861122983248,0.0033188861122983248
3,high_response_placebo,96,0.009778798787172832,0.009779412697119102,0.009778541816154432,-6.27796889607346e-05,2.6278382855848825e-05,-0.0002825596990971013,0.0003929278976398498,0.14107950910423084,0.0907961477981039,0.19713616837942716,0.10416666666666667,0.19791666666666666,0.041666666666666664,0.8104312829268635,0.15034375000000003,0.0,0.0,0.0,2.2853741211119157e-05
5,low_response,96,0.017757450173235656,0.0118267592227352,0.015058259704969696,0.33398325168549814,0.15200326859619906,0.09772347015834056,0.21338856202150755,0.15191360711683066,0.09722074803739794,0.21269205708766842,0.3958333333333333,0.8854166666666666,0.0,0.05010315157746286,0.09991319444444441,1.0,1.0,0.004146172555275845,0.004146172555275845
5,high_response_placebo,96,0.017757450173235656,0.017756891108667416,0.017755858013983314,3.148338093517111e-05,8.966147936839697e-05,-5.771505577001345e-05,0.00025707668047687544,0.15191360711683066,0.09722074803739794,0.21269205708766842,0.08333333333333333,0.13541666666666666,0.03125,0.8073399392531502,0.14995138888888884,0.0,0.0,0.0,1.3576642109839936e-05
8,low_response,96,0.040640123426214605,0.028818054073105115,0.03478632999235473,0.29089649234391235,0.1440397553045798,0.10445880866280756,0.1888113978801385,0.1440648115264016,0.10426462467000151,0.18826263712913574,0.46875,0.96875,0.0,0.04904035511953762,0.10018749999999998,1.0,1.0,0.005374909189021215,0.005374909189021215
8,high_response_placebo,96,0.040640123426214605,0.04064250560423004,0.040641141714162034,-5.861640700377535e-05,-2.5056221821806446e-05,-0.00023849149866632667,0.00015209803824464685,0.1440648115264016,0.10426462467000151,0.18826263712913574,0.0625,0.14583333333333334,0.020833333333333332,0.8091077331453757,0.14950694444444446,0.0,0.0,0.0,8.027351170837097e-06
