group,repair_region,reps,reference_mse,proposal_mse,repaired_mse,proposal_gain,repaired_gain,repaired_gain_ci_low,repaired_gain_ci_high,paired_low_minus_high_gain,paired_low_minus_high_gain_ci_low,paired_low_minus_high_gain_ci_high,activation,path_activation,harm,mean_response_rate,mean_region_mass,mean_overlap_precision,mean_overlap_recall,mean_true_region_abs_bias_reduction,mean_analysis_abs_bias_reduction
all_strengths,low_response,384,0.017195837042872777,0.011967175326601354,0.014712629791455883,0.3040655539614203,0.14440746590152864,0.1154583353400464,0.17505522404074855,0.14438918297362635,0.11593258266634941,0.17533731036218814,0.3020833333333333,0.6875,0.0026041666666666665,0.049832603775473015,0.09993229166666655,1.0,1.0,0.003169589199934082,0.003169589199934082
all_strengths,high_response_placebo,384,0.017195837042872777,0.01719630127277501,0.0171955226526239,-2.6996644657550917e-05,1.8282927902291135e-05,-0.00012168406898995231,0.0001417983898739428,0.14438918297362635,0.11593258266634941,0.17533731036218814,0.0703125,0.140625,0.0234375,0.8088570392855838,0.14998177083333336,0.0,0.0,0.0,1.0114045155767609e-05
signal_strengths,low_response,288,0.022725457462207672,0.01574897525741035,0.01941451446031848,0.3069897367918415,0.14569312883559227,0.11688326712678929,0.1769290988303509,0.14568094217481498,0.11696638673044345,0.17773509636301976,0.4027777777777778,0.8923611111111112,0.003472222222222222,0.049852580703086284,0.09998726851851847,1.0,1.0,0.0042799892855317915,0.0042799892855317915
signal_strengths,high_response_placebo,288,0.022725457462207672,0.022726269803338826,0.02272518051476657,-3.5745864852554377e-05,1.2186660777291358e-05,-0.00012743297450252823,0.000136781164706723,0.14568094217481498,0.11696638673044345,0.17773509636301976,0.08333333333333333,0.1597222222222222,0.03125,0.8089596517751297,0.14993402777777795,0.0,0.0,0.0,1.4819244830598732e-05
