dataset,setting,design,method,n,strength,reps,ref_mse,current_mse,augmented_mse,current_gain,augmented_gain,augmented_gain_ci_low,augmented_gain_ci_high,augmented_minus_current_gain,augmented_minus_current_gain_ci_low,augmented_minus_current_gain_ci_high,current_activation,augmented_activation,gamma_change_rate,selected_075_rate,current_harm_rate,augmented_harm_rate,significance_class
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,cui_selective_ml,200,0.0,96,6.714687026739206,6.709095484821916,6.708449674033713,0.000832733066339908,0.0009289119032137583,nan,nan,9.617883687385032e-05,nan,nan,0.0625,0.0625,0.010416666666666666,0.010416666666666666,0.03125,0.03125,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,ma_dr_bc,200,0.0,96,52.81711867081916,45.76447499321332,44.36332634151225,0.13352950435560862,0.16005780970360917,nan,nan,0.026528305348000547,nan,nan,0.7291666666666666,0.7291666666666666,0.16666666666666666,0.16666666666666666,0.3645833333333333,0.3541666666666667,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,tmle,200,0.0,96,11.209136785925137,14.891240677408442,14.601222052734704,-0.3284912979299863,-0.30261788499796616,nan,nan,0.025873412932020168,nan,nan,0.6666666666666666,0.6666666666666666,0.19791666666666666,0.19791666666666666,0.3958333333333333,0.3958333333333333,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,aipw,1000,0.0,96,8.088473967839082,7.069389657146561,7.0098063081753486,0.12599216054159834,0.13335861176690056,nan,nan,0.007366451225302217,nan,nan,0.5625,0.5625,0.13541666666666666,0.13541666666666666,0.16666666666666666,0.1875,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ctmle,1000,0.0,96,2.490654492839187,2.135888340969322,2.1212875731242584,0.14243892635042044,0.14830114766094027,nan,nan,0.005862221310519833,nan,nan,0.8333333333333334,0.8333333333333334,0.10416666666666667,0.10416666666666667,0.19791666666666666,0.19791666666666666,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,cui_selective_ml,1000,0.0,96,1.9655241573241888,1.786736580124311,1.8007825279604475,0.09096178061900517,0.08381562177694935,nan,nan,-0.0071461588420558275,nan,nan,1.0,1.0,0.2916666666666667,0.2916666666666667,0.4791666666666667,0.4895833333333333,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ma_dr_bc,1000,0.0,96,6.754258461676801,5.9108851844725825,5.744008790948889,0.12486541372224069,0.14957225526088458,nan,nan,0.024706841538643887,nan,nan,0.5625,0.5625,0.13541666666666666,0.13541666666666666,0.21875,0.21875,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,tmle,1000,0.0,96,1.800646948897904,1.9115468500995514,1.87158539094209,-0.061588920176453454,-0.039396085994316765,nan,nan,0.02219283418213669,nan,nan,0.5104166666666666,0.5104166666666666,0.10416666666666667,0.10416666666666667,0.23958333333333334,0.23958333333333334,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,aipw,200,0.0,96,95.82779207609771,71.78334839938472,69.18523712582515,0.25091305096144845,0.27802534497628273,nan,nan,0.02711229401483428,nan,nan,0.3958333333333333,0.3958333333333333,0.11458333333333333,0.11458333333333333,0.08333333333333333,0.09375,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ctmle,200,0.0,96,16.769315199014674,16.24875672310652,16.218498134195507,0.031042321629134895,0.03284672380965992,nan,nan,0.001804402180525022,nan,nan,0.40625,0.40625,0.07291666666666667,0.07291666666666667,0.17708333333333334,0.17708333333333334,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,cui_selective_ml,200,0.0,96,13.740434567186446,11.585674092373518,11.402094481085859,0.1568189466116825,0.17017948556625573,nan,nan,0.013360538954573231,nan,nan,0.8125,0.8125,0.3229166666666667,0.3229166666666667,0.3541666666666667,0.3541666666666667,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ma_dr_bc,200,0.0,96,55.62916728409558,56.078330782425354,55.32846838782866,-0.008074244506230288,0.005405417894020714,nan,nan,0.013479662400251002,nan,nan,0.3958333333333333,0.3958333333333333,0.11458333333333333,0.11458333333333333,0.17708333333333334,0.17708333333333334,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,tmle,200,0.0,96,14.678793367065332,16.13036756065767,16.109412663665093,-0.09888920412553959,-0.09746164148680148,nan,nan,0.0014275626387381113,nan,nan,0.3020833333333333,0.3020833333333333,0.052083333333333336,0.052083333333333336,0.15625,0.16666666666666666,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,aipw,1000,0.0,96,4.91005200034859,4.210475951783095,4.18575808834239,0.14247833801267862,0.147512472771119,nan,nan,0.0050341347584403895,nan,nan,0.6458333333333334,0.6458333333333334,0.11458333333333333,0.11458333333333333,0.3020833333333333,0.3020833333333333,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ctmle,1000,0.0,96,2.7984143231702916,2.34268502065744,2.341404853407825,0.16285269080404108,0.16331015245974212,nan,nan,0.00045746165570104136,nan,nan,0.8645833333333334,0.8645833333333334,0.09375,0.09375,0.20833333333333334,0.22916666666666666,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,cui_selective_ml,1000,0.0,96,2.8387877535062156,1.752943660412367,1.7735627137035375,0.3825027396827084,0.37523940931723687,nan,nan,-0.007263330365471554,nan,nan,0.96875,0.96875,0.4166666666666667,0.4166666666666667,0.2604166666666667,0.2708333333333333,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ma_dr_bc,1000,0.0,96,6.287308564468731,5.296709120188381,5.172899466857601,0.15755540453008676,0.17724740024832808,nan,nan,0.019691995718241317,nan,nan,0.6458333333333334,0.6458333333333334,0.11458333333333333,0.11458333333333333,0.21875,0.21875,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,tmle,1000,0.0,96,1.9922389425665301,2.1027436514109703,2.071182235893892,-0.055467598029220744,-0.039625414221479804,nan,nan,0.01584218380774094,nan,nan,0.6145833333333334,0.6145833333333334,0.08333333333333333,0.08333333333333333,0.2916666666666667,0.2916666666666667,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,aipw,200,0.0,96,65.99825530933059,48.50270506138003,49.935733992428624,0.2650911022715642,0.24337796872989614,nan,nan,-0.02171313354166804,nan,nan,0.2916666666666667,0.2916666666666667,0.0625,0.0625,0.10416666666666667,0.10416666666666667,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ctmle,200,0.0,96,15.273995160841482,14.243447498508838,14.211655188908018,0.0674707338506102,0.06955220037367982,nan,nan,0.0020814665230696194,nan,nan,0.3854166666666667,0.3854166666666667,0.0625,0.0625,0.10416666666666667,0.10416666666666667,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,cui_selective_ml,200,0.0,96,16.55811046044288,11.187067496665327,11.646742704773615,0.3243753553045142,0.2966140229226313,nan,nan,-0.02776133238188294,nan,nan,0.8020833333333334,0.8020833333333334,0.3541666666666667,0.3541666666666667,0.2604166666666667,0.2604166666666667,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ma_dr_bc,200,0.0,96,70.51520486415582,61.84318968590395,62.403729544281966,0.12298078400194812,0.11503157844468048,nan,nan,-0.007949205557267636,nan,nan,0.2916666666666667,0.2916666666666667,0.0625,0.0625,0.125,0.125,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,tmle,200,0.0,96,10.855968110505971,9.87539092584197,10.088243643416535,0.09032609295480876,0.07071911590698798,nan,nan,-0.019606977047820773,nan,nan,0.23958333333333334,0.23958333333333334,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.052083333333333336,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,aipw,3000,0.0,96,0.003133268637873719,0.0031340218314628385,0.0031340218314628385,-0.00024038589606245608,-0.00024038589606245608,nan,nan,0.0,nan,nan,0.010416666666666666,0.010416666666666666,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ctmle,3000,0.0,96,0.0012150519937083276,0.0012150519937083276,0.0012150519937083276,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,cui_selective_ml,3000,0.0,96,0.0013211384058233952,0.0012933451882694228,0.0013012059461551054,0.02103732465233299,0.015087336482256797,nan,nan,-0.0059499881700761925,nan,nan,0.5104166666666666,0.5104166666666666,0.07291666666666667,0.07291666666666667,0.2604166666666667,0.2604166666666667,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ma_dr_bc,3000,0.0,96,0.014122727655190221,0.014099880864377025,0.014099880864377025,0.0016177321669726963,0.0016177321669726963,nan,nan,0.0,nan,nan,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,tmle,3000,0.0,96,0.0024291621815133954,0.0024291621815133954,0.0024291621815133954,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,aipw,3000,3.0,96,0.003388276781552851,0.0033915125095452868,0.0033915125095452868,-0.0009549774711594683,-0.0009549774711594683,nan,nan,0.0,nan,nan,0.020833333333333332,0.020833333333333332,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,ctmle,3000,3.0,96,0.009952822813752723,0.009952822813752723,0.009952822813752723,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,cui_selective_ml,3000,3.0,96,0.026378131123409424,0.021397679671159103,0.021425291654592282,0.18880986787689402,0.1877630922996556,nan,nan,-0.0010467755772384235,nan,nan,0.625,0.625,0.020833333333333332,0.020833333333333332,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,ma_dr_bc,3000,3.0,96,0.024592198128190704,0.02447748299234889,0.02447748299234889,0.004664696309123917,0.004664696309123917,nan,nan,0.0,nan,nan,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,tmle,3000,3.0,96,0.003376621644679313,0.0033687844916503317,0.0033687844916503317,0.002321004202923027,0.002321004202923027,nan,nan,0.0,nan,nan,0.020833333333333332,0.020833333333333332,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,aipw,3000,0.0,96,0.004458480398608706,0.004406594606931249,0.004406594606931249,0.011637550698585186,0.011637550698585186,nan,nan,0.0,nan,nan,0.03125,0.03125,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ctmle,3000,0.0,96,0.001806231762733232,0.001806231762733232,0.001806231762733232,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,cui_selective_ml,3000,0.0,96,0.0020080190809109917,0.0019597000803546092,0.001950475256911107,0.02406301863150684,0.02865701055678127,nan,nan,0.004593991925274432,nan,nan,0.5208333333333334,0.5208333333333334,0.07291666666666667,0.07291666666666667,0.2916666666666667,0.2916666666666667,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ma_dr_bc,3000,0.0,96,0.01909365437082796,0.019080749237208313,0.019080749237208313,0.0006758859969395736,0.0006758859969395736,nan,nan,0.0,nan,nan,0.03125,0.03125,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,tmle,3000,0.0,96,0.003573382416468264,0.0036053651957486978,0.0036053651957486978,-0.008950281708735686,-0.008950281708735686,nan,nan,0.0,nan,nan,0.010416666666666666,0.010416666666666666,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,aipw,3000,3.0,96,0.00358987259699936,0.003587484846149872,0.003587484846149872,0.0006651352617593753,0.0006651352617593753,nan,nan,0.0,nan,nan,0.03125,0.03125,0.0,0.0,0.010416666666666666,0.010416666666666666,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,ctmle,3000,3.0,96,0.001488578823805535,0.001488578823805535,0.001488578823805535,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,cui_selective_ml,3000,3.0,96,0.001203661856090222,0.0011570320422879495,0.0011676802058725453,0.03873996136567548,0.029893487141441466,nan,nan,-0.008846474224234013,nan,nan,0.6145833333333334,0.6145833333333334,0.07291666666666667,0.07291666666666667,0.3333333333333333,0.3333333333333333,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,ma_dr_bc,3000,3.0,96,0.018267208900048747,0.018343719900957154,0.018343719900957154,-0.004188434113117534,-0.004188434113117534,nan,nan,0.0,nan,nan,0.03125,0.03125,0.0,0.0,0.020833333333333332,0.020833333333333332,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,tmle,3000,3.0,96,0.002892970747159007,0.002904022538495648,0.0028998663836260316,-0.003820222291391673,-0.002383583198619199,nan,nan,0.0014366390927724737,nan,nan,0.041666666666666664,0.041666666666666664,0.010416666666666666,0.010416666666666666,0.020833333333333332,0.020833333333333332,crosses_zero
