dataset,setting,design,method,n,strength,reps,ref_mse,current_mse,residual_mse,current_gain,residual_gain,residual_gain_ci_low,residual_gain_ci_high,residual_minus_current_gain,residual_minus_current_gain_ci_low,residual_minus_current_gain_ci_high,current_activation,residual_activation,gamma_change_rate,current_harm_rate,residual_harm_rate,mean_base_residual_loss,mean_current_residual_loss,mean_selected_residual_loss,significance_class
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,aipw,1000,0.0,96,5.2359938472514065,3.851247535656953,3.8308533225717505,0.26446675683573717,0.2683617600920737,nan,nan,0.0038950032563365156,nan,nan,0.9895833333333334,0.9895833333333334,0.19791666666666666,0.40625,0.3854166666666667,6970.941506502303,5066.331603736562,5042.885697130417,crosses_zero
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,ctmle,1000,0.0,96,2.295267660032624,2.295267660032624,1.6999245331258628,0.0,0.25937851923478905,nan,nan,0.25937851923478905,nan,nan,0.0,1.0,1.0,0.0,0.3020833333333333,103.62803958941015,103.62803958941015,75.0215652397824,crosses_zero
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,cui_selective_ml,1000,0.0,96,1.152820377008805,1.1523824617388547,1.1531628076534812,0.00037986426912972604,-0.0002970372934980592,nan,nan,-0.0006769015626277852,nan,nan,0.09375,0.041666666666666664,0.13541666666666666,0.041666666666666664,0.03125,5.3026541385497135,5.409763257983269,5.290171590958772,crosses_zero
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,ma_dr_bc,1000,0.0,96,8.146047687976287,4.741175350809341,3.8552241637956755,0.4179784439750579,0.5267368530770995,nan,nan,0.1087584091020416,nan,nan,0.8958333333333334,0.9895833333333334,0.625,0.20833333333333334,0.23958333333333334,6970.941506502303,5442.729827447234,5042.885697130417,crosses_zero
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,tmle,1000,0.0,96,1.5558244690156842,2.573151112062138,2.3404408370196963,-0.6538826604842389,-0.504309055185648,nan,nan,0.14957360529859098,nan,nan,0.9895833333333334,0.9895833333333334,0.21875,0.6041666666666666,0.59375,6877.002172138752,5104.0500711801715,5072.078095146596,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,aipw,200,0.0,96,67.22197169076972,48.87263228379798,48.72942676385835,0.27296639693017666,0.2750967349184521,nan,nan,0.0021303379882754436,nan,nan,0.75,0.7291666666666666,0.13541666666666666,0.28125,0.2708333333333333,21194.754854517978,16822.02395741901,16864.273699411842,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,ctmle,200,0.0,96,11.626606921969852,11.6284316956547,10.502987542627741,-0.000156948084431896,0.0966420716622749,nan,nan,0.0967990197467068,nan,nan,0.03125,0.9270833333333334,0.9270833333333334,0.020833333333333332,0.34375,282.8442391812168,281.1432500705212,227.9237010977395,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,cui_selective_ml,200,0.0,96,6.714687026739206,6.6914444609428,6.709095484821916,0.003461451844866237,0.000832733066339908,nan,nan,-0.002628718778526329,nan,nan,0.13541666666666666,0.0625,0.1875,0.041666666666666664,0.03125,4.0406339885149745,4.240328630289964,4.001385070487354,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,ma_dr_bc,200,0.0,96,52.81711867081916,39.631784903109775,45.76447499321332,0.24964129243563093,0.13352950435560862,nan,nan,-0.11611178808002232,nan,nan,0.53125,0.7291666666666666,0.65625,0.21875,0.3645833333333333,21194.754854517978,19393.851263791756,16864.273699411842,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,tmle,200,0.0,96,11.209136785925137,15.131857287262255,14.891240677408442,-0.3499574120874964,-0.3284912979299863,nan,nan,0.021466114157510097,nan,nan,0.6875,0.6666666666666666,0.07291666666666667,0.4166666666666667,0.3958333333333333,19592.982024209992,16183.939094964078,16218.756638049841,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,aipw,1000,0.0,96,8.088473967839082,6.998778378630893,7.069389657146561,0.134722024641604,0.12599216054159834,nan,nan,-0.008729864100005646,nan,nan,0.6145833333333334,0.5625,0.22916666666666666,0.21875,0.16666666666666666,6935.333946393933,6418.42628096307,6425.303538576845,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ctmle,1000,0.0,96,2.490654492839187,2.490654492839187,2.135888340969322,0.0,0.14243892635042044,nan,nan,0.14243892635042044,nan,nan,0.0,0.8333333333333334,0.8333333333333334,0.0,0.19791666666666666,110.68730799400218,110.68730799400218,103.14233790094708,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,cui_selective_ml,1000,0.0,96,1.9655241573241888,1.754411210579117,1.786736580124311,0.10740796339663172,0.09096178061900517,nan,nan,-0.01644618277762655,nan,nan,1.0,1.0,0.14583333333333334,0.4375,0.4791666666666667,1758.5310899911854,755.412227768475,748.1019045490801,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ma_dr_bc,1000,0.0,96,6.754258461676801,6.2703169914225,5.9108851844725825,0.07164982995544988,0.12486541372224069,nan,nan,0.05321558376679081,nan,nan,0.4270833333333333,0.5625,0.59375,0.1875,0.21875,6935.333946393933,6729.9272758769075,6425.303538576845,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,tmle,1000,0.0,96,1.800646948897904,1.9565697594482936,1.9115468500995514,-0.08659266084660455,-0.061588920176453454,nan,nan,0.025003740670151098,nan,nan,0.5208333333333334,0.5104166666666666,0.11458333333333333,0.2604166666666667,0.23958333333333334,6500.355988378983,6131.208174947922,6128.893124730946,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,aipw,200,0.0,96,95.82779207609771,71.65845746785139,71.78334839938472,0.2522163360401044,0.25091305096144845,nan,nan,-0.001303285078655958,nan,nan,0.3958333333333333,0.3958333333333333,0.03125,0.09375,0.08333333333333333,21254.664370094197,18805.368090637814,18795.02082148509,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ctmle,200,0.0,96,16.769315199014674,16.47081983254706,16.24875672310652,0.01780009278406025,0.031042321629134895,nan,nan,0.013242228845074644,nan,nan,0.020833333333333332,0.40625,0.40625,0.010416666666666666,0.17708333333333334,286.0396258578929,286.0393154644337,271.32379267130267,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,cui_selective_ml,200,0.0,96,13.740434567186446,11.406120684356466,11.585674092373518,0.1698864669393032,0.1568189466116825,nan,nan,-0.013067520327620707,nan,nan,0.7708333333333334,0.8125,0.3125,0.3125,0.3541666666666667,2069.5407156327833,1474.9903983924632,1454.4479966639346,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ma_dr_bc,200,0.0,96,55.62916728409558,54.527318528021,56.078330782425354,0.01980703307039433,-0.008074244506230288,nan,nan,-0.02788127757662462,nan,nan,0.28125,0.3958333333333333,0.46875,0.14583333333333334,0.17708333333333334,21254.664370094197,20798.055147894,18795.02082148509,crosses_zero
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,tmle,200,0.0,96,14.678793367065332,15.95535554616459,16.13036756065767,-0.0869664247719073,-0.09888920412553959,nan,nan,-0.011922779353632285,nan,nan,0.3125,0.3020833333333333,0.0625,0.16666666666666666,0.15625,17785.168025483323,16158.341638280544,16151.627549331914,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,aipw,1000,0.0,96,4.91005200034859,4.102550247006737,4.210475951783095,0.16445890049321765,0.14247833801267862,nan,nan,-0.021980562480539034,nan,nan,0.6666666666666666,0.6458333333333334,0.11458333333333333,0.3229166666666667,0.3020833333333333,6705.414453075194,6134.230619985828,6147.847887745508,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ctmle,1000,0.0,96,2.7984143231702916,2.7984143231702916,2.34268502065744,0.0,0.16285269080404108,nan,nan,0.16285269080404108,nan,nan,0.0,0.8645833333333334,0.8645833333333334,0.0,0.20833333333333334,110.73999536360417,110.73999536360417,103.07157377271572,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,cui_selective_ml,1000,0.0,96,2.8387877535062156,1.904600315387303,1.752943660412367,0.32907970557682176,0.3825027396827084,nan,nan,0.05342303410588667,nan,nan,0.9791666666666666,0.96875,0.28125,0.25,0.2604166666666667,1421.2706053340498,749.9051519621215,731.2904307195518,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ma_dr_bc,1000,0.0,96,6.287308564468731,5.932516607024752,5.296709120188381,0.05642986244527637,0.15755540453008676,nan,nan,0.1011255420848104,nan,nan,0.3541666666666667,0.6458333333333334,0.59375,0.14583333333333334,0.21875,6705.414453075194,6531.951096570979,6147.847887745508,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,tmle,1000,0.0,96,1.9922389425665301,2.099162763368182,2.1027436514109703,-0.05367017907194693,-0.055467598029220744,nan,nan,-0.0017974189572738108,nan,nan,0.6458333333333334,0.6145833333333334,0.13541666666666666,0.3229166666666667,0.2916666666666667,6471.974608691807,5983.395877443759,5992.358035533204,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,aipw,200,0.0,96,65.99825530933059,48.73551646902576,48.50270506138003,0.26156356345171883,0.2650911022715642,nan,nan,0.003527538819845355,nan,nan,0.3229166666666667,0.2916666666666667,0.0625,0.11458333333333333,0.10416666666666667,24687.812704510154,22906.292717106913,23000.14888324734,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ctmle,200,0.0,96,15.273995160841482,15.273995160841482,14.243447498508838,0.0,0.0674707338506102,nan,nan,0.0674707338506102,nan,nan,0.0,0.3854166666666667,0.3854166666666667,0.0,0.10416666666666667,307.55435934031374,307.55435934031374,293.24951339736094,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,cui_selective_ml,200,0.0,96,16.55811046044288,11.589772812052667,11.187067496665327,0.30005462641764047,0.3243753553045142,nan,nan,0.024320728886873755,nan,nan,0.875,0.8020833333333334,0.375,0.28125,0.2604166666666667,1903.488356788409,1189.0459670400223,1185.4955312690881,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ma_dr_bc,200,0.0,96,70.51520486415582,67.38856824640622,61.84318968590395,0.04433989270502603,0.12298078400194812,nan,nan,0.07864089129692209,nan,nan,0.25,0.2916666666666667,0.3541666666666667,0.09375,0.125,24687.812704510154,24091.379481180225,23000.14888324734,crosses_zero
Kang-Schafer,"KS II, n=200",kang_schafer_ii,tmle,200,0.0,96,10.855968110505971,10.540120313853395,9.87539092584197,0.029094392451918805,0.09032609295480876,nan,nan,0.06123170050288995,nan,nan,0.23958333333333334,0.23958333333333334,0.041666666666666664,0.052083333333333336,0.052083333333333336,22212.637188518118,21051.44593394448,21062.489458599663,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,aipw,3000,0.0,96,0.003133268637873719,0.003134021831546607,0.0031340218314628385,-0.0002403859227975147,-0.00024038589606245608,nan,nan,2.673505861139347e-11,nan,nan,0.010416666666666666,0.010416666666666666,0.0,0.010416666666666666,0.010416666666666666,15.222508208286152,15.21134809999404,15.21134809999404,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ctmle,3000,0.0,96,0.0012150519937083276,0.0012150519937083276,0.0012150519937083276,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.7653668250854663,0.7653668250854663,0.7653668250854663,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,cui_selective_ml,3000,0.0,96,0.0013211384058233952,0.0012385791010329484,0.0012933451882694228,0.062491033813366514,0.02103732465233299,nan,nan,-0.041453709161033525,nan,nan,0.3541666666666667,0.5104166666666666,0.2708333333333333,0.13541666666666666,0.2604166666666667,3.216727810006763,3.0560912119032175,3.04156161130204,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ma_dr_bc,3000,0.0,96,0.014122727655190221,0.013947072900861638,0.014099880864377025,0.012437735727632515,0.0016177321669726963,nan,nan,-0.010820003560659819,nan,nan,0.010416666666666666,0.010416666666666666,0.020833333333333332,0.0,0.0,15.222508208286152,15.24105859688376,15.21134809999404,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,tmle,3000,0.0,96,0.0024291621815133954,0.0024291621815133954,0.0024291621815133954,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,15.037485866020715,15.037485866020715,15.037485866020715,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,aipw,3000,3.0,96,0.003388276781552851,0.0033915125095916256,0.0033915125095452868,-0.0009549774848356396,-0.0009549774711594683,nan,nan,1.3676171306542528e-11,nan,nan,0.020833333333333332,0.020833333333333332,0.0,0.010416666666666666,0.010416666666666666,17.598756125428284,17.562350784904446,17.562350784904446,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,ctmle,3000,3.0,96,0.009952822813752723,0.009952822813752723,0.009952822813752723,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.7816206282327829,0.7816206282327829,0.7816206282327829,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,cui_selective_ml,3000,3.0,96,0.026378131123409424,0.023063622496303,0.021397679671159103,0.12565365649293259,0.18880986787689402,nan,nan,0.06315621138396144,nan,nan,0.4791666666666667,0.625,0.23958333333333334,0.010416666666666666,0.010416666666666666,20.247832407106774,19.29401082941641,19.285223565677555,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,ma_dr_bc,3000,3.0,96,0.024592198128190704,0.024732617070534865,0.02447748299234889,-0.005709897977082212,0.004664696309123917,nan,nan,0.010374594286206129,nan,nan,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0,17.598756125428284,17.5830614031085,17.562350784904446,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,tmle,3000,3.0,96,0.003376621644679313,0.00336878449164368,0.0033687844916503317,0.002321004204893007,0.002321004202923027,nan,nan,-1.9699797348948778e-12,nan,nan,0.020833333333333332,0.020833333333333332,0.0,0.010416666666666666,0.010416666666666666,16.473440891863852,16.420554107584476,16.420554107584476,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,aipw,3000,0.0,96,0.004458480398608706,0.004406594607704512,0.004406594606931249,0.011637550525148588,0.011637550698585186,nan,nan,1.7343659841628778e-10,nan,nan,0.03125,0.03125,0.0,0.010416666666666666,0.010416666666666666,14.567224334915599,14.527165704793502,14.527165704793502,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ctmle,3000,0.0,96,0.001806231762733232,0.001806231762733232,0.001806231762733232,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.7802034251124469,0.7802034251124469,0.7802034251124469,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,cui_selective_ml,3000,0.0,96,0.0020080190809109917,0.0018873909213974881,0.0019597000803546092,0.06007321377582597,0.02406301863150684,nan,nan,-0.036010195144319135,nan,nan,0.4270833333333333,0.5208333333333334,0.28125,0.22916666666666666,0.2916666666666667,3.649058867904533,3.3285580170243225,3.3190545876264106,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ma_dr_bc,3000,0.0,96,0.01909365437082796,0.0190980100181247,0.019080749237208313,-0.00022812014987527718,0.0006758859969395736,nan,nan,0.0009040061468148508,nan,nan,0.041666666666666664,0.03125,0.07291666666666667,0.020833333333333332,0.010416666666666666,14.567224334915599,14.577342488564652,14.527165704793502,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,tmle,3000,0.0,96,0.003573382416468264,0.0036053651965145786,0.0036053651957486978,-0.008950281923065129,-0.008950281708735686,nan,nan,2.1432944308230617e-10,nan,nan,0.010416666666666666,0.010416666666666666,0.0,0.010416666666666666,0.010416666666666666,14.363670362951588,14.357203184323843,14.357203184323843,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,aipw,3000,3.0,96,0.00358987259699936,0.0035854232642616828,0.003587484846149872,0.0012394124352480551,0.0006651352617593753,nan,nan,-0.0005742771734886798,nan,nan,0.03125,0.03125,0.010416666666666666,0.010416666666666666,0.010416666666666666,15.55908420867059,15.520800452207935,15.519552238605307,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,ctmle,3000,3.0,96,0.001488578823805535,0.001488578823805535,0.001488578823805535,0.0,0.0,nan,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.7903573973325485,0.7903573973325485,0.7903573973325485,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,cui_selective_ml,3000,3.0,96,0.001203661856090222,0.001166105876530879,0.0011570320422879495,0.03120143698939959,0.03873996136567548,nan,nan,0.00753852437627589,nan,nan,0.5208333333333334,0.6145833333333334,0.16666666666666666,0.2708333333333333,0.3333333333333333,3.7740294031391053,3.5342350567097522,3.528810358676038,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,ma_dr_bc,3000,3.0,96,0.018267208900048747,0.018356417461438984,0.018343719900957154,-0.004883535403703565,-0.004188434113117534,nan,nan,0.000695101290586031,nan,nan,0.010416666666666666,0.03125,0.020833333333333332,0.010416666666666666,0.020833333333333332,15.55908420867059,15.545185563570938,15.519552238605307,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,tmle,3000,3.0,96,0.002892970747159007,0.0029197300141842845,0.002904022538495648,-0.009249753752801126,-0.003820222291391673,nan,nan,0.005429531461409454,nan,nan,0.03125,0.041666666666666664,0.010416666666666666,0.020833333333333332,0.020833333333333332,15.334998428902283,15.29694870264913,15.290347281921614,crosses_zero
