source,dataset,setting,group,design,method,n,strength,seed0,rep,ref_error,current_error,current_gamma,current_replay_error,residual_error,residual_gamma,base_residual_loss,current_residual_loss,selected_residual_loss,eligible_count,gamma_changed,grid
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031400000,2,0.10956993737903682,0.10956993737903682,0.0,0.10956993737903682,0.10956993737903682,0.0,16.943429523440766,16.943429523440766,16.943429523440766,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031400000,3,0.11936461275238514,0.11936461275238514,0.0,0.11936461275238514,0.11936461275238514,0.0,19.593909707793973,19.593909707793973,19.593909707793973,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031400000,4,-0.06783639541767046,-0.06783639541767046,0.0,-0.06783639541767046,-0.06783639541767046,0.0,18.495903200986746,18.495903200986746,18.495903200986746,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031500000,1,0.028223486973347665,0.028223486973347665,0.0,0.028223486973347665,0.028223486973347665,0.0,12.157559213267252,12.157559213267252,12.157559213267252,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031500000,2,0.06440822054954322,0.06440822054954322,0.0,0.06440822054954322,0.06440822054954322,0.0,22.28690874176104,22.28690874176104,22.28690874176104,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031500000,3,-0.09043775998256606,-0.09043775998256606,0.0,-0.09043775998256606,-0.09043775998256606,0.0,15.721640623272208,15.721640623272208,15.721640623272208,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031500000,4,-0.02161003418610328,-0.02161003418610328,0.0,-0.02161003418610328,-0.02161003418610328,0.0,22.391455237650607,22.391455237650607,22.391455237650607,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031600000,1,-0.047594119241005185,-0.047594119241005185,0.0,-0.047594119241005185,-0.047594119241005185,0.0,14.34467486088744,14.34467486088744,14.34467486088744,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031600000,2,0.0819054667909612,0.0819054667909612,0.0,0.0819054667909612,0.0819054667909612,0.0,29.309733593406587,29.309733593406587,29.309733593406587,1,False,0|0.25|0.5|1
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2031600000,3,-0.16169481200406216,-0.16169481200406216,0.0,-0.16169481200406216,-0.16169481200406216,0.0,20.696634170992397,20.696634170992397,20.696634170992397,1,False,0|0.25|0.5|1
