scope,aggregation,cells,rows,active_rows,active_same_sample_harm_rows,active_fresh_risk_harm_rows,active_share,same_sample_mse_gain_pct,fresh_risk_gain_pct,gain_gap_same_minus_fresh_pct,same_sample_harm_share,fresh_risk_harm_share,active_same_sample_harm_share,active_fresh_risk_harm_share,mean_abs_gain_gap_pct,min_gain_gap_pct,max_gain_gap_pct,gain_gap_ci_low,gain_gap_ci_high,gain_gap_bootstrap_se,gain_gap_bootstrap_clusters,gain_gap_bootstrap_draws,gain_gap_bootstrap_seed
primary,equal_setting_method_cells,96,9216,2686,992,466,0.2914496527777778,6.693018611041604,4.898684923532671,1.794333687508933,0.10807291666666667,0.05056423611111111,0.403699494741961,0.32389399589999296,3.6946273153127946,-27.87415542130331,63.52293782104357,0.17970307019619075,3.7033498053446836,0.8992229973376697,24,20000,20260909
fixed_floor_tmle,equal_setting_method_cells,24,2304,570,299,124,0.24739583333333334,-7.669510135132373,3.7411372461262995,-11.410647381258672,0.12977430555555555,0.05381944444444445,0.48359345840495666,0.39409686547182504,12.88762175276041,-70.42762414156064,5.924082212151188,-21.510044801347178,-2.88698868951098,4.799122058240987,24,20000,20260910
