dataset,setting,method,rows,active_rows,active_same_sample_harm_rows,active_fresh_risk_harm_rows,active_share,same_sample_mse_gain_pct,fresh_risk_gain_pct,gain_gap_same_minus_fresh_pct,mean_selection_penalty_delta,median_selection_penalty_delta,p90_abs_selection_penalty_delta,same_sample_harm_share,fresh_risk_harm_share,active_same_sample_harm_share,active_fresh_risk_harm_share
ACIC 2017,"ACIC 2017 A, strength=3",ma_dr_bc,96,11,3,4,0.11458333333333333,1.1871298176360434,1.2631815396011594,-0.076051721965116,-0.00019731322063544122,0.0,0.0004029679081033401,0.03125,0.041666666666666664,0.2727272727272727,0.36363636363636365
ACIC 2017,"ACIC 2017 A, strength=3",tmle,96,6,1,1,0.0625,1.3321901448826263,0.7051791846622877,0.6270109602203386,-1.4057374830431685e-05,0.0,0.0,0.010416666666666666,0.010416666666666666,0.16666666666666666,0.16666666666666666
ACIC 2017,"ACIC 2017 B, strength=0",aipw,96,8,2,1,0.08333333333333333,-0.4699814366036637,0.3989564363122877,-0.8689378729159514,4.6227963599906576e-05,0.0,0.0,0.020833333333333332,0.010416666666666666,0.25,0.125
ACIC 2017,"ACIC 2017 B, strength=0",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ACIC 2017,"ACIC 2017 B, strength=0",cui_selective_ml,96,14,8,7,0.14583333333333334,-2.169707536736345,-6.0668699611371615,3.8971624244008165,-4.9538290303486334e-05,0.0,5.578247006589818e-05,0.08333333333333333,0.07291666666666667,0.5714285714285714,0.5
ACIC 2017,"ACIC 2017 B, strength=0",ma_dr_bc,96,8,5,1,0.08333333333333333,-0.5639941161773231,0.3989564363122877,-0.9629505524896108,7.775673670123832e-05,0.0,0.0,0.052083333333333336,0.010416666666666666,0.625,0.125
ACIC 2017,"ACIC 2017 B, strength=0",tmle,96,4,0,2,0.041666666666666664,0.2719776725981525,-0.042178550929083285,0.31415622352723577,-7.089928465145011e-06,0.0,0.0,0.0,0.020833333333333332,0.0,0.5
ACIC 2017,"ACIC 2017 B, strength=3",aipw,96,11,6,3,0.11458333333333333,0.7292082093224008,0.10338376358825961,0.6258244457341412,-3.5548529933805075e-05,0.0,5.210984756561388e-05,0.0625,0.03125,0.5454545454545454,0.2727272727272727
ACIC 2017,"ACIC 2017 B, strength=3",ctmle,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ACIC 2017,"ACIC 2017 B, strength=3",cui_selective_ml,96,42,22,17,0.4375,-0.10860156609478404,-0.7936739878337468,0.6850724217389628,-1.0324592397399865e-05,0.0,0.0002097443826811539,0.22916666666666666,0.17708333333333334,0.5238095238095238,0.40476190476190477
