dgp,rep,seed,n,h,projection_learner,ref_error,repair_error,delta,selected_gamma,fold_gammas,ref_score_variance,selected_score_variance,score_variance_gain,trimmed_fraction,propensity_gradient_norm,outcome_gradient_norm,score_max_abs,mean_control
2,0,3108419026,10000,0.05,xgboost,0.09035293711228928,0.09035293711228928,0.0,0.0,0;0;0,19.68785180128513,19.68785180128513,0.0,0.0823,0.10035836422454898,0.334939528647149,66.30658892022741,0.0
2,1,3108419027,10000,0.05,xgboost,0.09386036050262628,0.09386036050262628,0.0,0.0,0;0;0,21.053769449815814,21.053769449815814,0.0,0.0758,0.02905823911568674,0.37717629047463525,81.58510609995838,0.0
2,2,3108419028,10000,0.05,xgboost,0.01357583546139746,0.01357583546139746,0.0,0.0,0;0;0,23.62506616399015,23.62506616399015,0.0,0.0829,0.047754716582614945,0.3521099671102501,70.40190451579315,0.0
2,3,3108419029,10000,0.05,xgboost,-0.03829749352156912,-0.03829749352156912,0.0,0.0,0;0;0,20.265356513179547,20.265356513179547,0.0,0.073,0.03602486762075792,0.3221726829635221,66.6710379314297,0.0
2,4,3108419030,10000,0.05,xgboost,0.014171520924326716,0.014171520924326716,0.0,0.0,0;0;0,21.0816579889985,21.0816579889985,0.0,0.0725,0.025447409037778743,0.35005015090093033,72.38948958693861,0.0
2,5,3108419031,10000,0.05,xgboost,0.021111051133955398,0.021111051133955398,0.0,0.0,0;0;0,21.51432192824628,21.51432192824628,0.0,0.0871,0.08036210467234807,0.3596065596772642,60.28444476804596,0.0
2,6,3108419032,10000,0.05,xgboost,0.04720303589298176,0.04720303589298176,0.0,0.0,0;0;0,22.885574165874008,22.885574165874008,0.0,0.0937,0.04088182032670864,0.3490207832613757,56.94857873924577,0.0
2,7,3108419033,10000,0.05,xgboost,-0.0650822482388121,-0.0650822482388121,0.0,0.0,0;0;0,21.001526072545982,21.001526072545982,0.0,0.0764,0.051566368698017666,0.35118057471679864,70.11317649087061,0.0
2,8,3108419034,10000,0.05,xgboost,-0.07343097713927114,-0.07343097713927114,0.0,0.0,0;0;0,22.216952953849727,22.216952953849727,0.0,0.0777,0.05917612502660581,0.2900368967738191,96.55248484154808,0.0
2,9,3108419035,10000,0.05,xgboost,0.0070145544136647545,0.0070145544136647545,0.0,0.0,0;0;0,19.802270974741166,19.802270974741166,0.0,0.08,0.05801300514347358,0.31609762078238757,59.032624405696836,0.0
2,10,3108419036,10000,0.05,xgboost,-0.01218388103127516,-0.01218388103127516,0.0,0.0,0;0;0,19.351478103897737,19.351478103897737,0.0,0.0762,0.060514819733512436,0.3233539752912044,65.72351691289347,0.0
2,11,3108419037,10000,0.05,xgboost,0.024051948620630013,0.024051948620630013,0.0,0.0,0;0;0,20.17576223322197,20.17576223322197,0.0,0.079,0.05472054447199584,0.3212436759499971,64.21083713323155,0.0
3,0,3108519026,10000,0.05,xgboost,0.22089003322376205,0.22935059799995644,0.00846056477619439,0.6666666666666666,1;0.5;0.5,62.86115371192765,49.875492174598016,0.20657688843635807,0.1634,0.35074146113706667,0.3906706516647013,91.24191385203649,0.008460564776194389
3,1,3108519027,10000,0.05,xgboost,0.015815605738011107,0.0031654851530988,-0.012650120584912307,0.8333333333333334,1;0.5;1,57.016544466024754,45.70130403279751,0.1984553876282316,0.1406,0.4023231486750239,0.34808254755156826,98.73347052003979,-0.012650120584912307
3,2,3108519028,10000,0.05,xgboost,0.06629281969966466,0.07296877315998479,0.006675953460320128,0.5,0.5;0.5;0.5,54.5185055745831,44.91920282589285,0.17607420906939733,0.136,0.4020695646824257,0.34546454947342803,96.10251133920717,0.00667595346032013
3,3,3108519029,10000,0.05,xgboost,-0.05945361077722938,-0.03914526144805369,0.02030834932917569,0.5,0.5;0.5;0.5,63.689935298443146,52.70012631445101,0.17255173729562215,0.147,0.4693504332913446,0.35141993019235496,145.80953528777627,0.02030834932917569
3,4,3108519030,10000,0.05,xgboost,-0.016368696121940973,-0.015648208916452307,0.0007204872054886666,0.5,0.5;0.5;0.5,66.06009673374002,54.48979146380649,0.17514817328482704,0.1471,0.45899240566278027,0.3631728702945139,193.83917142230425,0.0007204872054886649
3,5,3108519031,10000,0.05,xgboost,-0.06055011987399672,-0.01116395342895015,0.04938616644504657,0.6666666666666666,1;0.5;0.5,61.068791300603074,50.34041297194783,0.1756769390742682,0.1455,0.3809212318574722,0.3527856571317318,133.50528227014848,0.04938616644504657
3,6,3108519032,10000,0.05,xgboost,0.02231728615828188,0.06382376332788693,0.04150647716960505,0.6666666666666666,0.5;1;0.5,59.04593223457453,48.142894888193915,0.18465348811947976,0.1451,0.48879053382819254,0.33205921346997946,112.19654376598862,0.04150647716960505
3,7,3108519033,10000,0.05,xgboost,-0.16702229784509018,-0.049373341722532674,0.1176489561225575,0.6666666666666666,1;0.5;0.5,67.34173764380942,52.35770355602834,0.22250738712796686,0.15,0.3865426713361672,0.37055009384364596,107.8972242425885,0.1176489561225575
3,8,3108519034,10000,0.05,xgboost,-0.06993470867518337,-0.02021905558585691,0.049715653089326454,0.8333333333333334,1;1;0.5,62.41811449116329,51.51394920195446,0.17469552513882106,0.1469,0.34963699981536456,0.35044523759647733,110.3380261678034,0.049715653089326454
3,9,3108519035,10000,0.05,xgboost,-0.1612009473436228,-0.11843255511372952,0.04276839222989329,0.6666666666666666,0.5;1;0.5,60.42270801180764,47.708042757557685,0.21042859005533635,0.1383,0.414550256939714,0.35315969097528066,97.42397146338297,0.04276839222989328
3,10,3108519036,10000,0.05,xgboost,0.013128177268873387,-0.0107029261761932,-0.023831103445066587,0.5,0.5;0.5;0.5,57.23037659261387,47.0999404344473,0.17701152362282382,0.1379,0.3068393663857464,0.3784926090153787,109.56878426516253,-0.023831103445066587
3,11,3108519037,10000,0.05,xgboost,-0.05927545146240065,-0.008346338748163207,0.050929112714237446,0.6666666666666666,0.5;1;0.5,57.79700821675032,45.62314210019362,0.21063142353151348,0.1359,0.3584502570468149,0.34943565775966823,96.47526626577262,0.050929112714237446
