dgp,rep,seed,n,h,projection_learner,ref_error,repair_error,delta,selected_gamma,fold_gammas,ref_score_variance,selected_score_variance,score_variance_gain,trimmed_fraction,propensity_gradient_norm,outcome_gradient_norm,score_max_abs,mean_control
2,0,3108406026,10000,0.05,xgboost,0.0006748959665980499,0.0006748959665980499,0.0,0.0,0;0;0,20.104593026499767,20.104593026499767,0.0,0.0787,0.034491180643677434,0.3361567451238118,64.52911330659065,0.0
2,1,3108406027,10000,0.05,xgboost,0.06235439511007299,0.06235439511007299,0.0,0.0,0;0;0,19.914528588007496,19.914528588007496,0.0,0.0768,0.04227493172323588,0.3508644725148678,56.78053828187446,0.0
2,2,3108406028,10000,0.05,xgboost,0.02840383510261131,0.02840383510261131,0.0,0.0,0;0;0,20.855355048496726,20.855355048496726,0.0,0.0749,0.08553514169111238,0.3296615776418743,72.35036295323273,0.0
2,3,3108406029,10000,0.05,xgboost,-0.021515753429258776,-0.021515753429258776,0.0,0.0,0;0;0,22.193310746341005,22.193310746341005,0.0,0.0718,0.03186856676498108,0.34281733583960194,91.1697854703249,0.0
2,4,3108406030,10000,0.05,xgboost,-0.03913254715385515,-0.03913254715385515,0.0,0.0,0;0;0,19.248737566965495,19.248737566965495,0.0,0.0686,0.028087612195207882,0.3256776219333489,67.5630581045602,0.0
2,5,3108406031,10000,0.05,xgboost,0.011567279513531668,0.011567279513531668,0.0,0.0,0;0;0,22.933302535002753,22.933302535002753,0.0,0.0839,0.026641975633355856,0.38283425209487754,80.2165749544167,0.0
2,6,3108406032,10000,0.05,xgboost,0.07219109817121533,0.07219109817121533,0.0,0.0,0;0;0,21.477017124249734,21.477017124249734,0.0,0.0917,0.04063507316105712,0.33866302482375693,63.46707882883303,0.0
2,7,3108406033,10000,0.05,xgboost,-0.07383622838897727,-0.07383622838897727,0.0,0.0,0;0;0,21.144504976469634,21.144504976469634,0.0,0.0857,0.0481733273602455,0.3974998952325848,67.21527717592178,0.0
2,8,3108406034,10000,0.05,xgboost,0.07693309838737343,0.07693309838737343,0.0,0.0,0;0;0,20.028930812549785,20.028930812549785,0.0,0.0815,0.051084325495317134,0.36791406652476116,55.34464926610885,0.0
2,9,3108406035,10000,0.05,xgboost,0.004166752609165034,0.004166752609165034,0.0,0.0,0;0;0,21.026292259509834,21.026292259509834,0.0,0.0809,0.02842894800549447,0.36905255715452495,67.20700508899148,0.0
2,10,3108406036,10000,0.05,xgboost,0.00011944264022178096,0.00011944264022178096,0.0,0.0,0;0;0,18.826042101000187,18.826042101000187,0.0,0.0704,0.040684254331913076,0.3710621855942897,56.55225404791345,0.0
2,11,3108406037,10000,0.05,xgboost,0.05568862007651604,0.05568862007651604,0.0,0.0,0;0;0,22.46618110284534,22.46618110284534,0.0,0.0785,0.08491799559378377,0.35971734628427104,58.030848711733334,0.0
