dgp,rep,seed,n,h,projection_learner,ref_error,repair_error,delta,selected_gamma,fold_gammas,ref_score_variance,selected_score_variance,score_variance_gain,trimmed_fraction,propensity_gradient_norm,outcome_gradient_norm,score_max_abs,mean_control
2,0,3108430026,10000,0.05,xgboost,-0.03755822968707601,-0.03755822968707601,0.0,0.0,0;0;0,19.64545961720025,19.64545961720025,0.0,0.072,0.033374299150003436,0.31205972749025535,73.18405496367357,0.0
2,1,3108430027,10000,0.05,xgboost,0.01805240884851568,0.01805240884851568,0.0,0.0,0;0;0,21.229494978424942,21.229494978424942,0.0,0.0769,0.05912032592217861,0.3839126184758211,95.52994435438816,0.0
2,2,3108430028,10000,0.05,xgboost,0.1096819752753703,0.1096819752753703,0.0,0.0,0;0;0,20.083107500887802,20.083107500887802,0.0,0.076,0.038458903433977586,0.3376937486790104,53.984412152307286,0.0
2,3,3108430029,10000,0.05,xgboost,0.005538642215593956,0.005538642215593956,0.0,0.0,0;0;0,20.366665641197564,20.366665641197564,0.0,0.0857,0.029407922977883545,0.3662069018012398,75.43295952262933,0.0
2,4,3108430030,10000,0.05,xgboost,-0.022932934842684636,-0.022932934842684636,0.0,0.0,0;0;0,21.08874331913825,21.08874331913825,0.0,0.0727,0.05025234180289088,0.34072211117809037,81.16142225719874,0.0
2,5,3108430031,10000,0.05,xgboost,-0.029322947802839436,-0.029322947802839436,0.0,0.0,0;0;0,21.990444589250924,21.990444589250924,0.0,0.0645,0.07071881692655639,0.2980141707814087,78.442593318912,0.0
2,6,3108430032,10000,0.05,xgboost,-0.09125117675816569,-0.09125117675816569,0.0,0.0,0;0;0,20.565074658091053,20.565074658091053,0.0,0.0799,0.04397480133232854,0.36723040773587445,56.5917362323413,0.0
2,7,3108430033,10000,0.05,xgboost,-0.04653125601535463,-0.04653125601535463,0.0,0.0,0;0;0,20.473455238513846,20.473455238513846,0.0,0.0882,0.044008838529059575,0.36478606151083465,52.406017818502775,0.0
2,8,3108430034,10000,0.05,xgboost,0.030282911050488956,0.030282911050488956,0.0,0.0,0;0;0,21.079822199951877,21.079822199951877,0.0,0.0814,0.03312194153296921,0.369942569952607,87.07919567266816,0.0
2,9,3108430035,10000,0.05,xgboost,-0.03623938808075039,-0.03623938808075039,0.0,0.0,0;0;0,20.70959987083507,20.70959987083507,0.0,0.0764,0.04681090745792437,0.3259279285559534,75.06770444018548,0.0
2,10,3108430036,10000,0.05,xgboost,0.012022851351747788,0.012022851351747788,0.0,0.0,0;0;0,21.261940419523473,21.261940419523473,0.0,0.0694,0.05726131548240207,0.3452247505227638,72.33708544653427,0.0
2,11,3108430037,10000,0.05,xgboost,-0.08873645165754004,-0.08873645165754004,0.0,0.0,0;0;0,20.68200719580241,20.68200719580241,0.0,0.0833,0.026677201154615107,0.350838540628906,67.27332055245087,0.0
3,0,3108530026,10000,0.05,xgboost,0.10587667751592372,0.07531373037832124,-0.030562947137602478,0.6666666666666666,0.5;1;0.5,73.32221526389323,62.266169095730596,0.15078712677148295,0.1529,0.40237037666884684,0.4214296114334856,218.21045114923498,-0.030562947137602475
3,1,3108530027,10000,0.05,xgboost,-0.039107641014880734,-0.07655604434910046,-0.037448403334219726,0.8333333333333334,1;0.5;1,59.245760589598284,46.56760239139206,0.21399266499470204,0.1353,0.4015305774985046,0.3606666887471222,98.24201137781422,-0.03744840333421972
3,2,3108530028,10000,0.05,xgboost,0.22388460213712774,0.20541751806621167,-0.018467084070916073,0.6666666666666666,1;0.5;0.5,57.74462754173203,46.05580559501237,0.2024226745297153,0.1371,0.3703667280124794,0.3369631225004712,158.94089327952085,-0.018467084070916063
3,3,3108530029,10000,0.05,xgboost,-0.03473103914630016,-0.03394229951678372,0.0007887396295164356,0.5,0.5;0.5;0.5,53.05973007545762,41.09678206451694,0.22546190856847304,0.1329,0.3952918818561739,0.31380014300290027,86.38065938956885,0.0007887396295164337
3,4,3108530030,10000,0.05,xgboost,0.008920992191254806,0.07012249796390327,0.06120150577264846,0.5,0.5;0.5;0.5,58.591705275675494,48.23023621554126,0.17684190981271586,0.1442,0.460089533779035,0.34478034746203456,122.63824025727797,0.06120150577264846
3,5,3108530031,10000,0.05,xgboost,-0.03260020471497366,-0.07865401731802946,-0.0460538126030558,0.6666666666666666,0.5;0.5;1,54.94113203405992,44.17780279213896,0.19590657934110994,0.1323,0.372146087150698,0.3303892502229221,106.68933460750688,-0.046053812603055806
3,6,3108530032,10000,0.05,xgboost,-0.005251937376000548,0.04061141980227097,0.045863357178271516,0.6666666666666666,1;0.5;0.5,57.38565104565768,45.12691886913285,0.21362016380665316,0.1408,0.3609440318918933,0.34261070845142744,88.73644735716027,0.045863357178271516
3,7,3108530033,10000,0.05,xgboost,-0.061680843500951155,-0.05329370704017104,0.008387136460780112,0.5,0.5;0.5;0.5,57.49093658397829,45.956927863683944,0.20062307914302913,0.1355,0.4771904493978862,0.34174397655188515,96.32342413688313,0.008387136460780115
3,8,3108530034,10000,0.05,xgboost,-0.012682180193071546,-0.036876216568382775,-0.02419403637531123,0.6666666666666666,0.5;0.5;1,53.76176515476386,43.05794508953536,0.19909725870077813,0.1403,0.3484010286792569,0.31462159425809383,110.65615355511459,-0.024194036375311225
