dgp,rep,seed,n,h,projection_learner,ref_error,repair_error,delta,selected_gamma,fold_gammas,ref_score_variance,selected_score_variance,score_variance_gain,trimmed_fraction,propensity_gradient_norm,outcome_gradient_norm,score_max_abs,mean_control
2,0,3108408026,10000,0.05,xgboost,-0.06754343098283351,-0.06754343098283351,0.0,0.0,0;0;0,20.582185909898826,20.582185909898826,0.0,0.0861,0.04915694344645865,0.3938926209817519,64.229761749169,0.0
2,1,3108408027,10000,0.05,xgboost,-0.03590362053399223,-0.03590362053399223,0.0,0.0,0;0;0,20.86382986736257,20.86382986736257,0.0,0.0738,0.03999157756656811,0.33826141255746633,68.12699760725943,0.0
2,2,3108408028,10000,0.05,xgboost,0.016569990776566804,0.016569990776566804,0.0,0.0,0;0;0,20.446210240097173,20.446210240097173,0.0,0.0741,0.03041992161339278,0.3455356284265775,71.40333723516916,0.0
2,3,3108408029,10000,0.05,xgboost,0.010504370078472328,0.010504370078472328,0.0,0.0,0;0;0,23.605642584437625,23.605642584437625,0.0,0.0926,0.0433007361389134,0.3626295168972053,72.02555897017618,0.0
2,4,3108408030,10000,0.05,xgboost,0.05042045207927374,0.05042045207927374,0.0,0.0,0;0;0,21.076893963601492,21.076893963601492,0.0,0.0742,0.05748190270363669,0.37361266224954165,66.51211951471636,0.0
2,5,3108408031,10000,0.05,xgboost,-0.06054502588724964,-0.06054502588724964,0.0,0.0,0;0;0,20.00137921845276,20.00137921845276,0.0,0.0763,0.011582917988594291,0.34902305016472096,74.26145909086529,0.0
2,6,3108408032,10000,0.05,xgboost,0.038118308521316036,0.038118308521316036,0.0,0.0,0;0;0,20.54644122714792,20.54644122714792,0.0,0.079,0.04700373619100527,0.33455179479688407,72.92782465894814,0.0
2,7,3108408033,10000,0.05,xgboost,0.00884006816700145,0.00884006816700145,0.0,0.0,0;0;0,19.01061163192433,19.01061163192433,0.0,0.0709,0.04651627621064191,0.35141273322364186,53.584837732206545,0.0
2,8,3108408034,10000,0.05,xgboost,0.025175187897001947,0.025175187897001947,0.0,0.0,0;0;0,21.32104208792986,21.32104208792986,0.0,0.0736,0.0463796087420694,0.317289124273742,70.22611917194249,0.0
2,9,3108408035,10000,0.05,xgboost,0.00840575367975057,0.00840575367975057,0.0,0.0,0;0;0,21.23059746279582,21.23059746279582,0.0,0.0819,0.02536792059013006,0.28653946374854683,57.954714493881276,0.0
2,10,3108408036,10000,0.05,xgboost,0.010792872599165212,0.010792872599165212,0.0,0.0,0;0;0,21.94737756346082,21.94737756346082,0.0,0.0734,0.07837890526255968,0.3018603426441016,82.75469905710543,0.0
2,11,3108408037,10000,0.05,xgboost,0.007664607430872494,0.007664607430872494,0.0,0.0,0;0;0,19.764325719978988,19.764325719978988,0.0,0.0787,0.048909324181439146,0.3160967694208016,59.37207752522358,0.0
3,0,3108508026,10000,0.05,xgboost,0.0481596565177963,0.04129963462781344,-0.006860021889982859,0.5,0.5;0.5;0.5,58.2130022751573,46.63194290597765,0.19894282920573442,0.1404,0.37381552944131496,0.34762739408547344,110.17759551092554,-0.006860021889982857
3,1,3108508027,10000,0.05,xgboost,-0.0019221228001650714,0.006926455487428446,0.008848578287593518,0.6666666666666666,0.5;1;0.5,52.78107443934537,42.87855613332027,0.18761494363675404,0.1256,0.403961249424396,0.3056611720107749,88.14101083854186,0.008848578287593518
3,2,3108508028,10000,0.05,xgboost,0.04507065829167062,0.02600225448609195,-0.019068403805578667,0.6666666666666666,1;0.5;0.5,60.19886124681365,48.47643172904421,0.1947284263353057,0.1547,0.3604777169368418,0.35419579280815866,118.69379316320905,-0.019068403805578667
3,3,3108508029,10000,0.05,xgboost,-0.00409301367649284,-0.015604773441468758,-0.011511759764975918,0.6666666666666666,1;0.5;0.5,68.67986596503162,54.92370451590284,0.2002939472265822,0.1394,0.5076399538581995,0.3832732367983078,124.26212321142474,-0.011511759764975918
3,4,3108508030,10000,0.05,xgboost,-0.08181994589449326,-0.10776839294822183,-0.025948447053728563,0.6666666666666666,1;0.5;0.5,63.13161657443382,51.20102246847403,0.1889797023000878,0.1399,0.5056788350385304,0.3657770108005422,124.60621107965869,-0.025948447053728556
3,5,3108508031,10000,0.05,xgboost,0.02778361865406126,-0.009747792098930431,-0.03753141075299169,0.8333333333333334,1;0.5;1,55.7972717689957,45.640649521878736,0.18202721970289218,0.1372,0.4172322319660843,0.349346259428612,93.03997344931186,-0.03753141075299169
3,6,3108508032,10000,0.05,xgboost,-0.0390419865044756,-0.013496737552860967,0.025545248951614634,0.6666666666666666,1;0.5;0.5,61.82117411141185,49.36544881571566,0.20147992131707074,0.1606,0.42817451986680977,0.35387069325606474,103.08298675393898,0.025545248951614634
3,7,3108508033,10000,0.05,xgboost,0.06749478303341105,0.03273223630391321,-0.03476254672949784,0.6666666666666666,0.5;0.5;1,59.461341258872814,48.33348575231498,0.18714437432736752,0.1373,0.36866659762195614,0.35529171272805093,116.6005103086944,-0.03476254672949784
3,8,3108508034,10000,0.05,xgboost,0.003860283934202957,-0.027327426382484546,-0.031187710316687503,0.6666666666666666,0.5;1;0.5,61.00618237337471,50.59853522722588,0.17059987596750692,0.1385,0.39829071674828753,0.3441000269377696,102.59301562441833,-0.031187710316687503
3,9,3108508035,10000,0.05,xgboost,-0.004771496378184525,-0.03174608546865272,-0.026974589090468196,0.8333333333333334,1;1;0.5,66.9735711407342,55.30345691089078,0.1742495439778856,0.144,0.4480456050198553,0.3461123068602659,163.63369941330006,-0.026974589090468196
