dgp,rep,seed,n,h,projection_learner,ref_error,repair_error,delta,selected_gamma,fold_gammas,ref_score_variance,selected_score_variance,score_variance_gain,trimmed_fraction,propensity_gradient_norm,outcome_gradient_norm,score_max_abs,mean_control
2,0,3108404026,10000,0.05,xgboost,-0.03809382451725539,-0.03809382451725539,0.0,0.0,0;0;0,20.655925232794328,20.655925232794328,0.0,0.0891,0.07903327905061097,0.3635828874052412,58.23959280866877,0.0
2,1,3108404027,10000,0.05,xgboost,0.059472273011500265,0.059472273011500265,0.0,0.0,0;0;0,21.118209390617423,21.118209390617423,0.0,0.0793,0.05123037462934043,0.3871529536429817,51.54011024763893,0.0
2,2,3108404028,10000,0.05,xgboost,-0.010586818966872505,-0.010586818966872505,0.0,0.0,0;0;0,19.96090671127459,19.96090671127459,0.0,0.0757,0.029680285601003668,0.3329582677317944,65.09541523148184,0.0
2,3,3108404029,10000,0.05,xgboost,-0.05574116319851363,-0.05574116319851363,0.0,0.0,0;0;0,23.462295762706745,23.462295762706745,0.0,0.0853,0.0584354605429192,0.318234049168184,72.93618299454786,0.0
2,4,3108404030,10000,0.05,xgboost,-0.04485387650539048,-0.04485387650539048,0.0,0.0,0;0;0,21.784946739075032,21.784946739075032,0.0,0.0817,0.06670559786366928,0.3150683190131458,69.3407166361409,0.0
2,5,3108404031,10000,0.05,xgboost,-0.023038753116302976,-0.023038753116302976,0.0,0.0,0;0;0,19.814998705301914,19.814998705301914,0.0,0.0724,0.04503377196249291,0.35700214866247915,93.8686290075224,0.0
2,6,3108404032,10000,0.05,xgboost,-0.02826275657715299,-0.02826275657715299,0.0,0.0,0;0;0,20.2342671456553,20.2342671456553,0.0,0.0747,0.03285653551366406,0.3608645823787973,59.84587364063757,0.0
2,7,3108404033,10000,0.05,xgboost,-0.04674898084803297,-0.04674898084803297,0.0,0.0,0;0;0,21.072369415884744,21.072369415884744,0.0,0.0744,0.037056642718459674,0.3560127256374073,61.98682669107108,0.0
2,8,3108404034,10000,0.05,xgboost,0.0713247151538456,0.0713247151538456,0.0,0.0,0;0;0,20.52450448332441,20.52450448332441,0.0,0.0727,0.04855672646309101,0.33149807756485733,56.00370757259176,0.0
2,9,3108404035,10000,0.05,xgboost,-0.11043953239709722,-0.11043953239709722,0.0,0.0,0;0;0,20.056970004832188,20.056970004832188,0.0,0.0825,0.0601965139489918,0.3803216220654325,56.17148046417793,0.0
2,10,3108404036,10000,0.05,xgboost,-0.0015423406464219035,-0.0015423406464219035,0.0,0.0,0;0;0,21.83944267289631,21.83944267289631,0.0,0.0797,0.04497348910273823,0.35298847938016203,52.18674831786147,0.0
2,11,3108404037,10000,0.05,xgboost,0.027131900624520155,0.027131900624520155,0.0,0.0,0;0;0,22.934369896178065,22.934369896178065,0.0,0.079,0.04054278119355277,0.345280998997014,62.603677126123195,0.0
3,0,3108504026,10000,0.05,xgboost,-0.044659396398603335,-0.07598297681790683,-0.0313235804193035,0.6666666666666666,1;0.5;0.5,62.208674874875264,48.758094185970535,0.2162171227077066,0.1363,0.3721031344255026,0.3432250982590146,99.65042399557393,-0.031323580419303505
3,1,3108504027,10000,0.05,xgboost,-0.06746871116435138,-0.12726516327820467,-0.05979645211385329,0.6666666666666666,0.5;1;0.5,57.80227953848413,44.605025061408114,0.22831719756466398,0.1325,0.460738842269899,0.32217504263171975,123.56381935353494,-0.05979645211385329
3,2,3108504028,10000,0.05,xgboost,-0.1668881609578025,-0.1001138631806405,0.06677429777716201,0.5,0.5;0.5;0.5,58.590695771925795,44.75522760431402,0.23613763218427505,0.1374,0.3309071800856558,0.3482866501513376,138.2384080093484,0.06677429777716201
3,3,3108504029,10000,0.05,xgboost,-0.12977344778013714,-0.07309945473797758,0.05667399304215956,0.8333333333333334,1;1;0.5,59.074463089742885,45.47261239247916,0.23024924791276558,0.1363,0.36573506694631003,0.37614914135679006,117.76518136046613,0.056673993042159566
3,4,3108504030,10000,0.05,xgboost,0.09657743917298128,0.0733190190600295,-0.02325842011295179,0.8333333333333334,1;1;0.5,56.92652640352385,43.49608717890955,0.23592585167435995,0.1341,0.4094033454495332,0.3692866281530945,104.13347402500031,-0.023258420112951796
3,5,3108504031,10000,0.05,xgboost,0.07657765655998933,0.06270286588694698,-0.013874790673042342,0.5,0.5;0.5;0.5,57.10572110104255,45.69332928997899,0.19984673323484584,0.1524,0.31947218497860386,0.31348866538920045,96.50705529649484,-0.013874790673042344
3,6,3108504032,10000,0.05,xgboost,-0.0582297890829353,-0.08005966057509661,-0.021829871492161312,0.6666666666666666,1;0.5;0.5,59.79889041502131,48.84857882972516,0.1831189761097216,0.1354,0.4544902281331429,0.31275640495064966,137.7742118586105,-0.02182987149216132
3,7,3108504033,10000,0.05,xgboost,-0.05966291629753756,-4.1029135898908164e-05,0.05962188716163865,0.8333333333333334,1;0.5;1,56.476243147723146,43.513573287323354,0.2295242944275479,0.1348,0.3745672984883486,0.3164326295760348,100.88242071262906,0.05962188716163865
3,8,3108504034,10000,0.05,xgboost,0.011892571407331187,-0.0033146364480414227,-0.01520720785537261,0.8333333333333334,0.5;1;1,61.066652484504736,49.2162268040737,0.19405723415800474,0.1339,0.43860616139125447,0.3228538720194419,93.8007466721442,-0.01520720785537261
3,9,3108504035,10000,0.05,xgboost,0.05249574818248187,0.026386629375409837,-0.026109118807072035,0.6666666666666666,1;0.5;0.5,57.454160454566384,48.55140680212901,0.1549540291251405,0.1533,0.3396989507677261,0.33844362140981127,104.82495208867375,-0.026109118807072035
3,10,3108504036,10000,0.05,xgboost,-0.08200217113632952,-0.0655449724518904,0.016457198684439123,0.6666666666666666,0.5;0.5;1,64.85333194548024,52.69636656458627,0.1874532119816738,0.1491,0.42114614217128754,0.38367327340181595,146.96124489664024,0.01645719868443913
3,11,3108504037,10000,0.05,xgboost,0.004611530879340187,-0.014348873682896602,-0.01896040456223679,0.8333333333333334,0.5;1;1,68.50309734606572,56.25701758290516,0.17876680380297974,0.1613,0.497819384851804,0.394831125225774,118.92370513097146,-0.01896040456223679
