rows,active_share,mean_mse_gain,harm_share,active_harm_share,mean_G_xi,positive_G_xi_share,active_positive_G_xi_share,mean_rho2,mean_bias0_sq,mean_biasg_sq,mean_bias_sq_change,positive_bias_sq_change_share,active_positive_bias_sq_change_share,mean_variance_reduction,positive_variance_reduction_share,active_positive_variance_reduction_share,variance_violations,bias_violations,variance_certified,variance_certified_share,abs_term_tighter_share,path_term_tighter_share,min_variance_slack,p05_variance_slack,median_variance_slack,min_bias_slack,p05_bias_slack,median_bias_slack
9216,0.2914496527777778,-122.27334004096708,0.10807291666666667,0.36932241250930753,12510299.405562438,0.2645399305555556,0.9076693968726731,4.767773404318472,7116.28381673786,5815.681395879104,1300.6024208587567,0.21885850694444445,0.7509307520476545,62965.084770132424,0.20496961805555555,0.7032762472077438,0,0,0,0.0,0.1724175347222222,0.8275824652777778,0.0,0.0,0.0,0.0,0.0,0.0
