group,design,method,n,strength,reps,reference_mse,proposal_mse,repaired_mse,proposal_gain,repaired_gain,repaired_gain_ci_low,repaired_gain_ci_high,path_activation,final_activation,conditional_gain_when_active,conditional_harm_when_active,unconditional_harm,mean_shrink_weight
real,real_digits_aligned,ctmle,6000,0,96,0.00149228505141,0.00149228505141,0.00149228505141,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,ctmle,6000,1,96,0.00347434840828,0.00347434840828,0.00347434840828,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,ctmle,6000,2,96,0.020914788788,0.020914788788,0.020914788788,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,cui_selective_ml,6000,0,96,0.000928704941337,0.00091889214057,0.000919692441699,0.0105661123685,0.00970437351788,0,0.0329935589611,0.0625,0.0104166666667,0.572097771973,0,0,0.00513978138457
real,real_digits_aligned,cui_selective_ml,6000,1,96,0.00297866931203,0.00297046478937,0.00297537175587,0.00275442548352,0.0011070568142,0,0.00328560551901,0.0625,0.0208333333333,0.0621460458822,0,0,0.00407018700748
real,real_digits_aligned,cui_selective_ml,6000,2,96,0.0145127530099,0.014530661554,0.0145127530099,-0.00123398669328,0,0,0,0.0520833333333,0,,,0,0
real,real_digits_aligned,ma_dr_bc,6000,0,96,0.00212288826564,0.00212288826564,0.00212288826564,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,ma_dr_bc,6000,1,96,0.0107695030636,0.0107695030636,0.0107695030636,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,ma_dr_bc,6000,2,96,0.0458047175985,0.0458047175985,0.0458047175985,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,tmle,6000,0,96,0.000802974083116,0.000802974083116,0.000802974083116,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,tmle,6000,1,96,0.00386812891188,0.00386812891188,0.00386812891188,0,0,0,0,0,0,,,0,0
real,real_digits_aligned,tmle,6000,2,96,0.0177796521686,0.0177796521686,0.0177796521686,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,aipw,6000,0,96,0.00226657746377,0.00226657746377,0.00226657746377,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,aipw,6000,1,96,0.0027002336545,0.00266671281931,0.00267410062732,0.0124140498473,0.00967806142764,-0.000410706427829,0.0318373586205,0.0416666666667,0.03125,0.499219539277,0.333333333333,0.0104166666667,0.0137985504497
real,real_digits_misaligned,aipw,6000,2,96,0.00305906006685,0.00302742968545,0.0030479564238,0.0103399020317,0.00362975646403,0,0.0123028014443,0.0625,0.0208333333333,0.284339330703,0,0,0.00768540910262
real,real_digits_misaligned,ctmle,6000,0,96,0.00180124621491,0.00180124621491,0.00180124621491,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,ctmle,6000,1,96,0.0014933945734,0.0014933945734,0.0014933945734,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,ctmle,6000,2,96,0.00145251694649,0.00145251694649,0.00145251694649,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,cui_selective_ml,6000,0,96,0.00146689816242,0.00146595791229,0.00146526002951,0.000640978464739,0.00111673254172,0,0.00390417711654,0.0520833333333,0.0104166666667,0.164874312686,0,0,0.00587655049247
real,real_digits_misaligned,cui_selective_ml,6000,1,96,0.00387475001305,0.00387105185212,0.00388336113844,0.000954425683595,-0.00222236927671,-0.0255609750336,0.00447339594232,0.09375,0.03125,-0.190419762732,0.666666666667,0.0208333333333,0.0161418392513
real,real_digits_misaligned,cui_selective_ml,6000,2,96,0.00162861600824,0.00157040525578,0.00162077053549,0.0357424660945,0.00481726368254,-0.00169371302131,0.0152864726471,0.291666666667,0.0520833333333,0.252437421601,0.2,0.0104166666667,0.0322703137395
real,real_digits_misaligned,ma_dr_bc,6000,0,96,0.00347291150505,0.00347291150505,0.00347291150505,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,ma_dr_bc,6000,1,96,0.00290159995743,0.00290159995743,0.00290159995743,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,ma_dr_bc,6000,2,96,0.00382221205866,0.00382221205866,0.00382221205866,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,tmle,6000,0,96,0.0010879807599,0.0010879807599,0.0010879807599,0,0,0,0,0,0,,,0,0
real,real_digits_misaligned,tmle,6000,1,96,0.00110945822922,0.0011046400476,0.00110945822922,0.00434282381008,0,0,0,0.0104166666667,0,,,0,0
real,real_digits_misaligned,tmle,6000,2,96,0.00158960992858,0.00158991426171,0.00158917926288,-0.000191451453519,0.000270925396812,0,0.000964325008374,0.0416666666667,0.0104166666667,0.252195430428,0,0,0.00172343316384
