dataset,design,setting,n,epsilon,strength,rep,seed,bin_by,bin,bins,units,responders,response_rate,mean_true_pi,mean_pi_hat,p_label_rmse,p_label_skill,p_true_rmse,p_true_nrmse,p_calibration_error,m_observed_rmse,m_observed_skill,m_true_rmse,m_true_nrmse,m_observed_label_fraction
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,pi_hat,3,5,600,475,0.7916666666666666,0.7773154030410332,0.9039723404248555,0.4224856052180075,-0.08223783043222577,0.17388921498163448,0.6491599277301917,0.11230567375818888,1.2247392489474385,0.23887874357113636,0.7101121397679173,0.6969234338795577,0.7916666666666666
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,pi_hat,4,5,600,476,0.7933333333333333,0.7902858154551137,0.9617356423536937,0.43889144255150014,-0.1748653328167733,0.1875064501219987,0.699995532345104,0.16840230902036032,1.312658246064619,0.13642394439169248,0.8017792768072883,0.786888063888933,0.7933333333333333
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,pi_hat,5,5,600,479,0.7983333333333333,0.8029586370894952,0.987583809196949,0.44366831576858595,-0.22263956917987082,0.1971173558192205,0.7358747836746883,0.18925047586361568,1.307499751155171,0.18016334312522542,0.7311835193821126,0.7176034608990988,0.7983333333333333
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,true_pi,1,5,600,134,0.22333333333333333,0.21774723321530237,0.27845534371184233,0.374779958007999,0.19022474388553068,0.2412296206883124,0.9005538563673748,0.055122010378509,1.1720663075349853,0.3718123960494598,0.7209298875891254,0.7075402668221171,0.22333333333333333
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,true_pi,2,5,600,431,0.7183333333333334,0.7199607095743943,0.7731045058835297,0.5229708463762319,-0.351740993388296,0.28467563102735216,1.0627456802526856,0.05477117255019645,1.1460297154485812,0.3349278047137345,0.7228974401480368,0.7094712766005773,0.7183333333333334
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,true_pi,3,5,600,468,0.78,0.768470686662501,0.7997328325050572,0.477312293695149,-0.32766332000305476,0.2606821076233174,0.9731735125906434,0.019732832505057255,1.329933476136523,0.09503710426076684,0.7602507754261008,0.746130859265015,0.78
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,true_pi,4,5,600,484,0.8066666666666666,0.81865262098174,0.8502430204302073,0.45970584827433203,-0.3550621276992083,0.22388892504187444,0.8358178994316797,0.04357635376354058,1.2016442750107204,0.12613608721993808,0.670067702209593,0.657622729993487,0.8066666666666666
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,5,332727298,true_pi,5,5,600,516,0.86,0.8719925015621747,0.8731885344255715,0.4157979839449598,-0.43594654030475977,0.2146787778175949,0.8014347520517275,0.01318853442557156,1.3265928415554595,0.10848517758474274,0.7701129313691687,0.7558098482589857,0.86
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,6,332727335,pi_hat,1,5,600,181,0.3016666666666667,0.29275613761022007,0.06237507210974096,0.5032629652298005,-0.20226401168107322,0.38926544165801374,1.4131484036047104,-0.2392915945569257,1.170009015042213,0.34702311224687543,0.6451733619562521,0.6527945852146186,0.3016666666666667
ACIC 2016,acic2016_semisynth,low-response outcome shift; strength=0,3000,0.05,0.0,6,332727335,pi_hat,2,5,600,417,0.695,0.6970000833159758,0.5846366662532091,0.4791733766432468,-0.08318020938172355,0.25146033494447845,0.9128752076812569,-0.11036333374679089,1.2723979872444138,0.18802009199884873,0.7346977807089364,0.7433765268326626,0.695
