source,dataset,setting,group,design,method,n,strength,seed0,rep,selected_tau,floor_share,observed_floor_share,residual_weight_ess_share,ipw_weight_ess_share,max_residual_weight_share,max_ipw_weight_share,score_tail_ratio,floor_sensitivity_se
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2029900000,3,0.05,0.102,0.012212994626282364,0.030379866617290432,0.2065173136852169,0.017197624778748793,0.00497181471055572,18.84378333772406,1.3872437290572341
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2029900000,4,0.05,0.089,0.02035749751737835,0.03864354218417826,0.19191788659316494,0.012099519155491421,0.004395670399225261,14.175596880500176,0.8049497460349204
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030000000,1,0.05,0.12266666666666666,0.01596009975062344,0.03245606168564526,0.18440263460454287,0.014513928239376089,0.004887082812021954,10.682097612519224,0.7437424279749663
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030000000,2,0.05,0.1,0.019136408243375858,0.035310924790398546,0.18880946805968213,0.013143567749345834,0.004608428041473228,12.649945871148061,1.8541587313058465
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030000000,3,0.05,0.104,0.018371400198609732,0.032764176489571126,0.1894093593564743,0.014133916894827086,0.004758469251649232,16.3210764295769,1.0769636843108341
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030000000,4,0.05,0.12133333333333333,0.01834407535944472,0.032471671017752474,0.1829307438015139,0.013816007295966218,0.004797089634173029,15.16405972219683,4.019917485081435
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030100000,1,0.05,0.125,0.01643426294820717,0.029976644399155327,0.18648770315635652,0.015291715535862149,0.004976559102564038,15.695391186355849,2.902394998454713
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030100000,2,0.05,0.11733333333333333,0.018563751831949193,0.034262492622513435,0.18453262925891192,0.013549243651918676,0.004731679287779609,15.238685684684388,0.7581711999416921
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030100000,3,0.05,0.09466666666666666,0.01171875,0.029292947135062756,0.19973984850132168,0.017258119577561994,0.005070610435478114,24.132919591751612,0.9529113264840008
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030100000,4,0.05,0.112,0.021363173957273652,0.03379332747810572,0.18086958820489307,0.013082282487910664,0.00470522847696346,15.65751592689035,2.920504542911591
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030200000,1,0.05,0.112,0.021706956092747903,0.03329334550401538,0.17260540224285106,0.012770866323942373,0.004770188235655065,30.629353125571868,4.2212506819091375
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030200000,2,0.05,0.10033333333333333,0.018563751831949193,0.0333227617156878,0.18235055789560195,0.013613717809974397,0.004772410140248236,18.60773222269584,1.8464253739611614
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030200000,3,0.05,0.10533333333333333,0.01625615763546798,0.029868063989679276,0.18886792317355536,0.015440656671645885,0.004964944700081052,12.551849039230556,4.112368167564333
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030200000,4,0.05,0.09966666666666667,0.014910536779324055,0.03159986774269632,0.193324472474593,0.015100187020352115,0.004852790442762634,17.49516226680019,1.400143714868881
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030300000,1,0.05,0.11566666666666667,0.01979218208807521,0.032444912353148926,0.18392688643501118,0.013802660204078571,0.004781017404389393,18.256247596624004,0.9873987845020967
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030300000,2,0.05,0.12633333333333333,0.01532377656945131,0.03500875279171601,0.18089104783295093,0.013213178583941934,0.004726800998562762,11.998320491652809,3.726863898363075
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030300000,3,0.05,0.09866666666666667,0.009615384615384616,0.03298858912412421,0.20547719211706927,0.016684402243385424,0.004916626669301985,24.10473952233447,1.2127220253772835
real_benchmark_ihdp_acic2016,ACIC 2016,"ACIC 2016 A, strength=0",real_benchmark,acic2016_semisynth,aipw,3000,0.0,2030300000,4,0.05,0.10633333333333334,0.012701514411333659,0.02941307052342379,0.1960376881191252,0.016370512953640236,0.004999324257766824,17.09010143735155,0.6946138174688749
