gate_id,floor_sens_max,residual_ess_min,floor_share_max,max_weight_share_max,score_tail_max,veto_floor_sens_max,veto_floor_share_min,veto_residual_ess_max,veto_score_tail_min,aipw_current_gain,aipw_gated_gain,aipw_retention,selective_current_gain,selective_gated_gain,selective_retention,ctmle_gated_gain,ma_current_gain,ma_gated_gain,ma_retention,tmle_current_gain,tmle_gated_gain,tmle_gated_ci_low,tmle_gated_ci_high,tmle_recovery,tmle_activation,aipw_activation,selective_activation,ma_activation,passes_basic_goal,objective_score
veto_stable_floor_sens_le_1.25_floor_share_ge_0.05_score_tail_ge_8,inf,0.0,1.0,1.0,inf,1.25,0.05,inf,8.0,0.25524966894297985,0.256243113988875,1.003892052240495,0.17073237183769185,0.17075158647142474,1.0001125424166846,0.09637274243258942,0.1295058187163547,0.12704572263380298,0.9810039725864377,-0.213720844973863,-0.09378471651344178,-0.1811875534592362,-0.017447785577960607,0.11993612846042123,0.05859375,0.2365451388888889,0.3489583333333333,0.2634548611111111,False,2.5527861751423604
veto_stable_floor_sens_le_0.5_floor_share_ge_0.1_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.5,0.1,inf,8.0,0.25524966894297985,0.25517342832515877,0.999701309630932,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.12945268250438213,0.9995897001964913,-0.213720844973863,-0.09750131439233001,-0.1866410825727506,-0.020163576976563336,0.116219530581533,0.10199652777777778,0.2690972222222222,0.3524305555555556,0.2730034722222222,False,2.4778702686328495
veto_stable_floor_sens_le_0.5_floor_share_ge_0.05_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.5,0.05,inf,8.0,0.25524966894297985,0.25517338596786676,0.9997011436863797,0.17073237183769185,0.17075158647142474,1.0001125424166846,0.09637274243258942,0.1295058187163547,0.12945268250438213,0.9995897001964913,-0.213720844973863,-0.0976345229654958,-0.18455968873955364,-0.019582327199453048,0.11608632200836722,0.09678819444444445,0.2682291666666667,0.3489583333333333,0.2730034722222222,False,2.474785639349003
veto_stable_floor_sens_le_0.5_floor_share_ge_0.2_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,0.5,0.2,0.2,-inf,0.25524966894297985,0.25707325373081236,1.0071443179353932,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.09846913775622101,-0.17376371573404575,-0.03282687017193744,0.115251707217642,0.2152777777777778,0.2730034722222222,0.3524305555555556,0.2738715277777778,False,2.4624958160074346
veto_stable_floor_sens_le_0.75_floor_share_ge_0.2_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,0.75,0.2,0.2,-inf,0.25524966894297985,0.26120591761560974,1.023334990784887,0.17073237183769185,0.17073237183769185,1.0,0.09587081174342549,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.099328593209979,-0.1793870002315768,-0.03209582508578404,0.11439225176388401,0.21397569444444445,0.2708333333333333,0.3524305555555556,0.2738715277777778,False,2.453040251075098
veto_stable_floor_sens_le_1_floor_share_ge_0.2_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,1.0,0.2,0.2,-inf,0.25524966894297985,0.2614430814572033,1.0242641353458797,0.17073237183769185,0.17073237183769185,1.0,0.09587081174342549,0.1295058187163547,0.12894135794064454,0.9956414253714233,-0.213720844973863,-0.099328593209979,-0.1784566229578883,-0.031731246952063384,0.11439225176388401,0.21397569444444445,0.26953125,0.3524305555555556,0.2734375,False,2.4496108210075143
veto_stable_floor_sens_le_1.25_floor_share_ge_0.2_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,1.25,0.2,0.2,-inf,0.25524966894297985,0.2600378623528332,1.0187588623706423,0.17073237183769185,0.17073237183769185,1.0,0.09620706543101065,0.1295058187163547,0.1291358825461031,0.9971434783863894,-0.213720844973863,-0.099328593209979,-0.17598249606461353,-0.03309361650783746,0.11439225176388401,0.21397569444444445,0.2673611111111111,0.3524305555555556,0.2721354166666667,False,2.4489701379230944
veto_stable_floor_sens_le_0.75_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.75,0.15,inf,8.0,0.25524966894297985,0.2597642215603767,1.0176868108628394,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.12928211676856438,0.9982726494453483,-0.213720844973863,-0.10042486807539319,-0.19131933812814253,-0.024897149282094407,0.11329597689846982,0.16145833333333334,0.2664930555555556,0.3524305555555556,0.2730034722222222,False,2.432870792227961
veto_stable_floor_sens_le_1_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,1.0,0.15,inf,8.0,0.25524966894297985,0.25994452677679003,1.0183931985230468,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.12856895041361627,0.9927658207791391,-0.213720844973863,-0.10026606601778143,-0.192910800885687,-0.02097328833604324,0.11345477895608158,0.1584201388888889,0.2621527777777778,0.3524305555555556,0.2717013888888889,False,2.428705559452406
veto_stable_floor_sens_le_0.5_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,0.5,0.15,inf,8.0,0.25524966894297985,0.25524020381032475,0.9999629181393485,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.129452682987641,0.9995897039280524,-0.213720844973863,-0.09973883052288812,-0.18923878954671275,-0.023090367185653268,0.11398201445097489,0.17317708333333334,0.2717013888888889,0.3524305555555556,0.2734375,False,2.424431493739432
veto_stable_floor_sens_le_1.25_floor_share_ge_0.15_score_tail_ge_8,inf,0.0,1.0,1.0,inf,1.25,0.15,inf,8.0,0.25524966894297985,0.2570215215951971,1.0069416452509212,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1270720021770999,0.9812068943049936,-0.213720844973863,-0.10026616817949363,-0.1894285604474757,-0.021711584420942644,0.11345467679436938,0.15755208333333334,0.2573784722222222,0.3524305555555556,0.2703993055555556,False,2.405694671059287
veto_stable_floor_sens_le_0.75_floor_share_ge_0.2_resid_ess_le_0.1,inf,0.0,1.0,1.0,inf,0.75,0.2,0.1,-inf,0.25524966894297985,0.26077073413460616,1.021630058187694,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.1140278167780926,-0.19844786302260167,-0.043770555641268034,0.09969302819577042,0.2230902777777778,0.2712673611111111,0.3524305555555556,0.2738715277777778,False,2.3841295952966695
veto_stable_floor_sens_le_1_floor_share_ge_0.2_resid_ess_le_0.1,inf,0.0,1.0,1.0,inf,1.0,0.2,0.1,-inf,0.25524966894297985,0.26100789797619983,1.0225592027486872,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.12894135794064454,0.9956414253714233,-0.213720844973863,-0.1140278167780926,-0.19985676008185613,-0.041805632804631114,0.09969302819577042,0.2230902777777778,0.2699652777777778,0.3524305555555556,0.2734375,False,2.3807001652290865
veto_stable_floor_sens_le_1.25_floor_share_ge_0.2_resid_ess_le_0.1,inf,0.0,1.0,1.0,inf,1.25,0.2,0.1,-inf,0.25524966894297985,0.25955601799096906,1.0168711249100628,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1291358825461031,0.9971434783863894,-0.213720844973863,-0.1140278167780926,-0.1992725698867289,-0.04056793555167219,0.09969302819577042,0.2230902777777778,0.2682291666666667,0.3524305555555556,0.2721354166666667,False,2.376514140405428
veto_stable_floor_sens_le_0.5_floor_share_ge_0.2_resid_ess_le_0.1,inf,0.0,1.0,1.0,inf,0.5,0.2,0.1,-inf,0.25524966894297985,0.25707325373081236,1.0071443179353932,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.11316836132433439,-0.19868321772697267,-0.04205502696730293,0.10055248364952862,0.2243923611111111,0.2730034722222222,0.3524305555555556,0.2738715277777778,False,2.3730816768594014
veto_stable_floor_sens_le_0.25_floor_share_ge_0.2_resid_ess_le_0.2,inf,0.0,1.0,1.0,inf,0.25,0.2,0.2,-inf,0.25524966894297985,0.25524966894297985,1.0,0.17073237183769185,0.17073237183769185,1.0,0.09637274243258942,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.11902866915949195,-0.20618436994325787,-0.04407927381597542,0.09469217581437106,0.2243923611111111,0.2738715277777778,0.3524305555555556,0.2738715277777778,False,2.342496127583378
veto_stable_floor_sens_le_0.5_floor_share_ge_0.2,inf,0.0,1.0,1.0,inf,0.5,0.2,inf,-inf,0.25524966894297985,0.25707325373081236,1.0071443179353932,0.17073237183769185,0.17073237183769185,1.0,0.08370317987751041,0.1295058187163547,0.1295058187163547,1.0,-0.213720844973863,-0.09846913775622101,-0.17660155262872324,-0.03134368399381899,0.115251707217642,0.2152777777777778,0.2730034722222222,0.3524305555555556,0.2738715277777778,False,2.335800190456645
