gate_id,floor_sens_max,residual_ess_min,floor_share_max,max_weight_share_max,score_tail_max,veto_floor_sens_max,veto_floor_share_min,veto_residual_ess_max,veto_score_tail_min,dataset,setting,design,method,n,strength,reps,ref_mse,current_mse,gated_mse,current_gain,gated_gain,gated_gain_ci_low,gated_gain_ci_high,gated_minus_current_gain,current_activation,gated_activation,gamma_change_rate,current_gate_pass_rate,current_harm_rate,gated_harm_rate,mean_current_max_ratio,mean_current_ess_share,mean_allowed_count,significance_class
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP A, strength=3",ihdp_semisynth,ma_dr_bc,3000,3.0,96,0.02743732489984493,0.026165364028081492,0.02743732489984493,0.04635877864939475,0.0,nan,nan,-0.04635877864939475,0.21875,0.0,0.21875,0.0,0.0625,0.0,17.359519379561437,0.02300998681047404,1.0,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP A, strength=3",ihdp_semisynth,tmle,3000,3.0,96,0.006192664520364626,0.005932622263786069,0.006184698641297721,0.04199198192044895,0.0012863411283962067,nan,nan,-0.040705640792052744,0.21875,0.010416666666666666,0.20833333333333334,0.03125,0.041666666666666664,0.0,17.59184916388841,0.02300998681047404,1.09375,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=0",ihdp_misaligned,aipw,3000,0.0,96,0.0037835277655176584,0.00363212990097371,0.0037835277655176584,0.04001500026609006,0.0,nan,nan,-0.04001500026609006,0.13541666666666666,0.0,0.13541666666666666,0.010416666666666666,0.020833333333333332,0.0,17.23804686685614,0.022731019669243152,1.03125,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=0",ihdp_misaligned,ctmle,3000,0.0,96,0.0011000483345700858,0.0011000483345700858,0.0011000483345700858,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,5.253419628803928,0.2436457909082129,1.0625,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=0",ihdp_misaligned,cui_selective_ml,3000,0.0,96,0.0007336966218266803,0.0007368886805406952,0.0007368886805406952,-0.004350652052980353,-0.004350652052980353,nan,nan,0.0,0.041666666666666664,0.041666666666666664,0.0,1.0,0.03125,0.03125,10.764722453675814,0.12834270788386232,4.0,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=0",ihdp_misaligned,ma_dr_bc,3000,0.0,96,0.008778271435809731,0.008309553538363088,0.008778271435809731,0.05339523855853612,0.0,nan,nan,-0.05339523855853612,0.13541666666666666,0.0,0.13541666666666666,0.0,0.041666666666666664,0.0,16.68053523703332,0.022731019669243152,1.0,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=0",ihdp_misaligned,tmle,3000,0.0,96,0.001669739467450743,0.0016276954597500492,0.0016663119790015096,0.025179980781602995,0.002052708530910108,nan,nan,-0.023127272250692887,0.13541666666666666,0.03125,0.10416666666666667,0.13541666666666666,0.0625,0.020833333333333332,17.08515738529189,0.022731019669243152,1.40625,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=3",ihdp_misaligned,aipw,3000,3.0,96,0.0033651650025805064,0.003209283045110023,0.0033651650025805064,0.046322233040860805,0.0,nan,nan,-0.046322233040860805,0.13541666666666666,0.0,0.13541666666666666,0.010416666666666666,0.052083333333333336,0.0,16.844487732967284,0.02356830771381375,1.03125,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=3",ihdp_misaligned,ctmle,3000,3.0,96,0.0009110210726853294,0.0009110210726853294,0.0009110210726853294,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,5.27245629129093,0.24457820625758095,1.03125,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=3",ihdp_misaligned,cui_selective_ml,3000,3.0,96,0.0008140338193297175,0.0008121353995263316,0.0008121353995263316,0.0023321141681178492,0.0023321141681178492,nan,nan,0.0,0.07291666666666667,0.07291666666666667,0.0,1.0,0.041666666666666664,0.041666666666666664,10.260746957339988,0.16716115334530046,4.0,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=3",ihdp_misaligned,ma_dr_bc,3000,3.0,96,0.009228576166416279,0.009250080921570767,0.009228576166416279,-0.0023302354303305073,0.0,nan,nan,0.0023302354303305073,0.13541666666666666,0.0,0.13541666666666666,0.0,0.07291666666666667,0.0,16.34049266631382,0.02356830771381375,1.0,crosses_zero
floor_sens_le_0.25,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,IHDP,"IHDP B, strength=3",ihdp_misaligned,tmle,3000,3.0,96,0.0015693489113388916,0.0015277658568337406,0.0015712334248908846,0.026497010451088543,-0.001200825092735558,nan,nan,-0.0276978355438241,0.11458333333333333,0.010416666666666666,0.10416666666666667,0.16666666666666666,0.041666666666666664,0.010416666666666666,16.808648026137032,0.02356830771381375,1.5,crosses_zero
