source,design,reference_method,method,n,strength,seed0,rep,ref_error,rt_error,selected_region_damp,score_selected_error,score_selected_gamma,base_residual_loss,score_selected_residual_loss,weighted_residual_selected_loss,eligible_count,gamma_changed,pair_id
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034500000,1,0.0546378676664,0.0546378676664,0,0.0546378676664,0,13.2955787502,13.2955787502,13.2955787502,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034500000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034500000,2,0.0906483311753,0.0906483311753,0,0.0906483311753,0,25.9899330899,25.9899330899,25.9899330899,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034500000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034500000,3,0.00725676849013,0.00725676849013,0,0.00725676849013,0,23.9576927686,23.9576927686,23.9576927686,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034500000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034500000,4,-0.0162394012317,-0.0162394012317,0,-0.0162394012317,0,17.3856141715,17.3856141715,17.3856141715,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034500000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034600000,1,0.138937237182,0.138937237182,0,0.138937237182,0,27.1211297434,27.1211297434,27.1211297434,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034600000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034600000,2,0.0798097761898,0.0798097761898,0,0.0798097761898,0,14.1030627972,14.1030627972,14.1030627972,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034600000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034600000,3,0.0254827692697,0.0254827692697,0,0.0254827692697,0,24.8640663289,24.8640663289,24.8640663289,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034600000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034600000,4,0.0116180685762,0.0116180685762,0,0.0116180685762,0,16.1088348956,16.1088348956,16.1088348956,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034600000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034700000,1,-0.05404545012,-0.05404545012,0,-0.05404545012,0,19.9370437662,19.9370437662,19.9370437662,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034700000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034700000,2,0.196274936808,0.196274936808,0,0.196274936808,0,25.5762357979,25.5762357979,25.5762357979,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034700000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034700000,3,0.0191313695968,0.0191313695968,0,0.0191313695968,0,20.1200222616,20.1200222616,20.1200222616,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034700000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034700000,4,0.0707242660148,0.0707242660148,0,0.0707242660148,0,16.3514064253,16.3514064253,16.3514064253,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034700000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034800000,1,-0.0145053753764,-0.0145053753764,0,-0.0145053753764,0,13.4759781756,13.4759781756,13.4759781756,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034800000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034800000,2,0.0596926157398,0.0596926157398,0,0.0596926157398,0,16.3483044134,16.3483044134,16.3483044134,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034800000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034800000,3,0.0693270878612,0.0693270878612,0,0.0693270878612,0,10.5323282925,10.5323282925,10.5323282925,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034800000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034800000,4,0.0358045819049,0.0358045819049,0,0.0358045819049,0,19.4830220203,19.4830220203,19.4830220203,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034800000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034900000,1,-0.112512924545,-0.112512924545,0,-0.112512924545,0,16.9151452419,16.9151452419,16.9151452419,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034900000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034900000,2,0.0699258201941,0.0699258201941,0,0.0699258201941,0,25.3285235957,25.3285235957,25.3285235957,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034900000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034900000,3,0.0250979842092,0.0250979842092,0,0.0250979842092,0,20.6651859042,20.6651859042,20.6651859042,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034900000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2034900000,4,-0.143699965269,-0.143699965269,0,-0.143699965269,0,15.2521464916,15.2521464916,15.2521464916,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2034900000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035000000,1,0.000186000103282,-0.00620263588893,0.25,-0.00620263587865,0.25,25.3598327101,24.9740487553,24.9740487553,2,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035000000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035000000,2,0.0432334638634,0.0432334638634,0,0.0432334638634,0,25.3137989035,25.3137989035,25.3137989035,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035000000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035000000,3,0.0791380269503,0.0791380269503,0,0.0791380269503,0,15.9790363349,15.9790363349,15.9790363349,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035000000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035000000,4,-0.0844141561125,-0.0844141561125,0,-0.0844141561125,0,11.7094010568,11.7094010568,11.7094010568,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035000000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035100000,1,0.0273559600551,0.0273559600551,0,0.0273559600551,0,18.7651830479,18.7651830479,18.7651830479,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035100000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035100000,2,-0.134329137789,-0.134329137789,0,-0.134329137789,0,20.0830402943,20.0830402943,20.0830402943,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035100000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035100000,3,-0.041600839156,-0.0300534333033,0.5,-0.0300534333114,0.5,19.9307558909,18.6105928386,18.6105928386,3,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035100000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035100000,4,-0.00677646228813,-0.00677646228813,0,-0.00677646228813,0,18.6679136553,18.6679136553,18.6679136553,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035100000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035200000,1,0.0776867547905,0.0690267359366,0.5,0.0690267359421,0.5,12.0908441323,11.1552866774,11.1552866774,3,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035200000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035200000,2,-0.0632761600198,-0.0632761600198,0,-0.0632761600198,0,19.0572821712,19.0572821712,19.0572821712,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035200000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035200000,3,-0.0623519648814,-0.0623519648814,0,-0.0623519648814,0,16.7453191517,16.7453191517,16.7453191517,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035200000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035200000,4,0.0239364241114,0.0239364241114,0,0.0239364241114,0,35.0646336799,35.0646336799,35.0646336799,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035200000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035300000,1,-0.0500003547257,-0.0500003547257,0,-0.0500003547257,0,17.3277652013,17.3277652013,17.3277652013,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035300000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035300000,2,-0.0217784113724,-0.0217784113724,0,-0.0217784113724,0,16.7292639367,16.7292639367,16.7292639367,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035300000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035300000,3,0.0426570423125,0.0426570423125,0,0.0426570423125,0,24.6452705466,24.6452705466,24.6452705466,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035300000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035300000,4,0.0484062096038,0.0484062096038,0,0.0484062096038,0,15.5066857248,15.5066857248,15.5066857248,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035300000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035400000,1,-0.0529102819181,-0.0529102819181,0,-0.0529102819181,0,16.5967668583,16.5967668583,16.5967668583,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035400000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035400000,2,-0.0254178055348,-0.0254178055348,0,-0.0254178055348,0,26.4260694033,26.4260694033,26.4260694033,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035400000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035400000,3,-0.00208845095259,-0.00208845095259,0,-0.00208845095259,0,15.0844310807,15.0844310807,15.0844310807,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035400000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035400000,4,0.0387645249959,0.0387645249959,0,0.0387645249959,0,20.0709915985,20.0709915985,20.0709915985,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035400000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035500000,1,-0.0603531447909,-0.0603531447909,0,-0.0603531447909,0,15.0027990819,15.0027990819,15.0027990819,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035500000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035500000,2,0.075415579681,0.075415579681,0,0.075415579681,0,25.8117642269,25.8117642269,25.8117642269,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035500000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035500000,3,-0.00187236806062,-0.00187236806062,0,-0.00187236806062,0,19.5691517452,19.5691517452,19.5691517452,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035500000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035500000,4,0.132911702893,0.132911702893,0,0.132911702893,0,19.6439226158,19.6439226158,19.6439226158,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035500000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035600000,1,0.120118325548,0.120118325548,0,0.120118325548,0,13.8800789786,13.8800789786,13.8800789786,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035600000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035600000,2,0.109012141251,0.109012141251,0,0.109012141251,0,23.3687812242,23.3687812242,23.3687812242,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035600000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035600000,3,0.0353223280584,0.0353223280584,0,0.0353223280584,0,12.5926691251,12.5926691251,12.5926691251,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035600000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035600000,4,0.0195350288405,0.0195350288405,0,0.0195350288405,0,16.6466557015,16.6466557015,16.6466557015,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035600000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035700000,1,-0.0685487232785,-0.0685487232785,0,-0.0685487232785,0,22.724665659,22.724665659,22.724665659,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035700000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035700000,2,-0.0422454221612,-0.0412695129583,0.25,-0.041269512941,0.25,18.8458007968,18.6011665762,18.6011665762,2,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035700000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035700000,3,-0.0257343524362,-0.0257343524362,0,-0.0257343524362,0,21.343268637,21.343268637,21.343268637,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035700000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035700000,4,-0.030049464175,-0.030049464175,0,-0.030049464175,0,19.8938058396,19.8938058396,19.8938058396,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035700000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035800000,1,-0.0318843499012,-0.0318843499012,0,-0.0318843499012,0,13.5218446653,13.5218446653,13.5218446653,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035800000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035800000,2,0.128628528215,0.128628528215,0,0.128628528215,0,19.3977255932,19.3977255932,19.3977255932,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035800000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035800000,3,0.0396849006343,0.0396849006343,0,0.0396849006343,0,16.4278673876,16.4278673876,16.4278673876,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035800000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035800000,4,-0.101991150764,-0.101991150764,0,-0.101991150764,0,14.2000560024,14.2000560024,14.2000560024,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035800000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035900000,1,-0.104715437904,-0.104715437904,0,-0.104715437904,0,25.1496427566,25.1496427566,25.1496427566,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035900000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035900000,2,0.0167207854919,0.0167207854919,0,0.0167207854919,0,13.7295287035,13.7295287035,13.7295287035,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035900000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035900000,3,0.0545173259077,0.0545173259077,0,0.0545173259077,0,15.664417011,15.664417011,15.664417011,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035900000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2035900000,4,-0.0820035892741,-0.0820035892741,0,-0.0820035892741,0,25.5612744821,25.5612744821,25.5612744821,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2035900000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036000000,1,0.010943502885,0.010943502885,0,0.010943502885,0,14.1467110795,14.1467110795,14.1467110795,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036000000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036000000,2,0.0223594402137,0.0223594402137,0,0.0223594402137,0,24.3159497739,24.3159497739,24.3159497739,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036000000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036000000,3,-0.026998558296,-0.026998558296,0,-0.026998558296,0,17.8964021873,17.8964021873,17.8964021873,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036000000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036000000,4,0.0147054539045,0.0147054539045,0,0.0147054539045,0,21.4125022963,21.4125022963,21.4125022963,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036000000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036100000,1,0.0549116403231,0.0532621859224,0.25,0.0532621859585,0.25,15.5557797119,15.3354071189,15.3354071189,2,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036100000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036100000,2,-0.063220572791,-0.063220572791,0,-0.063220572791,0,21.9218493566,21.9218493566,21.9218493566,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036100000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036100000,3,-0.0616207342339,-0.0578896147383,0.25,-0.0578896148484,0.25,17.2001975679,16.6519981524,16.6519981524,2,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036100000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036100000,4,-0.0255254999514,-0.0255254999514,0,-0.0255254999514,0,18.4220685188,18.4220685188,18.4220685188,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036100000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036200000,1,0.0417356954343,0.0417356954343,0,0.0417356954343,0,20.7304770891,20.7304770891,20.7304770891,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036200000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036200000,2,-0.0828846434318,-0.0828846434318,0,-0.0828846434318,0,17.8678968847,17.8678968847,17.8678968847,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036200000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036200000,3,-0.0143710640832,-0.0143710640832,0,-0.0143710640832,0,23.2433312787,23.2433312787,23.2433312787,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036200000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036200000,4,0.122690414654,0.122690414654,0,0.122690414654,0,14.4112276675,14.4112276675,14.4112276675,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036200000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036300000,1,-0.175850591499,-0.175850591499,0,-0.175850591499,0,18.4952413214,18.4952413214,18.4952413214,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036300000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036300000,2,-0.0156702061019,-0.0156702061019,0,-0.0156702061019,0,25.2500034756,25.2500034756,25.2500034756,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036300000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036300000,3,0.066619754968,0.066619754968,0,0.066619754968,0,18.9798692376,18.9798692376,18.9798692376,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036300000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036300000,4,-0.00195410754131,-0.00195410754131,0,-0.00195410754131,0,16.8807338623,16.8807338623,16.8807338623,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036300000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036400000,1,-0.0235155943302,-0.0235155943302,0,-0.0235155943302,0,17.1924211739,17.1924211739,17.1924211739,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036400000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036400000,2,-0.0646748524592,-0.0646748524592,0,-0.0646748524592,0,22.3027041809,22.3027041809,22.3027041809,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036400000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036400000,3,0.0809296829175,0.0809296829175,0,0.0809296829175,0,26.2713738445,26.2713738445,26.2713738445,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036400000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036400000,4,0.0282630278106,0.0282630278106,0,0.0282630278106,0,17.7430011176,17.7430011176,17.7430011176,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036400000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036500000,1,-0.0461663643796,-0.0461663643796,0,-0.0461663643796,0,15.3436159368,15.3436159368,15.3436159368,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036500000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036500000,2,-0.0121442226336,-0.0121442226336,0,-0.0121442226336,0,19.2226527973,19.2226527973,19.2226527973,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036500000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036500000,3,-0.0488208823378,-0.0488208823378,0,-0.0488208823378,0,22.1480510386,22.1480510386,22.1480510386,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036500000|rep=3"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036500000,4,-0.0522335948514,-0.0470750000654,1,-0.0470750003691,1,25.9359415446,24.9067547934,24.9067547934,4,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036500000|rep=4"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036600000,1,-0.00469565305073,-0.00469565305073,0,-0.00469565305073,0,21.3195197738,21.3195197738,21.3195197738,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036600000|rep=1"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036600000,2,-0.0678568009021,-0.0678568009021,0,-0.0678568009021,0,16.3645578245,16.3645578245,16.3645578245,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036600000|rep=2"
weighted_residual_low_response,acic2016_misaligned,aipw,aipw,3000,0,2036600000,3,0.0923670865327,0.0923670865327,0,0.0923670865327,0,15.4039264277,15.4039264277,15.4039264277,1,False,"('Semi-synthetic benchmarks', 'ACIC 2016 B, $s=0$', 'aipw', 3000, 0.0)|seed=2036600000|rep=3"
