dataset,setting,method,n,strength,c,reps,reference_mse,repaired_mse,gain,gain_ci_low,gain_ci_high,activation,harm,mean_weight
acic2017,A_s0,ma_dr_bc,3000,0,3.75,96,0.0139285171661,0.0138302958385,0.00705181509835,-0.00522107263935,0.0274483942417,0.0416666666667,0.0104166666667,0.0213827999047
acic2017,A_s0,ma_dr_bc,3000,0,4,96,0.0139285171661,0.0138292089632,0.00712984747184,-0.00472521774658,0.0272600461311,0.03125,0.0104166666667,0.0206581260242
acic2017,A_s0,ma_dr_bc,3000,0,4.25,96,0.0139285171661,0.0138281039136,0.00720918467549,-0.00424233293373,0.0270983140165,0.03125,0.0104166666667,0.0199961339007
acic2017,A_s0,ma_dr_bc,3000,0,4.5,96,0.0139285171661,0.0138270465059,0.00728510141828,-0.00379488325108,0.0268699854139,0.03125,0.0104166666667,0.0193341417772
acic2017,A_s0,ma_dr_bc,3000,0,4.75,96,0.0139285171661,0.0138260367402,0.0073575977002,-0.00335762283973,0.0267308886858,0.03125,0.0104166666667,0.0186721496537
acic2017,A_s0,ma_dr_bc,3000,0,5,96,0.0139285171661,0.0138250746165,0.00742667352125,-0.00289283438748,0.0265887917564,0.03125,0.0104166666667,0.0180101575302
acic2017,A_s0,ma_dr_bc,3000,0,6,96,0.0139285171661,0.0138217025409,0.00766877219675,-0.00123890700858,0.0259169927262,0.03125,0.0104166666667,0.0153621890362
acic2017,A_s0,ma_dr_bc,3000,0,8,96,0.0139285171661,0.0138250473365,0.00742863209312,0,0.0239881776856,0.0208333333333,0,0.0116302503821
acic2017,A_s0,ma_dr_bc,3000,0,10,96,0.0139285171661,0.013836591545,0.00659981389318,0,0.0214934215249,0.0208333333333,0,0.0093294796443
acic2017,A_s3,aipw,3000,3,0,96,0.00507349574749,0.00497447234517,0.0195177856168,-0.00732718836175,0.0590697800013,0.104166666667,0.0520833333333,0.104166666667
acic2017,A_s3,aipw,3000,3,0.25,96,0.00507349574749,0.00497518221258,0.019377868793,-0.00452747142052,0.057250335693,0.0520833333333,0.0104166666667,0.0369771655545
acic2017,A_s3,aipw,3000,3,0.5,96,0.00507349574749,0.00497528395373,0.0193578153305,-0.00239348326769,0.0554691905003,0.0416666666667,0.0104166666667,0.0299837538217
acic2017,A_s3,aipw,3000,3,0.75,96,0.00507349574749,0.00497593134565,0.0192302125995,-0.000811384953589,0.0539748189306,0.0416666666667,0.0104166666667,0.0241422973993
acic2017,A_s3,aipw,3000,3,1,96,0.00507349574749,0.00497940554833,0.0185454376725,0,0.0517768013757,0.03125,0,0.0192548106596
acic2017,A_s3,aipw,3000,3,1.25,96,0.00507349574749,0.00498762969398,0.0169244358895,0,0.0488431047549,0.03125,0,0.0162560133245
acic2017,A_s3,aipw,3000,3,1.5,96,0.00507349574749,0.00499646968266,0.015182049747,0,0.0458589071677,0.03125,0,0.0132572159894
acic2017,A_s3,aipw,3000,3,1.75,96,0.00507349574749,0.00500158780387,0.0141732539459,0,0.0437955096679,0.0208333333333,0,0.0117325220001
acic2017,A_s3,aipw,3000,3,2,96,0.00507349574749,0.00500617309069,0.0132694812716,0,0.0416328254666,0.0208333333333,0,0.0104324060953
acic2017,A_s3,aipw,3000,3,2.25,96,0.00507349574749,0.0050108518587,0.0123472831962,0,0.0396456558437,0.0208333333333,0,0.0091322901906
acic2017,A_s3,aipw,3000,3,2.5,96,0.00507349574749,0.00501562410791,0.0114066597199,0,0.0374367247185,0.0208333333333,0,0.00783217428585
acic2017,A_s3,aipw,3000,3,2.75,96,0.00507349574749,0.00501978681381,0.0105861789095,0,0.0355311226341,0.0104166666667,0,0.00680055720718
acic2017,A_s3,aipw,3000,3,3,96,0.00507349574749,0.00502215757509,0.0101188953265,0,0.0339627465055,0.0104166666667,0,0.00647181998359
acic2017,A_s3,aipw,3000,3,3.25,96,0.00507349574749,0.00502455124651,0.00964709608893,0,0.0323792141743,0.0104166666667,0,0.00614308276
acic2017,A_s3,aipw,3000,3,3.5,96,0.00507349574749,0.00502696782809,0.00917078119691,0,0.0307805256403,0.0104166666667,0,0.00581434553641
acic2017,A_s3,aipw,3000,3,3.75,96,0.00507349574749,0.00502940731982,0.00868995065039,0,0.0291666809037,0.0104166666667,0,0.00548560831282
acic2017,A_s3,aipw,3000,3,4,96,0.00507349574749,0.00503186972171,0.00820460444938,0,0.0275376799643,0.0104166666667,0,0.00515687108923
acic2017,A_s3,aipw,3000,3,4.25,96,0.00507349574749,0.00503435503375,0.00771474259389,0,0.0258935228222,0.0104166666667,0,0.00482813386564
acic2017,A_s3,aipw,3000,3,4.5,96,0.00507349574749,0.00503686325595,0.0072203650839,0,0.0242342094774,0.0104166666667,0,0.00449939664205
acic2017,A_s3,aipw,3000,3,4.75,96,0.00507349574749,0.00503939438829,0.00672147191942,0,0.0225597399299,0.0104166666667,0,0.00417065941846
acic2017,A_s3,aipw,3000,3,5,96,0.00507349574749,0.0050419484308,0.00621806310045,0,0.0208701141797,0.0104166666667,0,0.00384192219487
acic2017,A_s3,aipw,3000,3,6,96,0.00507349574749,0.00505239370234,0.00415927127967,0,0.0139600491518,0.0104166666667,0,0.00252697330051
acic2017,A_s3,aipw,3000,3,8,96,0.00507349574749,0.00507349574749,0,0,0,0,0,0
acic2017,A_s3,aipw,3000,3,10,96,0.00507349574749,0.00507349574749,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,0,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,0.25,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,0.5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,0.75,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,1,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,1.25,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,1.5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,1.75,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,2,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,2.25,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,2.5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,2.75,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,3,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,3.25,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,3.5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,3.75,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,4,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,4.25,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,4.5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,4.75,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,5,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,6,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,8,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,ctmle,3000,3,10,96,0.0127077497528,0.0127077497528,0,0,0,0,0,0
acic2017,A_s3,cui_selective_ml,3000,3,0,96,0.0118468734335,0.0117784928515,0.00577203617388,-0.0019992486633,0.0147648001931,0.21875,0.0625,0.21875
acic2017,A_s3,cui_selective_ml,3000,3,0.25,96,0.0118468734335,0.0117660618973,0.00682133869318,0.00021206241733,0.0151692412932,0.135416666667,0.03125,0.0984012394753
acic2017,A_s3,cui_selective_ml,3000,3,0.5,96,0.0118468734335,0.0117553505664,0.00772548702987,0.00158160893778,0.0157692576493,0.104166666667,0.0208333333333,0.068356783653
acic2017,A_s3,cui_selective_ml,3000,3,0.75,96,0.0118468734335,0.0117533382232,0.00789534983851,0.00197900979983,0.0158103328084,0.0625,0,0.0577566975801
acic2017,A_s3,cui_selective_ml,3000,3,1,96,0.0118468734335,0.0117552472317,0.00773420956459,0.00192138612321,0.0155412016415,0.0625,0,0.0561755967734
acic2017,A_s3,cui_selective_ml,3000,3,1.25,96,0.0118468734335,0.0117571705775,0.00757185906137,0.00186599841333,0.0152621339521,0.0625,0,0.0545944959668
acic2017,A_s3,cui_selective_ml,3000,3,1.5,96,0.0118468734335,0.0117591082608,0.00740829832885,0.00179526689505,0.014975428202,0.0625,0,0.0530133951601
acic2017,A_s3,cui_selective_ml,3000,3,1.75,96,0.0118468734335,0.0117610602815,0.00724352736704,0.00173957764093,0.0146781343237,0.0625,0,0.0514322943535
acic2017,A_s3,cui_selective_ml,3000,3,2,96,0.0118468734335,0.0117630266397,0.00707754617593,0.00168403158018,0.0143887144693,0.0625,0,0.0498511935469
acic2017,A_s3,cui_selective_ml,3000,3,2.25,96,0.0118468734335,0.0117650073353,0.00691035475552,0.00161561383934,0.014105857639,0.0625,0,0.0482700927402
acic2017,A_s3,cui_selective_ml,3000,3,2.5,96,0.0118468734335,0.0117670023683,0.00674195310582,0.00154268107073,0.0138085417067,0.0625,0,0.0466889919336
acic2017,A_s3,cui_selective_ml,3000,3,2.75,96,0.0118468734335,0.0117690117388,0.00657234122682,0.00146577655014,0.0135004463069,0.0625,0,0.0451078911269
acic2017,A_s3,cui_selective_ml,3000,3,3,96,0.0118468734335,0.0117710354467,0.00640151911853,0.00139695330118,0.0132031705773,0.0625,0,0.0435267903203
acic2017,A_s3,cui_selective_ml,3000,3,3.25,96,0.0118468734335,0.011773073492,0.00622948678094,0.00131412737434,0.0129078078203,0.0625,0,0.0419456895137
acic2017,A_s3,cui_selective_ml,3000,3,3.5,96,0.0118468734335,0.0117751258748,0.00605624421405,0.00124072102724,0.0126203222677,0.0625,0,0.040364588707
acic2017,A_s3,cui_selective_ml,3000,3,3.75,96,0.0118468734335,0.011777192595,0.00588179141786,0.00115683120806,0.0123338893852,0.0625,0,0.0387834879004
acic2017,A_s3,cui_selective_ml,3000,3,4,96,0.0118468734335,0.0117792736526,0.00570612839238,0.00107059341151,0.012040506418,0.0625,0,0.0372023870937
acic2017,A_s3,cui_selective_ml,3000,3,4.25,96,0.0118468734335,0.0117813690477,0.0055292551376,0.00099371704191,0.0117606649284,0.0625,0,0.0356212862871
acic2017,A_s3,cui_selective_ml,3000,3,4.5,96,0.0118468734335,0.0117834787802,0.00535117165353,0.000916378773911,0.0114793135845,0.0625,0,0.0340401854804
acic2017,A_s3,cui_selective_ml,3000,3,4.75,96,0.0118468734335,0.0117856028501,0.00517187794015,0.000828108671177,0.0112001964722,0.0625,0,0.0324590846738
acic2017,A_s3,cui_selective_ml,3000,3,5,96,0.0118468734335,0.0117877412575,0.00499137399748,0.000744031233118,0.0109193728205,0.0625,0,0.0308779838672
acic2017,A_s3,cui_selective_ml,3000,3,6,96,0.0118468734335,0.0117949080683,0.00438642022279,0.000479572025969,0.00989051644829,0.0520833333333,0,0.0259212826061
acic2017,A_s3,cui_selective_ml,3000,3,8,96,0.0118468734335,0.0118079854774,0.00328255013784,0.000105269028502,0.00808269054095,0.0416666666667,0,0.0174140327582
acic2017,A_s3,cui_selective_ml,3000,3,10,96,0.0118468734335,0.0118154886814,0.00264920126412,0,0.00683984126874,0.03125,0,0.0130937273393
acic2017,A_s3,ma_dr_bc,3000,3,0,96,0.0251503496933,0.0251463429446,0.000159311848272,-0.00479053774664,0.00602717751338,0.0625,0.03125,0.0625
acic2017,A_s3,ma_dr_bc,3000,3,0.25,96,0.0251503496933,0.0251058284316,0.00177020448013,-0.00148280285846,0.00668754733944,0.0625,0.03125,0.0455940540057
acic2017,A_s3,ma_dr_bc,3000,3,0.5,96,0.0251503496933,0.0251052915756,0.00179155034765,-0.00123023451653,0.00652336979834,0.0520833333333,0.0208333333333,0.0390831862926
acic2017,A_s3,ma_dr_bc,3000,3,0.75,96,0.0251503496933,0.0251049759814,0.00180409865184,-0.000991007447145,0.00636019515074,0.0416666666667,0.0104166666667,0.0326719954006
acic2017,A_s3,ma_dr_bc,3000,3,1,96,0.0251503496933,0.0251053667392,0.00178856177535,-0.000790436502202,0.00617090157424,0.0416666666667,0.0104166666667,0.0296737716452
acic2017,A_s3,ma_dr_bc,3000,3,1.25,96,0.0251503496933,0.0251058584594,0.00176901054885,-0.000600046413147,0.00601275552886,0.0416666666667,0.0104166666667,0.0266755478899
acic2017,A_s3,ma_dr_bc,3000,3,1.5,96,0.0251503496933,0.0251064511419,0.00174544497234,-0.000424338007722,0.00584366259347,0.0416666666667,0.0104166666667,0.0236773241345
acic2017,A_s3,ma_dr_bc,3000,3,1.75,96,0.0251503496933,0.0251071447867,0.00171786504582,-0.00025373317095,0.00565170303001,0.0416666666667,0.0104166666667,0.0206791003792
acic2017,A_s3,ma_dr_bc,3000,3,2,96,0.0251503496933,0.0251079393938,0.00168627076928,-8.52155768371e-05,0.00547750657519,0.0416666666667,0.0104166666667,0.0176808766238
acic2017,A_s3,ma_dr_bc,3000,3,2.25,96,0.0251503496933,0.0251091429847,0.00163841493642,0,0.00531142755893,0.03125,0,0.0148643078988
acic2017,A_s3,ma_dr_bc,3000,3,2.5,96,0.0251503496933,0.0251121014445,0.00152078397717,0,0.00505734839547,0.03125,0,0.0130436754431
acic2017,A_s3,ma_dr_bc,3000,3,2.75,96,0.0251503496933,0.0251151004941,0.0014015391316,0,0.00480676008036,0.03125,0,0.0112230429874
acic2017,A_s3,ma_dr_bc,3000,3,3,96,0.0251503496933,0.0251167844046,0.00133458537036,0,0.00461346046204,0.0208333333333,0,0.0101244910171
acic2017,A_s3,ma_dr_bc,3000,3,3.25,96,0.0251503496933,0.0251181063552,0.00128202345082,0,0.00444056600482,0.0208333333333,0,0.00923208749075
acic2017,A_s3,ma_dr_bc,3000,3,3.5,96,0.0251503496933,0.0251194514601,0.00122854089863,0,0.00426964103833,0.0208333333333,0,0.0083396839644
acic2017,A_s3,ma_dr_bc,3000,3,3.75,96,0.0251503496933,0.0251208197193,0.00117413771382,0,0.00409233743154,0.0208333333333,0,0.00744728043804
acic2017,A_s3,ma_dr_bc,3000,3,4,96,0.0251503496933,0.0251222111326,0.00111881389637,0,0.00391583301438,0.0208333333333,0,0.00655487691169
acic2017,A_s3,ma_dr_bc,3000,3,4.25,96,0.0251503496933,0.0251235946072,0.00106380573218,0,0.00374403156442,0.0104166666667,0,0.00575159254863
acic2017,A_s3,ma_dr_bc,3000,3,4.5,96,0.0251503496933,0.0251248071393,0.00101559438773,0,0.00357435322005,0.0104166666667,0,0.00547717642404
acic2017,A_s3,ma_dr_bc,3000,3,4.75,96,0.0251503496933,0.0251260260834,0.000967128101449,0,0.00340377761572,0.0104166666667,0,0.00520276029945
acic2017,A_s3,ma_dr_bc,3000,3,5,96,0.0251503496933,0.0251272514393,0.000918406873322,0,0.00323230475141,0.0104166666667,0,0.00492834417486
acic2017,A_s3,ma_dr_bc,3000,3,6,96,0.0251503496933,0.0251322169818,0.000720972542398,0,0.00253744069445,0.0104166666667,0,0.0038306796765
acic2017,A_s3,ma_dr_bc,3000,3,8,96,0.0251503496933,0.0251424558368,0.000313866672161,0,0.00110464410187,0.0104166666667,0,0.00163535067977
acic2017,A_s3,ma_dr_bc,3000,3,10,96,0.0251503496933,0.0251503496933,0,0,0,0,0,0
acic2017,B_s0,aipw,3000,0,0,96,0.00461130833014,0.00463298062305,-0.00469981431672,-0.0228307305816,0.00629173209152,0.0833333333333,0.0208333333333,0.0833333333333
acic2017,B_s0,aipw,3000,0,0.25,96,0.00461130833014,0.00463540224214,-0.00522496226018,-0.0221433970496,0.00465775679589,0.0416666666667,0.0208333333333,0.0329470732539
acic2017,B_s0,aipw,3000,0,0.5,96,0.00461130833014,0.0046355039439,-0.00524701712176,-0.0210762187798,0.0038889816425,0.03125,0.0208333333333,0.025314984749
acic2017,B_s0,aipw,3000,0,0.75,96,0.00461130833014,0.004633510325,-0.00481468452527,-0.0196123068477,0.00369419714097,0.03125,0.0208333333333,0.0223474771236
acic2017,B_s0,aipw,3000,0,1,96,0.00461130833014,0.00463166052308,-0.00441353981942,-0.0181300444977,0.0034440045415,0.03125,0.0208333333333,0.0193799694981
acic2017,B_s0,aipw,3000,0,1.25,96,0.00461130833014,0.00462995453813,-0.0040435830042,-0.0167312426554,0.00316645791175,0.03125,0.0208333333333,0.0164124618726
acic2017,B_s0,aipw,3000,0,1.5,96,0.00461130833014,0.00462839237017,-0.00370481407961,-0.0154018520251,0.00284419687693,0.03125,0.0208333333333,0.0134449542471
acic2017,B_s0,aipw,3000,0,1.75,96,0.00461130833014,0.00462706279444,-0.00341648468741,-0.0141327390641,0.00245006608629,0.0208333333333,0.0104166666667,0.0109214357944
acic2017,B_s0,aipw,3000,0,2,96,0.00461130833014,0.00462604404338,-0.00319556017024,-0.012941283761,0.00199779739386,0.0208333333333,0.0104166666667,0.00950545043167
acic2017,B_s0,aipw,3000,0,2.25,96,0.00461130833014,0.00462508445036,-0.00298746456184,-0.011798445313,0.00152373256749,0.0208333333333,0.0104166666667,0.00808946506896
acic2017,B_s0,aipw,3000,0,2.5,96,0.00461130833014,0.0046241840154,-0.0027921978622,-0.010638604486,0.00102787160717,0.0208333333333,0.0104166666667,0.00667347970626
acic2017,B_s0,aipw,3000,0,2.75,96,0.00461130833014,0.0046233427385,-0.00260976007134,-0.00950445073336,0.000510214512906,0.0208333333333,0.0104166666667,0.00525749434355
acic2017,B_s0,aipw,3000,0,3,96,0.00461130833014,0.00462251283192,-0.00242978802925,-0.00845725285233,0,0.0104166666667,0.0104166666667,0.00388788062303
acic2017,B_s0,aipw,3000,0,3.25,96,0.00461130833014,0.00462087256575,-0.00207408286791,-0.00721916605049,0,0.0104166666667,0.0104166666667,0.0033438151194
acic2017,B_s0,aipw,3000,0,3.5,96,0.00461130833014,0.00461925583405,-0.00172348135037,-0.00599884326982,0,0.0104166666667,0.0104166666667,0.00279974961576
acic2017,B_s0,aipw,3000,0,3.75,96,0.00461130833014,0.00461766263683,-0.00137798347661,-0.00479628451031,0,0.0104166666667,0.0104166666667,0.00225568411213
acic2017,B_s0,aipw,3000,0,4,96,0.00461130833014,0.00461609297408,-0.00103758924664,-0.00361148977197,0,0.0104166666667,0.0104166666667,0.00171161860849
acic2017,B_s0,aipw,3000,0,4.25,96,0.00461130833014,0.00461454684581,-0.000702298660455,-0.0024444590548,0,0.0104166666667,0.0104166666667,0.00116755310485
acic2017,B_s0,aipw,3000,0,4.5,96,0.00461130833014,0.00461302425201,-0.00037211171806,-0.00129519235879,0,0.0104166666667,0.0104166666667,0.000623487601218
acic2017,B_s0,aipw,3000,0,4.75,96,0.00461130833014,0.00461152519269,-4.70284194536e-05,-0.000163689683946,0,0.0104166666667,0.0104166666667,7.94220975823e-05
acic2017,B_s0,aipw,3000,0,5,96,0.00461130833014,0.00461130833014,0,0,0,0,0,0
acic2017,B_s0,aipw,3000,0,6,96,0.00461130833014,0.00461130833014,0,0,0,0,0,0
acic2017,B_s0,aipw,3000,0,8,96,0.00461130833014,0.00461130833014,0,0,0,0,0,0
acic2017,B_s0,aipw,3000,0,10,96,0.00461130833014,0.00461130833014,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,0,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,0.25,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,0.5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,0.75,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,1,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,1.25,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,1.5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,1.75,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,2,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,2.25,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,2.5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,2.75,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,3,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,3.25,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,3.5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,3.75,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,4,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,4.25,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,4.5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,4.75,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,5,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,6,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,8,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,ctmle,3000,0,10,96,0.00110422353058,0.00110422353058,0,0,0,0,0,0
acic2017,B_s0,cui_selective_ml,3000,0,0,96,0.00105661942199,0.0010788023891,-0.0209942829512,-0.0597929368429,0.00724128991049,0.166666666667,0.0833333333333,0.166666666667
acic2017,B_s0,cui_selective_ml,3000,0,0.25,96,0.00105661942199,0.00107735548002,-0.0196249071336,-0.0576048927139,0.00724421636915,0.125,0.0729166666667,0.110712890657
acic2017,B_s0,cui_selective_ml,3000,0,0.5,96,0.00105661942199,0.00107677284051,-0.0190734886248,-0.0563811062775,0.00684440124989,0.125,0.0729166666667,0.0964257813137
acic2017,B_s0,cui_selective_ml,3000,0,0.75,96,0.00105661942199,0.00107639102704,-0.0187121347951,-0.0553417759289,0.00619312646005,0.114583333333,0.0625,0.0831635474713
acic2017,B_s0,cui_selective_ml,3000,0,1,96,0.00105661942199,0.00107648747487,-0.0188034144289,-0.0545496327955,0.00520117100369,0.114583333333,0.0625,0.0726902855173
acic2017,B_s0,cui_selective_ml,3000,0,1.25,96,0.00105661942199,0.00107652845175,-0.0188421955403,-0.0539677780378,0.00429822852393,0.104166666667,0.0625,0.064092998864
acic2017,B_s0,cui_selective_ml,3000,0,1.5,96,0.00105661942199,0.00107644771969,-0.018765789547,-0.0534542972469,0.0036078673161,0.09375,0.0625,0.0568895550992
acic2017,B_s0,cui_selective_ml,3000,0,1.75,96,0.00105661942199,0.0010764157274,-0.0187355115746,-0.0527516441987,0.00292255334833,0.0833333333333,0.0520833333333,0.0522091075184
acic2017,B_s0,cui_selective_ml,3000,0,2,96,0.00105661942199,0.00107642439676,-0.0187437163815,-0.0521796093528,0.00225096750241,0.0833333333333,0.0520833333333,0.0477627895448
acic2017,B_s0,cui_selective_ml,3000,0,2.25,96,0.00105661942199,0.00107644381937,-0.0187620982232,-0.0516345866103,0.00157292920691,0.0833333333333,0.0520833333333,0.0433164715713
acic2017,B_s0,cui_selective_ml,3000,0,2.5,96,0.00105661942199,0.00107647399523,-0.0187906570995,-0.0511550600228,0.00097067695456,0.0833333333333,0.0520833333333,0.0388701535977
acic2017,B_s0,cui_selective_ml,3000,0,2.75,96,0.00105661942199,0.00107647374667,-0.0187904218602,-0.0506790860908,0.000418338351824,0.0729166666667,0.0520833333333,0.0345224131056
acic2017,B_s0,cui_selective_ml,3000,0,3,96,0.00105661942199,0.00107610360126,-0.0184401108576,-0.0498545598327,0.000249836945796,0.0625,0.0520833333333,0.0311870202226
acic2017,B_s0,cui_selective_ml,3000,0,3.25,96,0.00105661942199,0.00107564069996,-0.0180020143272,-0.0490986572697,0.000156177143495,0.0625,0.0520833333333,0.0285776052412
acic2017,B_s0,cui_selective_ml,3000,0,3.5,96,0.00105661942199,0.00107518385926,-0.0175696536421,-0.0483660587491,5.69465693589e-05,0.0625,0.0520833333333,0.0259681902597
acic2017,B_s0,cui_selective_ml,3000,0,3.75,96,0.00105661942199,0.00107473307917,-0.0171430288023,-0.0474904982119,-1.24004310539e-05,0.0625,0.0520833333333,0.0233587752783
acic2017,B_s0,cui_selective_ml,3000,0,4,96,0.00105661942199,0.00107420460702,-0.0166428750697,-0.0465737784253,-4.12625842445e-05,0.0520833333333,0.0520833333333,0.0211641591461
acic2017,B_s0,cui_selective_ml,3000,0,4.25,96,0.00105661942199,0.00107371923615,-0.0161835130133,-0.0458192314329,-3.43667659611e-06,0.0416666666667,0.0416666666667,0.0193989316933
acic2017,B_s0,cui_selective_ml,3000,0,4.5,96,0.00105661942199,0.00107348598759,-0.0159627631789,-0.0452517211643,-1.22594836472e-06,0.0416666666667,0.0416666666667,0.0180890649302
acic2017,B_s0,cui_selective_ml,3000,0,4.75,96,0.00105661942199,0.00107326588062,-0.0157544507375,-0.0446889595194,0,0.03125,0.03125,0.0172040163839
acic2017,B_s0,cui_selective_ml,3000,0,5,96,0.00105661942199,0.00107305098041,-0.0155510660555,-0.0441491886805,0,0.0208333333333,0.0208333333333,0.0166489918085
acic2017,B_s0,cui_selective_ml,3000,0,6,96,0.00105661942199,0.00107219744345,-0.0147432662469,-0.0419987976857,0,0.0208333333333,0.0208333333333,0.0158121235036
acic2017,B_s0,cui_selective_ml,3000,0,8,96,0.00105661942199,0.00107051707337,-0.0131529395509,-0.0376362754669,0,0.0208333333333,0.0208333333333,0.0141383868936
acic2017,B_s0,cui_selective_ml,3000,0,10,96,0.00105661942199,0.00106887230845,-0.0115963100836,-0.0334316058113,0,0.0208333333333,0.0208333333333,0.0124646502837
acic2017,B_s0,ma_dr_bc,3000,0,0,96,0.00943291156974,0.0094856851412,-0.00559462166725,-0.022846224608,0.00907991563336,0.0625,0.03125,0.0625
acic2017,B_s0,ma_dr_bc,3000,0,0.25,96,0.00943291156974,0.0094619570618,-0.0030791650961,-0.0175699287851,0.0102066641988,0.0625,0.03125,0.04826312111
acic2017,B_s0,ma_dr_bc,3000,0,0.5,96,0.00943291156974,0.00944749035566,-0.00154552343762,-0.0139558644437,0.0107217916955,0.0520833333333,0.0208333333333,0.0400730529575
acic2017,B_s0,ma_dr_bc,3000,0,0.75,96,0.00943291156974,0.00943659089911,-0.000390052354912,-0.0108100602373,0.010884383267,0.0520833333333,0.0208333333333,0.0340679127696
acic2017,B_s0,ma_dr_bc,3000,0,1,96,0.00943291156974,0.00942626305437,0.000704821127842,-0.00821422488826,0.0112420394944,0.0520833333333,0.0208333333333,0.0280627725817
