summary,method,c,settings,reps,gain,gain_ci_low,gain_ci_high,activation,harm,mean_weight
ihdp,cui_selective_ml,10,4,384,3.56710626268e-05,0,0.000115555053005,0.00260416666667,0,0.000236327583266
acic2016,cui_selective_ml,0,4,384,0.0019126921955,-0.00751073534316,0.0112535571286,0.244791666667,0.119791666667,0.244791666667
acic2016,cui_selective_ml,0.25,4,384,0.00119598115274,-0.00643664008298,0.00879326122919,0.138020833333,0.0598958333333,0.105517644862
acic2016,cui_selective_ml,0.5,4,384,0.000768125287097,-0.00575732455466,0.00717300572116,0.127604166667,0.0520833333333,0.0777617402089
acic2016,cui_selective_ml,0.75,4,384,-0.000395584781841,-0.00594932584938,0.00487503526914,0.106770833333,0.0390625,0.0585536067232
acic2016,cui_selective_ml,1,4,384,-0.0014930328426,-0.00623432817793,0.00289465156867,0.09375,0.0364583333333,0.0438992984104
acic2016,cui_selective_ml,1.25,4,384,-0.00198127089258,-0.00612932325311,0.00173227683459,0.078125,0.0338541666667,0.0337183229225
acic2016,cui_selective_ml,1.5,4,384,-0.00193631145847,-0.00570556198168,0.00125402224019,0.0598958333333,0.03125,0.0268213002789
acic2016,cui_selective_ml,1.75,4,384,-0.00169669368307,-0.00511900377941,0.00110311580722,0.0442708333333,0.0208333333333,0.0224791335629
acic2016,cui_selective_ml,2,4,384,-0.00174175456505,-0.00489461251968,0.000761495486844,0.0442708333333,0.0208333333333,0.0193660335957
acic2016,cui_selective_ml,2.25,4,384,-0.00166246027728,-0.00454381095389,0.000611053791633,0.0390625,0.0208333333333,0.0166200509092
acic2016,cui_selective_ml,2.5,4,384,-0.00149742774971,-0.00418472338675,0.000562233580279,0.0390625,0.0208333333333,0.0141264454547
acic2016,cui_selective_ml,2.75,4,384,-0.00132037659239,-0.00382858646136,0.000543002502304,0.0364583333333,0.0208333333333,0.0117717465751
acic2016,cui_selective_ml,3,4,384,-0.00111234442814,-0.0034542742248,0.00059703472313,0.03125,0.0182291666667,0.00976452605718
acic2016,cui_selective_ml,3.25,4,384,-0.00100647722005,-0.00319986812395,0.000575216660384,0.0260416666667,0.015625,0.00824427055488
acic2016,cui_selective_ml,3.5,4,384,-0.000886849410335,-0.00295851253205,0.000573118805863,0.0234375,0.015625,0.00693817583369
acic2016,cui_selective_ml,3.75,4,384,-0.000754113463795,-0.00270246139362,0.000594043868541,0.0182291666667,0.0130208333333,0.00602716140964
acic2016,cui_selective_ml,4,4,384,-0.000618431583651,-0.00247962590001,0.000637217625901,0.015625,0.0104166666667,0.00532555682569
acic2016,cui_selective_ml,4.25,4,384,-0.000487584103803,-0.00224679420046,0.000680900583938,0.015625,0.0104166666667,0.0046818416273
acic2016,cui_selective_ml,4.5,4,384,-0.000398443116906,-0.00208655188068,0.000696504255976,0.0130208333333,0.0078125,0.00413612393974
acic2016,cui_selective_ml,4.75,4,384,-0.000351443504474,-0.00197327042581,0.000675125476403,0.0104166666667,0.00520833333333,0.00376689105402
acic2016,cui_selective_ml,5,4,384,-0.000308087495345,-0.0018684757246,0.000661311896703,0.0104166666667,0.00520833333333,0.00341690286388
acic2016,cui_selective_ml,6,4,384,-0.00032135362643,-0.00165331953578,0.000452381063084,0.0078125,0.00260416666667,0.00249412650818
acic2016,cui_selective_ml,8,4,384,-0.000300674463971,-0.00119788634435,0.000143618674839,0.00520833333333,0.00260416666667,0.00126818034265
acic2016,cui_selective_ml,10,4,384,-0.000199790851167,-0.000705719932229,0,0.00260416666667,0.00260416666667,0.000566462358267
acic2017,cui_selective_ml,0,4,384,-0.000126144943755,-0.0111783508188,0.00926567560148,0.197916666667,0.0807291666667,0.197916666667
acic2017,cui_selective_ml,0.25,4,384,-0.00123238260818,-0.0118186720758,0.00764553302268,0.135416666667,0.0598958333333,0.10924722983
acic2017,cui_selective_ml,0.5,4,384,-0.00114465536997,-0.0113465921143,0.00722532673883,0.122395833333,0.0546875,0.0878242363424
acic2017,cui_selective_ml,0.75,4,384,-0.00134362343658,-0.011284848033,0.00662182576981,0.106770833333,0.046875,0.0726359057521
acic2017,cui_selective_ml,1,4,384,-0.00172909832768,-0.0114087519739,0.00589811103934,0.0989583333333,0.0416666666667,0.0626966994763
acic2017,cui_selective_ml,1.25,4,384,-0.00205099602436,-0.0115384337876,0.00526600360295,0.0859375,0.0390625,0.0550144462881
acic2017,cui_selective_ml,1.5,4,384,-0.00222418752023,-0.0115217315152,0.00481265080097,0.0807291666667,0.0364583333333,0.0494077625712
acic2017,cui_selective_ml,1.75,4,384,-0.00231496436632,-0.011424567659,0.0044964962924,0.0703125,0.03125,0.0451307572227
acic2017,cui_selective_ml,2,4,384,-0.00243369343662,-0.0113741555259,0.00414693788897,0.0677083333333,0.0286458333333,0.041810344781
acic2017,cui_selective_ml,2.25,4,384,-0.00256973066954,-0.0113486287057,0.00382110068327,0.0677083333333,0.0286458333333,0.038573096212
acic2017,cui_selective_ml,2.5,4,384,-0.00271343182313,-0.0113000583017,0.00348362256491,0.0677083333333,0.0286458333333,0.0353358476429
acic2017,cui_selective_ml,2.75,4,384,-0.0028550541098,-0.0113462335549,0.00315391706951,0.0651041666667,0.0286458333333,0.0321232434443
acic2017,cui_selective_ml,3,4,384,-0.00291824408148,-0.0112768829664,0.00294155089638,0.0598958333333,0.0260416666667,0.0292392741392
acic2017,cui_selective_ml,3.25,4,384,-0.00295652087075,-0.0111993014165,0.00275144431864,0.0546875,0.0234375,0.0268086972798
acic2017,cui_selective_ml,3.5,4,384,-0.00298523158179,-0.0111498911365,0.00255622938559,0.0494791666667,0.0234375,0.0247574457185
acic2017,cui_selective_ml,3.75,4,384,-0.00296543738132,-0.0110117178522,0.002418102753,0.046875,0.0208333333333,0.0230304609151
acic2017,cui_selective_ml,4,4,384,-0.00293294642707,-0.0108563774715,0.00234608066914,0.0442708333333,0.0208333333333,0.0215445246885
acic2017,cui_selective_ml,4.25,4,384,-0.00289991077252,-0.0106773045195,0.00227565443305,0.0390625,0.0182291666667,0.0202549257976
acic2017,cui_selective_ml,4.5,4,384,-0.0029182653821,-0.0105833401558,0.00214552978857,0.0390625,0.0182291666667,0.0191485979034
acic2017,cui_selective_ml,4.75,4,384,-0.00294093034737,-0.0104897539708,0.00201644527184,0.0364583333333,0.015625,0.0181484745633
acic2017,cui_selective_ml,5,4,384,-0.0029660282599,-0.0103995672786,0.00189937549304,0.0338541666667,0.0130208333333,0.017230857216
acic2017,cui_selective_ml,6,4,384,-0.00301503794345,-0.010023655648,0.00151278879007,0.0286458333333,0.0130208333333,0.0143057649806
acic2017,cui_selective_ml,8,4,384,-0.00269931538623,-0.00893740071819,0.00125513396526,0.0208333333333,0.0078125,0.00970269290149
acic2017,cui_selective_ml,10,4,384,-0.00239574228659,-0.00794636066386,0.00101443887241,0.0182291666667,0.0078125,0.00735574605807
twins,cui_selective_ml,0,4,384,0.0698548352679,0.0213419475957,0.116687521196,0.4453125,0.161458333333,0.4453125
twins,cui_selective_ml,0.25,4,384,0.05794555769,0.0165636172541,0.0977117361122,0.3671875,0.114583333333,0.32073614529
twins,cui_selective_ml,0.5,4,384,0.0464524696035,0.0105326241258,0.0821299910512,0.341145833333,0.109375,0.283285003906
twins,cui_selective_ml,0.75,4,384,0.0417365747389,0.00952815243887,0.0747051366721,0.322916666667,0.0989583333333,0.259524899686
twins,cui_selective_ml,1,4,384,0.0370812732687,0.007477473979,0.0683974602423,0.309895833333,0.0885416666667,0.240586516082
twins,cui_selective_ml,1.25,4,384,0.036470187044,0.00769153841547,0.0671933069974,0.286458333333,0.078125,0.227131690955
