dataset,setting,design,method,n,strength,response_bin,response_bin_label,reps,mean_n_share,mean_true_pi,min_true_pi,max_true_pi,mean_rho,path_activation,action_square_contribution,weighted_action_square_contribution,absolute_action_contribution,ref_weighted_residual_square_contribution,selected_weighted_residual_square_contribution,weighted_residual_square_delta,weighted_residual_square_reduction,ref_unweighted_residual_square_contribution,selected_unweighted_residual_square_contribution,unweighted_residual_square_delta,unweighted_residual_square_reduction,mean_rep_weighted_residual_square_delta
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,cui_selective_ml,3000,3.0,3,response_bin_3,96,0.25,0.7997525256890926,0.7634451156009165,0.8361216413247241,0.6389575754639641,0.23958333333333334,0.005972079630166494,0.0015198950192618443,0.012166869562767439,0.012834291578588689,0.0137185680922973,-0.0008842765137086119,-0.06889951878480316,0.050734201853313066,0.05419771901059587,-0.003463517157282804,-0.06826789484728302,-0.0008842765137086127
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,cui_selective_ml,3000,3.0,4,highest_response,96,0.25,0.8649277344418987,0.827094355342637,0.899954176213289,0.6389575754639641,0.23958333333333334,0.007280689904926172,0.0011357235980824724,0.01311239730138608,0.010922606745314464,0.01133623446713027,-0.0004136277218158065,-0.037868956693258404,0.06853659854060683,0.07135207164384218,-0.0028154731032353497,-0.04107984876966464,-0.00041362772181580674
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ma_dr_bc,3000,3.0,1,lowest_response,96,0.25,0.30373918046587517,0.05,0.7117558841907936,4.1448576175828515,0.14583333333333334,0.0020025647422164043,0.025634640607870542,0.006099790201625877,3.815923538289613,3.8078344702939524,0.00808906799566067,0.002119819203527995,0.2567017993932778,0.25740686478002717,-0.0007050653867493595,-0.0027466320392603993,0.00808906799566086
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ma_dr_bc,3000,3.0,2,response_bin_2,96,0.25,0.7370997515563887,0.7004374088731514,0.7753134763590919,4.1448576175828515,0.14583333333333334,0.001571784161283767,0.0005582289420725223,0.005190616665949177,0.04792344747266328,0.04866797157678617,-0.0007445241041228942,-0.015535695852173292,0.1340094177150678,0.13608005070176446,-0.0020706329866966577,-0.015451399028531432,-0.0007445241041228859
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ma_dr_bc,3000,3.0,3,response_bin_3,96,0.25,0.7997525256890926,0.7634451156009165,0.8361216413247241,4.1448576175828515,0.14583333333333334,0.0013410538595275228,0.0003368375909853559,0.004956067958955853,0.030956141412033785,0.031510342944654865,-0.0005542015326210799,-0.017902797549750327,0.12300448899131322,0.12523196699800718,-0.002227478006693956,-0.01810891638963885,-0.0005542015326210828
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ma_dr_bc,3000,3.0,4,highest_response,96,0.25,0.8649277344418987,0.827094355342637,0.899954176213289,4.1448576175828515,0.14583333333333334,0.0014404976546059684,0.00022332637349092022,0.005227992608504807,0.02265714808238868,0.022963625148408842,-0.000306477066020161,-0.013526727410957173,0.14455078286774942,0.14647644737869212,-0.0019256645109426984,-0.013321716235217496,-0.0003064770660201619
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,aipw,3000,0.0,1,lowest_response,96,0.25,0.3004060129255479,0.05,0.7111143511768382,4.0986490025370825,0.07291666666666667,0.0011143678447675884,0.013280846537240905,0.003232520848022931,1.542925550642754,1.5544372608569805,-0.01151171021422659,-0.007460962850366348,0.13592121772883936,0.13720105453147466,-0.001279836802635298,-0.009416019250125807,-0.011511710214226556
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,aipw,3000,0.0,2,response_bin_2,96,0.25,0.7369130807239234,0.698421162257863,0.7740762341178922,4.0986490025370825,0.07291666666666667,0.0010333746196637145,0.0003698857654422193,0.0029622903518037318,0.04746123642229802,0.04800302752097065,-0.0005417910986726324,-0.011415444255432172,0.1326544209984812,0.13417185377471022,-0.0015174327762290107,-0.01143899136423343,-0.0005417910986726355
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,aipw,3000,0.0,3,response_bin_3,96,0.25,0.7993861135990188,0.7608789835450949,0.837038117058946,4.0986490025370825,0.07291666666666667,0.0009009671928402011,0.0002278989035582913,0.0028773987351284835,0.030963099500860822,0.0313129439963453,-0.0003498444954844783,-0.01129875565186067,0.12263273563653278,0.12402230960762478,-0.0013895739710920035,-0.011331183014709145,-0.0003498444954844764
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,aipw,3000,0.0,4,highest_response,96,0.25,0.864631125344257,0.8257654655280151,0.899954176213289,4.0986490025370825,0.07291666666666667,0.0010605744791136113,0.00016573365377654074,0.0030808412685518964,0.02223467473713406,0.022416887231613346,-0.00018221249447928495,-0.00819497009214043,0.14195390146302614,0.14308015226644114,-0.0011262508034149965,-0.007933919334428108,-0.00018221249447928367
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ctmle,3000,0.0,1,lowest_response,96,0.25,0.3004060129255479,0.05,0.7111143511768382,0.48115296462188945,0.0,0.0,0.0,0.0,1.5447006777965395,1.5447006777965395,0.0,0.0,0.13604278438857237,0.13604278438857237,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ctmle,3000,0.0,2,response_bin_2,96,0.25,0.7369130807239234,0.698421162257863,0.7740762341178922,0.48115296462188945,0.0,0.0,0.0,0.0,0.04744717620842595,0.04744717620842595,0.0,0.0,0.132619057787174,0.132619057787174,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ctmle,3000,0.0,3,response_bin_3,96,0.25,0.7993861135990188,0.7608789835450949,0.837038117058946,0.48115296462188945,0.0,0.0,0.0,0.0,0.0309574113430793,0.0309574113430793,0.0,0.0,0.12260842459157101,0.12260842459157101,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ctmle,3000,0.0,4,highest_response,96,0.25,0.864631125344257,0.8257654655280151,0.899954176213289,0.48115296462188945,0.0,0.0,0.0,0.0,0.022234502011474866,0.022234502011474866,0.0,0.0,0.14195411160007584,0.14195411160007584,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,cui_selective_ml,3000,0.0,1,lowest_response,96,0.25,0.3004060129255479,0.05,0.7111143511768382,0.6197822940333918,0.19791666666666666,0.0015932928176256968,0.01770341653591165,0.006392803732318777,0.8492673593328405,0.8482375262528671,0.0010298330799733968,0.001212613517588168,0.06953112814698664,0.06911191113799099,0.00041921700899565095,0.00602919901011012,0.0010298330799734512
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,cui_selective_ml,3000,0.0,2,response_bin_2,96,0.25,0.7369130807239234,0.698421162257863,0.7740762341178922,0.6197822940333918,0.19791666666666666,0.0016325678514567579,0.0005860676975794765,0.006437105122592078,0.0219163081612694,0.021668351663925955,0.00024795649734344477,0.011313789508656136,0.06127449649850423,0.0606105266004476,0.0006639698980566294,0.010835991089259145,0.00024795649734344634
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,cui_selective_ml,3000,0.0,3,response_bin_3,96,0.25,0.7993861135990188,0.7608789835450949,0.837038117058946,0.6197822940333918,0.19791666666666666,0.0015426175255642183,0.00039258983827594637,0.006248898434046844,0.01154717661733773,0.011459690360820863,8.748625651686798e-05,0.007576419709863114,0.04555917068038096,0.045215810374909536,0.0003433603054714268,0.0075365793613817456,8.748625651686809e-05
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,cui_selective_ml,3000,0.0,4,highest_response,96,0.25,0.864631125344257,0.8257654655280151,0.899954176213289,0.6197822940333918,0.19791666666666666,0.00167807355552597,0.00026344751497750746,0.006570294238352265,0.010504941506674546,0.010304719268870626,0.00020022223780392055,0.019059814628830107,0.06560923334351496,0.0644027126856828,0.0012065206578321525,0.01838949483703134,0.0002002222378039224
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ma_dr_bc,3000,0.0,1,lowest_response,96,0.25,0.3004060129255479,0.05,0.7111143511768382,4.0986490025370825,0.07291666666666667,0.0011143678447675884,0.013280846537240905,0.003232520848022931,1.542925550642754,1.5544372608569805,-0.01151171021422659,-0.007460962850366348,0.13592121772883936,0.13720105453147466,-0.001279836802635298,-0.009416019250125807,-0.011511710214226556
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ma_dr_bc,3000,0.0,2,response_bin_2,96,0.25,0.7369130807239234,0.698421162257863,0.7740762341178922,4.0986490025370825,0.07291666666666667,0.0010333746196637145,0.0003698857654422193,0.0029622903518037318,0.04746123642229802,0.04800302752097065,-0.0005417910986726324,-0.011415444255432172,0.1326544209984812,0.13417185377471022,-0.0015174327762290107,-0.01143899136423343,-0.0005417910986726355
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ma_dr_bc,3000,0.0,3,response_bin_3,96,0.25,0.7993861135990188,0.7608789835450949,0.837038117058946,4.0986490025370825,0.07291666666666667,0.0009009671928402011,0.0002278989035582913,0.0028773987351284835,0.030963099500860822,0.0313129439963453,-0.0003498444954844783,-0.01129875565186067,0.12263273563653278,0.12402230960762478,-0.0013895739710920035,-0.011331183014709145,-0.0003498444954844764
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ma_dr_bc,3000,0.0,4,highest_response,96,0.25,0.864631125344257,0.8257654655280151,0.899954176213289,4.0986490025370825,0.07291666666666667,0.0010605744791136113,0.00016573365377654074,0.0030808412685518964,0.02223467473713406,0.022416887231613346,-0.00018221249447928495,-0.00819497009214043,0.14195390146302614,0.14308015226644114,-0.0011262508034149965,-0.007933919334428108,-0.00018221249447928367
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,aipw,3000,3.0,1,lowest_response,96,0.25,0.3040019290830614,0.05,0.709693813788794,4.126011006838144,0.08333333333333333,0.0008109818140285877,0.008834492002041268,0.0030447516164483408,1.829778171943258,1.8378510244684918,-0.00807285252523382,-0.004411929625688149,0.1591214340190649,0.1599360628040066,-0.0008146287849417067,-0.005119541499633007,-0.008072852525233798
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,aipw,3000,3.0,2,response_bin_2,96,0.25,0.7370583376727072,0.6994751093522183,0.7739845865444699,4.126011006838144,0.08333333333333333,0.0008454379444472966,0.000302476586019866,0.0029418697280288297,0.05430357020453711,0.05470133584065714,-0.000397765636120026,-0.007324852392242676,0.1518761546235093,0.1529526531367228,-0.0010764985132134808,-0.007088002167832341,-0.00039776563612001816
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,aipw,3000,3.0,3,response_bin_3,96,0.25,0.7996469438658614,0.7633992918142054,0.8373588835659238,4.126011006838144,0.08333333333333333,0.0007020192404008065,0.00017927332347906033,0.0027531183474319,0.033568795876785594,0.033851307213722155,-0.00028251133693656116,-0.008415891293018785,0.13347482019088427,0.1345729027501255,-0.0010980825592412369,-0.008226889219036693,-0.00028251133693655493
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,aipw,3000,3.0,4,highest_response,96,0.25,0.8647301308176538,0.8260404082482816,0.899954176213289,4.126011006838144,0.08333333333333333,0.000739503261682566,0.00011603006556831076,0.002881598701624676,0.023717280189269812,0.02384024361912905,-0.00012296342985923872,-0.005184550204659244,0.15153203640170723,0.15234415035029894,-0.0008121139485917084,-0.005359354812858319,-0.0001229634298592396
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ctmle,3000,3.0,1,lowest_response,96,0.25,0.3040019290830614,0.05,0.709693813788794,0.48275225525886484,0.0,0.0,0.0,0.0,1.8299084788050142,1.8299084788050142,0.0,0.0,0.15908985038227785,0.15908985038227785,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ctmle,3000,3.0,2,response_bin_2,96,0.25,0.7370583376727072,0.6994751093522183,0.7739845865444699,0.48275225525886484,0.0,0.0,0.0,0.0,0.05428508849336039,0.05428508849336039,0.0,0.0,0.15182467349623938,0.15182467349623938,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ctmle,3000,3.0,3,response_bin_3,96,0.25,0.7996469438658614,0.7633992918142054,0.8373588835659238,0.48275225525886484,0.0,0.0,0.0,0.0,0.0335664590208117,0.0335664590208117,0.0,0.0,0.133469071362567,0.133469071362567,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ctmle,3000,3.0,4,highest_response,96,0.25,0.8647301308176538,0.8260404082482816,0.899954176213289,0.48275225525886484,0.0,0.0,0.0,0.0,0.02371596491099214,0.02371596491099214,0.0,0.0,0.15152592049020597,0.15152592049020597,0.0,0.0,0.0
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,cui_selective_ml,3000,3.0,1,lowest_response,96,0.25,0.3040019290830614,0.05,0.709693813788794,0.5424981025587148,0.4375,0.0046876702981687585,0.04862885911824961,0.016318053566852845,1.1848061469542754,1.1590092562624272,0.025796890691848207,0.021773089849477123,0.10400164319009732,0.0998962076828404,0.0041054355072569215,0.039474717719150676,0.025796890691848345
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,cui_selective_ml,3000,3.0,2,response_bin_2,96,0.25,0.7370583376727072,0.6994751093522183,0.7739845865444699,0.5424981025587148,0.4375,0.004978078225476326,0.0017784916331349432,0.016507563785756577,0.03440996861582462,0.03230912729105707,0.0021008413247675523,0.06105327639855529,0.09627523692241706,0.09034022641517118,0.005935010507245875,0.06164628306267972,0.0021008413247675557
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,cui_selective_ml,3000,3.0,3,response_bin_3,96,0.25,0.7996469438658614,0.7633992918142054,0.8373588835659238,0.5424981025587148,0.4375,0.004215437598034722,0.0010653880746366894,0.015371692875765758,0.016891078568936957,0.016308839670903373,0.0005822388980335838,0.03447020245967791,0.0670119960805838,0.06471980302994372,0.0022921930506400734,0.03420571218149726,0.0005822388980335835
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,cui_selective_ml,3000,3.0,4,highest_response,96,0.25,0.8647301308176538,0.8260404082482816,0.899954176213289,0.5424981025587148,0.4375,0.004688729677183179,0.0007306898914943789,0.01625022553389389,0.013112148012816188,0.012670336358303351,0.0004418116545128366,0.033694834292672504,0.08247042233906818,0.07968536631425498,0.002785056024813201,0.03377036209858053,0.00044181165451283403
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ma_dr_bc,3000,3.0,1,lowest_response,96,0.25,0.3040019290830614,0.05,0.709693813788794,4.126011006838144,0.08333333333333333,0.0008109818140285877,0.008834492002041268,0.0030447516164483408,1.829778171943258,1.8378510244684918,-0.00807285252523382,-0.004411929625688149,0.1591214340190649,0.1599360628040066,-0.0008146287849417067,-0.005119541499633007,-0.008072852525233798
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ma_dr_bc,3000,3.0,2,response_bin_2,96,0.25,0.7370583376727072,0.6994751093522183,0.7739845865444699,4.126011006838144,0.08333333333333333,0.0008454379444472966,0.000302476586019866,0.0029418697280288297,0.05430357020453711,0.05470133584065714,-0.000397765636120026,-0.007324852392242676,0.1518761546235093,0.1529526531367228,-0.0010764985132134808,-0.007088002167832341,-0.00039776563612001816
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ma_dr_bc,3000,3.0,3,response_bin_3,96,0.25,0.7996469438658614,0.7633992918142054,0.8373588835659238,4.126011006838144,0.08333333333333333,0.0007020192404008065,0.00017927332347906033,0.0027531183474319,0.033568795876785594,0.033851307213722155,-0.00028251133693656116,-0.008415891293018785,0.13347482019088427,0.1345729027501255,-0.0010980825592412369,-0.008226889219036693,-0.00028251133693655493
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ma_dr_bc,3000,3.0,4,highest_response,96,0.25,0.8647301308176538,0.8260404082482816,0.899954176213289,4.126011006838144,0.08333333333333333,0.000739503261682566,0.00011603006556831076,0.002881598701624676,0.023717280189269812,0.02384024361912905,-0.00012296342985923872,-0.005184550204659244,0.15153203640170723,0.15234415035029894,-0.0008121139485917084,-0.005359354812858319,-0.0001229634298592396
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,aipw,3000,0.0,1,lowest_response,96,0.25,0.30685188697763316,0.05,0.7094304974430498,4.122458062072792,0.0625,0.0011783120571296274,0.014045054236452527,0.0030532875588591096,1.578549749182094,1.5924579617352645,-0.013908212553170651,-0.008810753389544512,0.13818881251607623,0.13947143949772664,-0.0012826269816504088,-0.009281699135385457,-0.013908212553170858
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,aipw,3000,0.0,2,response_bin_2,96,0.25,0.7364537604602511,0.7002766155276616,0.7736610878661089,4.122458062072792,0.0625,0.0011715414009406484,0.000425607273998436,0.0030125195373952667,0.04935914044529718,0.04993777428649674,-0.0005786338411995634,-0.011722931882106824,0.13739916187972123,0.13901236823059135,-0.0016132063508701167,-0.011741020314827821,-0.0005786338411995722
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,aipw,3000,0.0,3,response_bin_3,96,0.25,0.7994591491037761,0.761796838679684,0.837278010227801,4.122458062072792,0.0625,0.0009464544807495245,0.0002398070840319116,0.0027536268599728827,0.031515385139223466,0.031902218160530176,-0.0003868330213067095,-0.01227441833878351,0.1252110053585531,0.1267523543090264,-0.0015413489504733091,-0.012310011776197394,-0.0003868330213067053
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,aipw,3000,0.0,4,highest_response,96,0.25,0.8651139885195517,0.8257717340771734,0.8999232914923292,4.122458062072792,0.0625,0.0010808244271864988,0.00016902539187605564,0.002945511187715359,0.022363569803471182,0.02256173074024416,-0.00019816093677297794,-0.0088608812687061,0.14288030526177395,0.14412991407862105,-0.0012496088168471031,-0.008745843694536237,-0.00019816093677297764
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ctmle,3000,0.0,1,lowest_response,96,0.25,0.30685188697763316,0.05,0.7094304974430498,0.4845783595688615,0.0,0.0,0.0,0.0,1.5774756796260279,1.5774756796260279,0.0,0.0,0.13810197151352768,0.13810197151352768,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ctmle,3000,0.0,2,response_bin_2,96,0.25,0.7364537604602511,0.7002766155276616,0.7736610878661089,0.4845783595688615,0.0,0.0,0.0,0.0,0.04935390995305656,0.04935390995305656,0.0,0.0,0.137383456216183,0.137383456216183,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ctmle,3000,0.0,3,response_bin_3,96,0.25,0.7994591491037761,0.761796838679684,0.837278010227801,0.4845783595688615,0.0,0.0,0.0,0.0,0.03151270787255979,0.03151270787255979,0.0,0.0,0.1252018261638716,0.1252018261638716,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ctmle,3000,0.0,4,highest_response,96,0.25,0.8651139885195517,0.8257717340771734,0.8999232914923292,0.4845783595688615,0.0,0.0,0.0,0.0,0.022358615171678614,0.022358615171678614,0.0,0.0,0.1428550098854285,0.1428550098854285,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,cui_selective_ml,3000,0.0,1,lowest_response,96,0.25,0.30685188697763316,0.05,0.7094304974430498,0.5288721751057329,0.16666666666666666,0.0012304429019471,0.012889365836503046,0.005353974292115481,0.8572393029328579,0.8559097906718325,0.0013295122610254007,0.0015509231278556523,0.07004153642979923,0.0694940750033706,0.0005474614264286276,0.007816239539195857,0.001329512261025514
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,cui_selective_ml,3000,0.0,2,response_bin_2,96,0.25,0.7364537604602511,0.7002766155276616,0.7736610878661089,0.5288721751057329,0.16666666666666666,0.001320854700273968,0.00047248019653080574,0.005286313727450559,0.02447530509038275,0.02397908917150124,0.0004962159188815103,0.020274146412029515,0.06842931642519882,0.06699916133527897,0.0014301550899198517,0.020899742458821424,0.0004962159188815106
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,cui_selective_ml,3000,0.0,3,response_bin_3,96,0.25,0.7994591491037761,0.761796838679684,0.837278010227801,0.5288721751057329,0.16666666666666666,0.001094382098710034,0.0002765227887379547,0.0050042169405613394,0.011919904463477378,0.011828749181890136,9.115528158724212e-05,0.007647316458495257,0.04711929803218657,0.046763784569539106,0.00035551346264746375,0.00754496517339065,9.115528158724207e-05
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,cui_selective_ml,3000,0.0,4,highest_response,96,0.25,0.8651139885195517,0.8257717340771734,0.8999232914923292,0.5288721751057329,0.16666666666666666,0.001313885315037295,0.00020750124317343778,0.005411372438637904,0.010229971776339995,0.010030589005850167,0.00019938277048982787,0.019490060661844888,0.06290424586738785,0.06176973462944351,0.0011345112379443426,0.01803552720965884,0.00019938277048982888
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ma_dr_bc,3000,0.0,1,lowest_response,96,0.25,0.30685188697763316,0.05,0.7094304974430498,4.122458062072792,0.0625,0.0011783120571296274,0.014045054236452527,0.0030532875588591096,1.578549749182094,1.5924579617352645,-0.013908212553170651,-0.008810753389544512,0.13818881251607623,0.13947143949772664,-0.0012826269816504088,-0.009281699135385457,-0.013908212553170858
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ma_dr_bc,3000,0.0,2,response_bin_2,96,0.25,0.7364537604602511,0.7002766155276616,0.7736610878661089,4.122458062072792,0.0625,0.0011715414009406484,0.000425607273998436,0.0030125195373952667,0.04935914044529718,0.04993777428649674,-0.0005786338411995634,-0.011722931882106824,0.13739916187972123,0.13901236823059135,-0.0016132063508701167,-0.011741020314827821,-0.0005786338411995722
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ma_dr_bc,3000,0.0,3,response_bin_3,96,0.25,0.7994591491037761,0.761796838679684,0.837278010227801,4.122458062072792,0.0625,0.0009464544807495245,0.0002398070840319116,0.0027536268599728827,0.031515385139223466,0.031902218160530176,-0.0003868330213067095,-0.01227441833878351,0.1252110053585531,0.1267523543090264,-0.0015413489504733091,-0.012310011776197394,-0.0003868330213067053
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ma_dr_bc,3000,0.0,4,highest_response,96,0.25,0.8651139885195517,0.8257717340771734,0.8999232914923292,4.122458062072792,0.0625,0.0010808244271864988,0.00016902539187605564,0.002945511187715359,0.022363569803471182,0.02256173074024416,-0.00019816093677297794,-0.0088608812687061,0.14288030526177395,0.14412991407862105,-0.0012496088168471031,-0.008745843694536237,-0.00019816093677297764
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,aipw,3000,3.0,1,lowest_response,96,0.25,0.3068427799085696,0.05,0.7096861924686193,4.135657970161832,0.11458333333333333,0.002308324828297938,0.027227967503428416,0.005755831534120868,3.557217855525304,3.559644877985084,-0.002427022459780215,-0.0006822810854867356,0.24212662610511773,0.24367136425665825,-0.00154473815154052,-0.006379877241877052,-0.0024270224597799928
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,aipw,3000,3.0,2,response_bin_2,96,0.25,0.7363294053153573,0.7004300325430033,0.7747861459786146,4.135657970161832,0.11458333333333333,0.0019066289260843017,0.0006884708605725886,0.005150545559981841,0.05014349321945804,0.051038934119595154,-0.000895440900137115,-0.017857569200815826,0.1395869749638848,0.14206762890481525,-0.002480653940930444,-0.017771385486162083,-0.0008954409001371146
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,aipw,3000,3.0,3,response_bin_3,96,0.25,0.7994414202050727,0.764353788935379,0.8369200371920038,4.135657970161832,0.11458333333333333,0.0014951699348815682,0.00037537865994410744,0.004707288398735993,0.031515217556667266,0.032106656246253994,-0.0005914386895867277,-0.018766765246765793,0.12525334858030326,0.12761052884623622,-0.0023571802659329566,-0.018819299385211208,-0.0005914386895867286
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,aipw,3000,3.0,4,highest_response,96,0.25,0.8652102889482928,0.8273570432357044,0.8999232914923292,4.135657970161832,0.11458333333333333,0.0017235766743025625,0.00026796602941652804,0.005009766176093863,0.022043388543411827,0.02243505981300553,-0.0003916712695937047,-0.01776819697309029,0.14070439599479215,0.14322818526900322,-0.002523789274211069,-0.017936818934246146,-0.0003916712695937054
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ctmle,3000,3.0,1,lowest_response,96,0.25,0.3068427799085696,0.05,0.7096861924686193,0.4859343374290144,0.0,0.0,0.0,0.0,3.5326656087018375,3.5326656087018375,0.0,0.0,0.24083843893480503,0.24083843893480503,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ctmle,3000,3.0,2,response_bin_2,96,0.25,0.7363294053153573,0.7004300325430033,0.7747861459786146,0.4859343374290144,0.0,0.0,0.0,0.0,0.05014674787984619,0.05014674787984619,0.0,0.0,0.13959846739281673,0.13959846739281673,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ctmle,3000,3.0,3,response_bin_3,96,0.25,0.7994414202050727,0.764353788935379,0.8369200371920038,0.4859343374290144,0.0,0.0,0.0,0.0,0.03152430120195742,0.03152430120195742,0.0,0.0,0.12528887405615421,0.12528887405615421,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ctmle,3000,3.0,4,highest_response,96,0.25,0.8652102889482928,0.8273570432357044,0.8999232914923292,0.4859343374290144,0.0,0.0,0.0,0.0,0.022034743972083496,0.022034743972083496,0.0,0.0,0.14064512493482684,0.14064512493482684,0.0,0.0,0.0
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,cui_selective_ml,3000,3.0,1,lowest_response,96,0.25,0.3068427799085696,0.05,0.7096861924686193,0.5863923634173465,0.2916666666666667,0.004958046248804059,0.06275267323560792,0.013359271329072124,3.3232462869652295,3.2226956668457247,0.10055062011950477,0.030256746397007817,0.20144006976677706,0.19623054188996183,0.005209527876815223,0.025861428080553694,0.100550620119505
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,cui_selective_ml,3000,3.0,2,response_bin_2,96,0.25,0.7363294053153573,0.7004300325430033,0.7747861459786146,0.5863923634173465,0.2916666666666667,0.003716374086466775,0.0013364664918935445,0.011223755225047751,0.025499711040615314,0.02551354617551306,-1.3835134897745988e-05,-0.0005425604578699339,0.07100921364870269,0.07103758488583888,-2.8371237136184946e-05,-0.0003995430406615874,-1.3835134897746657e-05
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,cui_selective_ml,3000,3.0,3,response_bin_3,96,0.25,0.7994414202050727,0.764353788935379,0.8369200371920038,0.5863923634173465,0.2916666666666667,0.0033183936802609025,0.0008327537757312382,0.01087483227077559,0.012998282051473896,0.013306484903911632,-0.00030820285243773546,-0.02371104513790634,0.0513653233172475,0.05261432979140122,-0.0012490064741537202,-0.02431614158134443,-0.0003082028524377353
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,cui_selective_ml,3000,3.0,4,highest_response,96,0.25,0.8652102889482928,0.8273570432357044,0.8999232914923292,0.5863923634173465,0.2916666666666667,0.003956086959951322,0.0006272402730336099,0.011565467474974134,0.010385187497934382,0.010317802158578507,6.738533935587467e-05,0.006488601132071725,0.06474565578508569,0.06456758573472911,0.0001780700503565824,0.0027503011313633197,6.738533935587555e-05
