dataset,setting,design,method,n,strength,response_bin,response_bin_label,reps,mean_n_share,mean_true_pi,min_true_pi,max_true_pi,mean_rho,path_activation,action_square_contribution,weighted_action_square_contribution,absolute_action_contribution,ref_weighted_residual_square_contribution,selected_weighted_residual_square_contribution,weighted_residual_square_delta,weighted_residual_square_reduction,ref_unweighted_residual_square_contribution,selected_unweighted_residual_square_contribution,unweighted_residual_square_delta,unweighted_residual_square_reduction,mean_rep_weighted_residual_square_delta
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,cui_selective_ml,3000,0.0,3,response_bin_3,96,0.25,0.7996804315073249,0.7635825869610499,0.8363049364715684,0.630381425585144,0.21875,0.002363391648398567,0.0005986215233369389,0.007535525104278602,0.01175150026036987,0.011774737666242716,-2.3237405872846353e-05,-0.0019773990859031088,0.046466157076475945,0.046515715401773704,-4.955832529775911e-05,-0.0010665466743073893,-2.3237405872846018e-05
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,cui_selective_ml,3000,0.0,4,highest_response,96,0.25,0.8646771629753061,0.827048531555926,0.899954176213289,0.630381425585144,0.21875,0.0025532159967284742,0.00040001777334626546,0.007914684950028965,0.01002222533883908,0.00995308357046201,6.914176837706856e-05,0.006898843923327513,0.06301696943239794,0.0626038964656635,0.00041307296673444294,0.006554948142620032,6.914176837706932e-05
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,ma_dr_bc,3000,0.0,1,lowest_response,96,0.25,0.30312721629174477,0.05,0.7104269943761716,4.1915966024293185,0.052083333333333336,0.0007328639125650438,0.008377306489234898,0.0021750441070754255,1.548384265878079,1.555770252263317,-0.007385986385237908,-0.004770124928290542,0.1366169527582495,0.13728593715705387,-0.000668984398804362,-0.004896789053611572,-0.0073859863852379845
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,ma_dr_bc,3000,0.0,2,response_bin_2,96,0.25,0.736955685389618,0.6993834617787962,0.7745802957717143,4.1915966024293185,0.052083333333333336,0.0005935082049490006,0.00021207858159694504,0.001986488526597946,0.047510429262450526,0.047833513334392036,-0.00032308407194150957,-0.006800276843569986,0.13299154999736448,0.1339034309587155,-0.0009118809613510304,-0.006856683461235802,-0.000323084071941507
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,ma_dr_bc,3000,0.0,3,response_bin_3,96,0.25,0.7996804315073249,0.7635825869610499,0.8363049364715684,4.1915966024293185,0.052083333333333336,0.0004944803298962127,0.0001240623000127345,0.0018429367016015023,0.03090553634547327,0.03111954695791827,-0.00021401061244500155,-0.006924669096588731,0.12268435799913967,0.12356081229240351,-0.0008764542932638425,-0.007143977500945864,-0.00021401061244500353
ACIC 2016,"ACIC 2016 A, strength=0",acic2016_semisynth,ma_dr_bc,3000,0.0,4,highest_response,96,0.25,0.8646771629753061,0.827048531555926,0.899954176213289,4.1915966024293185,0.052083333333333336,0.0005654829437004575,8.811163506105891e-05,0.001986991247401142,0.022343143654913675,0.022481236667567805,-0.00013809301265413007,-0.006180554302785524,0.14294579810415478,0.14381798576802535,-0.0008721876638705661,-0.006101527120335959,-0.00013809301265412695
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,aipw,3000,3.0,1,lowest_response,96,0.25,0.30373918046587517,0.05,0.7117558841907936,4.1448576175828515,0.14583333333333334,0.0020025647422164043,0.025634640607870542,0.006099790201625877,3.815923538289613,3.8078344702939524,0.00808906799566067,0.002119819203527995,0.2567017993932778,0.25740686478002717,-0.0007050653867493595,-0.0027466320392603993,0.00808906799566086
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,aipw,3000,3.0,2,response_bin_2,96,0.25,0.7370997515563887,0.7004374088731514,0.7753134763590919,4.1448576175828515,0.14583333333333334,0.001571784161283767,0.0005582289420725223,0.005190616665949177,0.04792344747266328,0.04866797157678617,-0.0007445241041228942,-0.015535695852173292,0.1340094177150678,0.13608005070176446,-0.0020706329866966577,-0.015451399028531432,-0.0007445241041228859
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,aipw,3000,3.0,3,response_bin_3,96,0.25,0.7997525256890926,0.7634451156009165,0.8361216413247241,4.1448576175828515,0.14583333333333334,0.0013410538595275228,0.0003368375909853559,0.004956067958955853,0.030956141412033785,0.031510342944654865,-0.0005542015326210799,-0.017902797549750327,0.12300448899131322,0.12523196699800718,-0.002227478006693956,-0.01810891638963885,-0.0005542015326210828
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,aipw,3000,3.0,4,highest_response,96,0.25,0.8649277344418987,0.827094355342637,0.899954176213289,4.1448576175828515,0.14583333333333334,0.0014404976546059684,0.00022332637349092022,0.005227992608504807,0.02265714808238868,0.022963625148408842,-0.000306477066020161,-0.013526727410957173,0.14455078286774942,0.14647644737869212,-0.0019256645109426984,-0.013321716235217496,-0.0003064770660201619
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ctmle,3000,3.0,1,lowest_response,96,0.25,0.30373918046587517,0.05,0.7117558841907936,0.4823076855945003,0.020833333333333332,0.00016816807496193098,0.0021388811795873225,0.0006883712658911665,3.7797964967631352,3.780631639502119,-0.000835142738983663,-0.00022094912773718,0.25484029288718657,0.25502080904779645,-0.00018051616060987818,-0.0007083501535991577,-0.0008351427389832466
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ctmle,3000,3.0,2,response_bin_2,96,0.25,0.7370997515563887,0.7004374088731514,0.7753134763590919,0.4823076855945003,0.020833333333333332,0.0001777811634881972,6.247813133922543e-05,0.0006465124130160499,0.047915146060345394,0.04796934114740726,-5.41950870618646e-05,-0.0011310637975225912,0.13398492839955561,0.13413230747976468,-0.00014737908020906465,-0.0010999676006062664,-5.419508706185932e-05
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ctmle,3000,3.0,3,response_bin_3,96,0.25,0.7997525256890926,0.7634451156009165,0.8361216413247241,0.4823076855945003,0.020833333333333332,0.00011887103593245227,2.9837662963748436e-05,0.0005929760228657162,0.030967582633826624,0.031027444559438146,-5.986192561152279e-05,-0.0019330512917121734,0.12305106235046852,0.12329504996563832,-0.00024398761516980505,-0.0019828159993848793,-5.986192561152145e-05
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,ctmle,3000,3.0,4,highest_response,96,0.25,0.8649277344418987,0.827094355342637,0.899954176213289,0.4823076855945003,0.020833333333333332,0.00012472731323963355,1.933422637637929e-05,0.0006054384515181381,0.02266380618385481,0.02269967173975274,-3.586555589792789e-05,-0.001582503645106037,0.14458139459867428,0.1448075471835167,-0.00022615258484243173,-0.0015641887081681016,-3.586555589793053e-05
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,cui_selective_ml,3000,3.0,1,lowest_response,96,0.25,0.30373918046587517,0.05,0.7117558841907936,0.6389575754639641,0.23958333333333334,0.008022718862405236,0.09918125306644766,0.013818738595923278,3.4705905023981933,3.4275091593161746,0.04308134308201872,0.012413260236910473,0.2097895988904346,0.20856512598933907,0.0012244729010955357,0.005836671158016005,0.04308134308201874
ACIC 2016,"ACIC 2016 A, strength=3",acic2016_semisynth,cui_selective_ml,3000,3.0,2,response_bin_2,96,0.25,0.7370997515563887,0.7004374088731514,0.7753134763590919,0.6389575754639641,0.23958333333333334,0.006529179710412582,0.0023554479735190966,0.01264167394462283,0.02389455481849243,0.025002500808499927,-0.0011079459900074987,-0.04636813694264941,0.0669248275080052,0.06998289106452875,-0.0030580635565235492,-0.045694007297333084,-0.001107945990007497
