dataset,setting,design,method,n,strength,reps,ref_mse,selected_mse,c2_mse,selected_gain,selected_gain_ci_low,selected_gain_ci_high,c2_gain,path_activation,c2_activation,selected_harm_rate,c2_harm_rate,mean_rho,sd_rho,mean_rho2,mean_p_rmse,mean_abs_kappa,mean_p_floor_share,mean_selected_tau,ref_weighted_residual_square,selected_weighted_residual_square,weighted_residual_square_reduction,weighted_residual_square_delta,ref_unweighted_residual_square,selected_unweighted_residual_square,unweighted_residual_square_reduction,unweighted_residual_square_delta,mean_rep_weighted_residual_square_reduction,mean_rep_unweighted_residual_square_reduction,replay_selected_gamma_match_failures,replay_selected_tau_match_failures,cui_propensity_learners,significance_class
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,cui_selective_ml,3000,0.0,96,0.0008727575597326152,0.0008616630302638576,0.0008616630302638576,0.012712040526072999,0.0006227167000690898,0.031054963871451506,0.012712040526072999,0.19791666666666666,0.19791666666666666,0.08333333333333333,0.08333333333333333,0.6197822940333918,0.8037787613171843,1.0301903891418809,0.1833413665154698,0.26089373318638615,0.0016770833333333334,nan,0.893235785618122,0.8916702875464844,0.0017526145916268998,0.0015654980716376388,0.24197402866938678,0.23934096079903097,0.010881613555120073,0.002633067870355804,0.0022679097115121012,0.011827816864607965,0,0,gradient_boosting:21;logistic_l1:10;random_forest:65,win
ACIC 2016,"ACIC 2016 B, strength=0",acic2016_misaligned,ma_dr_bc,3000,0.0,96,0.010874359301053979,0.010579798731631597,0.010579798731631597,0.027087625235431734,-0.00526541214892694,0.06722527011250466,0.027087625235431734,0.07291666666666667,0.07291666666666667,0.03125,0.03125,4.0986490025370825,0.35237859315856296,16.923094318914632,0.24116234052187333,0.646820008804085,0.1095451388888889,0.05000000000000001,1.6435845613030466,1.6561701196059098,-0.007657384109817311,-0.01258555830286312,0.5331622758268795,0.5384753701802508,-0.00996524809474053,-0.00531309435337135,-0.008354301213333968,-0.009781003017029161,0,0,,crosses_zero
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,aipw,3000,3.0,96,0.005449742876996327,0.005404852874417824,0.005404852874417824,0.008237086334473953,-0.002495738664484104,0.02333309884772258,0.008237086334473953,0.08333333333333333,0.08333333333333333,0.03125,0.03125,4.126011006838144,0.30275616095300006,17.115628121544514,0.2419435711538789,0.6536315835951326,0.10679166666666667,0.05000000000000001,1.9413678182138503,1.9502439111420002,-0.0045720820366315085,-0.008876092928149948,0.5960044452351657,0.5998057690411539,-0.00637801250708514,-0.003801323805988188,-0.004753732675932487,-0.006533151188568717,0,0,,crosses_zero
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ctmle,3000,3.0,96,0.0011959498511479572,0.0011959498511479572,0.0011959498511479572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48275225525886484,0.015864881378221694,0.23330143441866524,0.24669269459841636,0.310851961090226,0.0,0.5,1.9414759912301784,1.9414759912301784,0.0,0.0,0.5959095157312903,0.5959095157312903,0.0,0.0,0.0,0.0,0,0,,crosses_zero
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,cui_selective_ml,3000,3.0,96,0.0012134640717155725,0.00123121543278621,0.00123121543278621,-0.014628666381148792,-0.0386799211115653,0.008646941671263028,-0.014628666381148792,0.4375,0.4375,0.3020833333333333,0.3020833333333333,0.5424981025587148,0.11088614017537257,0.3065999273627982,0.1799564271301499,0.25024107301427684,0.0020243055555555557,nan,1.2492193421518534,1.220297559582691,0.02315188501591947,0.028921782569162335,0.3497592985321663,0.3346416034422102,0.04322313989478044,0.015117695089956085,0.022760987619357704,0.042861129958886364,0,0,gradient_boosting:28;logistic_l1:12;random_forest:56,crosses_zero
ACIC 2016,"ACIC 2016 B, strength=3",acic2016_misaligned,ma_dr_bc,3000,3.0,96,0.009993693751247909,0.010034089729717114,0.010034089729717114,-0.0040421469253209,-0.013257608436956636,0.0025053100413674314,-0.0040421469253209,0.08333333333333333,0.08333333333333333,0.052083333333333336,0.052083333333333336,4.126011006838144,0.30275616095300006,17.115628121544514,0.2419435711538789,0.6536315835951326,0.10679166666666667,0.05000000000000001,1.9413678182138503,1.9502439111420002,-0.0045720820366315085,-0.008876092928149948,0.5960044452351657,0.5998057690411539,-0.00637801250708514,-0.003801323805988188,-0.004753732675932487,-0.006533151188568717,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,aipw,3000,0.0,96,0.004664962367770018,0.004433499543851026,0.004433499543851026,0.04961729713366103,0.006651309637314623,0.1191993323800837,0.04961729713366103,0.0625,0.0625,0.0,0.0,4.122458062072792,0.35258578512831085,17.11897720942351,0.2427924092128304,0.6591172912606488,0.11384375000000001,0.05000000000000001,1.6817878445700856,1.6968596849225357,-0.008961796460303706,-0.015071840352450128,0.5436792850161245,0.5493660761159654,-0.010459826696675112,-0.005686791099840938,-0.008813191644237515,-0.010299587414202388,0,0,,win
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ctmle,3000,0.0,96,0.001049465555739584,0.001049465555739584,0.001049465555739584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4845783595688615,0.014961345489296736,0.23504002842129892,0.24635109773023242,0.31105083383897897,0.0,0.5,1.6807009126233226,1.6807009126233226,0.0,0.0,0.5435422637790108,0.5435422637790108,0.0,0.0,0.0,0.0,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,cui_selective_ml,3000,0.0,96,0.0009343042609014662,0.0009195466079066623,0.0009195466079066623,0.015795339497397642,-0.0014955520960541976,0.03483791456918187,0.015795339497397642,0.16666666666666666,0.16666666666666666,0.052083333333333336,0.052083333333333336,0.5288721751057329,0.12745292840462935,0.29595002655998454,0.17681317827122744,0.247912112988277,0.00475,nan,0.9038644842630581,0.9017482180310741,0.002341353453786277,0.002116266231984021,0.2484943967545725,0.2450267555376322,0.013954605263655662,0.0034676412169402926,0.002249647678342275,0.01462574649821277,0,0,gradient_boosting:17;logistic_l1:17;random_forest:62,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=0",acic2017_semisynth,ma_dr_bc,3000,0.0,96,0.013928517166100947,0.013663070479197579,0.013663070479197579,0.019057785099293234,-0.009271081521218283,0.06265872561904828,0.019057785099293234,0.0625,0.0625,0.03125,0.03125,4.122458062072792,0.35258578512831085,17.11897720942351,0.2427924092128304,0.6591172912606488,0.11384375000000001,0.05000000000000001,1.6817878445700856,1.6968596849225357,-0.008961796460303706,-0.015071840352450128,0.5436792850161245,0.5493660761159654,-0.010459826696675112,-0.005686791099840938,-0.008813191644237515,-0.010299587414202388,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,aipw,3000,3.0,96,0.005073495747493794,0.0049684367378346,0.0049684367378346,0.020707420462723558,-0.005814582813991564,0.060351319906031785,0.020707420462723558,0.11458333333333333,0.11458333333333333,0.052083333333333336,0.052083333333333336,4.135657970161832,0.3243387415007605,17.20886246540138,0.2433199800838914,0.660533794637429,0.11372569444444446,0.05000000000000001,3.6609199548448412,3.6652255281639388,-0.0011760905379534226,-0.004305573319097533,0.647671345644098,0.6565777072767129,-0.01375135968653618,-0.008906361632614934,-0.0016147185817573702,-0.01420730948826885,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ctmle,3000,3.0,96,0.01270774975276461,0.01270774975276461,0.01270774975276461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4859343374290144,0.011926590353977657,0.2362744238500468,0.24646288544533754,0.31105379418510437,0.0,0.5,3.6363714017557243,3.6363714017557243,0.0,0.0,0.6463709053186028,0.6463709053186028,0.0,0.0,0.0,0.0,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,cui_selective_ml,3000,3.0,96,0.011846873433469641,0.011622247902072677,0.011622247902072677,0.018960743748840492,0.0063860600818262895,0.033023224912014856,0.018960743748840492,0.2916666666666667,0.2916666666666667,0.07291666666666667,0.07291666666666667,0.5863923634173465,0.153458841814722,0.36740562000529725,0.16877271195371527,0.245992027946583,0.007583333333333333,nan,3.372129467555253,3.271833500083728,0.02974262063082589,0.1002959674715247,0.3885602625178129,0.384450042301931,0.010578076587781426,0.004110220215881866,0.028068097012833068,0.010961246237687123,0,0,gradient_boosting:37;logistic_l1:16;random_forest:43,win
ACIC 2017,"ACIC 2017 A, strength=3",acic2017_semisynth,ma_dr_bc,3000,3.0,96,0.025150349693341956,0.024851782392892558,0.024851782392892558,0.011871298176360456,-0.007025240902763519,0.03283986186203318,0.011871298176360456,0.11458333333333333,0.11458333333333333,0.03125,0.03125,4.135657970161832,0.3243387415007605,17.20886246540138,0.2433199800838914,0.660533794637429,0.11372569444444446,0.05000000000000001,3.6609199548448412,3.6652255281639388,-0.0011760905379534226,-0.004305573319097533,0.647671345644098,0.6565777072767129,-0.01375135968653618,-0.008906361632614934,-0.0016147185817573702,-0.01420730948826885,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 B, strength=0",acic2017_misaligned,aipw,3000,0.0,96,0.004611308330142908,0.0046329806232791385,0.0046329806232791385,-0.004699814366036614,-0.022167816159669163,0.006464734756554258,-0.004699814366036614,0.08333333333333333,0.08333333333333333,0.020833333333333332,0.020833333333333332,4.127829720692129,0.29102516046149457,17.1236738470509,0.24294284029924154,0.6631041979913149,0.11437847222222224,0.05000000000000001,1.6357805311751956,1.6485546606149446,-0.007809195180096484,-0.012774129439748982,0.5408130052177693,0.5447913872819133,-0.0073562988052442435,-0.003978382064144026,-0.007677075804344458,-0.007251104745100855,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 B, strength=0",acic2017_misaligned,ctmle,3000,0.0,96,0.001104223530579829,0.001104223530579829,0.001104223530579829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4833906632508147,0.014486311089842524,0.23387638652705423,0.24634302064332625,0.31140410641298133,0.0,0.5,1.6383449551098987,1.6383449551098987,0.0,0.0,0.5408770038754925,0.5408770038754925,0.0,0.0,0.0,0.0,0,0,,crosses_zero
ACIC 2017,"ACIC 2017 B, strength=0",acic2017_misaligned,cui_selective_ml,3000,0.0,96,0.0010566194219874664,0.0010795449732209485,0.0010795449732209485,-0.02169707536736354,-0.06237873454271277,0.007259917580790855,-0.02169707536736354,0.14583333333333334,0.14583333333333334,0.08333333333333333,0.08333333333333333,0.5096770615957084,0.1125895802637435,0.2724471207008014,0.1754165303730344,0.24193706582677454,0.0041736111111111114,nan,0.894088527076443,0.9080718015608197,-0.015639697928011786,-0.01398327448437664,0.24486073685031262,0.24647270706856894,-0.006583212314850373,-0.00161197021825632,-0.02385314332042296,-0.007350506978315072,0,0,gradient_boosting:17;logistic_l1:8;random_forest:71,crosses_zero
