dataset,setting,design,method,n,strength,reps,ref_mse,selected_mse,c2_mse,selected_gain,selected_gain_ci_low,selected_gain_ci_high,c2_gain,path_activation,c2_activation,selected_harm_rate,c2_harm_rate,mean_rho,sd_rho,mean_rho2,mean_p_rmse,mean_abs_kappa,mean_p_floor_share,mean_selected_tau,ref_weighted_residual_square,selected_weighted_residual_square,weighted_residual_square_reduction,weighted_residual_square_delta,ref_unweighted_residual_square,selected_unweighted_residual_square,unweighted_residual_square_reduction,unweighted_residual_square_delta,mean_rep_weighted_residual_square_reduction,mean_rep_unweighted_residual_square_reduction,replay_selected_gamma_match_failures,replay_selected_tau_match_failures,cui_propensity_learners,significance_class
Kang-Schafer,"KS CC, n=1000",kang_schafer_cc,ctmle,1000,0.0,96,2.2491671562509254,1.5648901808170141,1.5648901808170141,0.30423571388731896,0.16457778966470626,0.4197231967184304,0.30423571388731896,1.0,1.0,0.3020833333333333,0.3020833333333333,0.3586070893436832,0.024812284544399477,0.1292146939918606,0.2474016548924056,0.3263362639158038,0.0,0.5,635.3403011650674,409.24443280968444,0.35586577451607493,226.095868355383,125.74606075880654,89.95533780536458,0.28462699139412506,35.79072295344196,0.3453837701926064,0.28340762501413613,0,0,,win
Kang-Schafer,"KS CC, n=1000",kang_schafer_cc,cui_selective_ml,1000,0.0,96,1.4742298667397955,1.4750906476821897,1.4750906476821897,-0.0005838851605264317,-0.0019304238317773502,0.0004046429695367363,-0.0005838851605264317,0.11458333333333333,0.11458333333333333,0.0625,0.0625,0.20462238816908637,0.13516787344551284,0.06014067575180244,0.0732736848293928,0.15472840319805356,0.0036354166666666666,nan,0.09022463014203674,0.1047458429659967,-0.16094510779484317,-0.014521212823959961,0.03001358775645283,0.0346595339881752,-0.15479476393899327,-0.004645946231722372,-0.1606495608127013,-0.18146389988471323,0,0,gradient_boosting:11;logistic_l1:47;random_forest:38,crosses_zero
Kang-Schafer,"KS CC, n=1000",kang_schafer_cc,ma_dr_bc,1000,0.0,96,9.189124984422325,4.863870336034386,4.863870336034386,0.4706927651675473,0.35241238609883857,0.575260961764298,0.4706927651675473,0.9791666666666666,0.9791666666666666,0.3020833333333333,0.3020833333333333,2.502811844367001,0.2822949669999215,6.343757576697236,0.2609569748207383,1.3021468580255675,0.1570625,0.05000000000000001,608.5099360364206,453.9452302858929,0.254005229162399,154.56470575052776,124.25376796714228,99.40234545683614,0.20000538347358499,24.851422510306136,0.24698572384954184,0.19902018072936212,0,0,,win
Kang-Schafer,"KS CC, n=200",kang_schafer_cc,aipw,200,0.0,96,63.369561234217805,47.4455600674958,47.4455600674958,0.2512878558187569,0.08513623467741845,0.3955849212884329,0.2512878558187569,0.5520833333333334,0.5520833333333334,0.20833333333333334,0.20833333333333334,3.3246490564325604,0.867236005766773,11.80538963813622,0.29084220383144477,1.5891309805278098,0.1825520833333333,0.05000000000000001,1187.3918072083168,1075.491024100213,0.09424082466190686,111.90078310810372,322.7538047912473,305.111427656836,0.05466202682202981,17.642377134411333,0.07373140416306136,0.050516303232368075,0,0,,win
Kang-Schafer,"KS CC, n=200",kang_schafer_cc,ctmle,200,0.0,96,11.779932776757391,10.247084526270397,10.247084526270397,0.1301236840257194,0.05554103735043205,0.19498557465072686,0.1301236840257194,0.9375,0.9375,0.3958333333333333,0.3958333333333333,0.40474321685874415,0.06938504564469376,0.16863135615228061,0.26408886529189807,0.3382979713436854,0.0,0.5,1204.3574545785852,993.4905525011226,0.17508664165760224,210.86690207746267,322.8230473161438,263.8258723566832,0.18275391255347417,58.99717495946061,0.17950258777009165,0.1811996869539404,0,0,,win
Kang-Schafer,"KS CC, n=200",kang_schafer_cc,cui_selective_ml,200,0.0,96,7.024340927169317,7.023633227224245,7.023633227224245,0.00010074965785533685,-0.0006001699023111207,0.0007773877462218914,0.00010074965785533685,0.0625,0.0625,0.03125,0.03125,0.3636241837503043,0.17095492984259705,0.16144813504556235,0.12267324480411733,0.23821970231268072,0.0028645833333333336,nan,0.35233904943635164,0.37789268360461764,-0.07252569424009336,-0.025553634168266004,0.12743711994934548,0.1421636064367565,-0.1155588457528276,-0.014726486487411011,-0.09419061951623513,-0.135790531536131,0,0,gradient_boosting:45;logistic_l1:38;random_forest:13,crosses_zero
Kang-Schafer,"KS CC, n=200",kang_schafer_cc,ma_dr_bc,200,0.0,96,42.294433725747574,35.40203786564011,35.40203786564011,0.1629622447436051,0.024693386547680107,0.3004006839738872,0.1629622447436051,0.5520833333333334,0.5520833333333334,0.21875,0.21875,3.3246490564325604,0.867236005766773,11.80538963813622,0.29084220383144477,1.5891309805278098,0.1825520833333333,0.05000000000000001,1187.3918072083168,1075.491024100213,0.09424082466190686,111.90078310810372,322.7538047912473,305.111427656836,0.05466202682202981,17.642377134411333,0.07373140416306136,0.050516303232368075,0,0,,win
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,aipw,1000,0.0,96,5.2359938472514065,3.8308533225717505,3.8308533225717505,0.2683617600920737,0.059480545774903595,0.4192418262754622,0.2683617600920737,0.9895833333333334,0.9895833333333334,0.3854166666666667,0.3854166666666667,2.5692660171953667,0.3364033215396203,6.7142950618578325,0.26254514823766223,1.298027949226442,0.152375,0.05000000000000001,648.4687452061643,473.11101929562125,0.2704181615642747,175.35772591054302,123.65567660927003,97.58275329569585,0.21085100197995754,26.07292331357418,0.2613382415049295,0.20893463938941167,0,0,,win
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,ctmle,1000,0.0,96,2.295267660032624,1.6999245331258628,1.6999245331258628,0.25937851923478905,0.09062939791599743,0.3947053153209916,0.25937851923478905,1.0,1.0,0.3020833333333333,0.3020833333333333,0.3641678991821001,0.026737420531259156,0.13333314845136965,0.24786744774348912,0.3283585327265283,0.0,0.5,676.3226274382312,435.06364384355743,0.35672173871886026,241.25898359467374,124.9891560733138,89.16643689404519,0.2866066169632858,35.8227191792686,0.3575613238051923,0.28500751827393506,0,0,,win
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,cui_selective_ml,1000,0.0,96,1.152820377008805,1.1531628076534812,1.1531628076534812,-0.0002970372934980592,-0.0010228518996737378,1.7622168876491037e-05,-0.0002970372934980592,0.041666666666666664,0.041666666666666664,0.03125,0.03125,0.6453086351292502,1.3731851798461892,2.3020607727215867,0.10998825419981094,0.3449857154786639,0.00646875,nan,0.08396000827165007,0.08452820898034612,-0.00676751611145221,-0.0005682007086960511,0.0263170627332374,0.027200393346137653,-0.03356493928878468,-0.000883330612900253,-0.01684432206204121,-0.033455401278296486,0,0,gradient_boosting:31;logistic_l1:20;random_forest:45,crosses_zero
Kang-Schafer,"KS CI, n=1000",kang_schafer_ci,ma_dr_bc,1000,0.0,96,8.146047687976287,3.8552241637956755,3.8552241637956755,0.5267368530770995,0.43178285926717225,0.6130479187210348,0.5267368530770995,0.9895833333333334,0.9895833333333334,0.23958333333333334,0.23958333333333334,2.5692660171953667,0.3364033215396203,6.7142950618578325,0.26254514823766223,1.298027949226442,0.152375,0.05000000000000001,648.4687452061643,473.11101929562125,0.2704181615642747,175.35772591054302,123.65567660927003,97.58275329569585,0.21085100197995754,26.07292331357418,0.2613382415049295,0.20893463938941167,0,0,,win
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,aipw,200,0.0,96,67.22197169076972,48.72942676385835,48.72942676385835,0.2750967349184521,0.13441959288201075,0.40123411364717054,0.2750967349184521,0.7291666666666666,0.7291666666666666,0.2708333333333333,0.2708333333333333,3.3506212586853423,0.7432799842943981,11.77912795420683,0.29785053725161387,1.6621269077126015,0.19010416666666666,0.05000000000000001,1262.632506210859,1128.6317434366654,0.10612807932240542,134.00076277419362,319.4482111109489,290.26798845703087,0.0913457068751069,29.18022265391801,0.10744172057161407,0.09060911969898965,0,0,,win
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,ctmle,200,0.0,96,11.626606921969852,10.502987542627741,10.502987542627741,0.0966420716622749,0.033820527127055904,0.15651625661127036,0.0966420716622749,0.9270833333333334,0.9270833333333334,0.34375,0.34375,0.3993109979082908,0.05437096021403065,0.16240547436511069,0.26748230413830115,0.3419634102206828,0.0,0.5,1278.2112565824275,1084.5829266118228,0.15148382473826094,193.62832997060468,320.03629892829935,262.3862086757229,0.18013609845392042,57.65009025257643,0.16958067920638664,0.1801227654791877,0,0,,win
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,cui_selective_ml,200,0.0,96,6.714687026739206,6.709095484821916,6.709095484821916,0.000832733066339908,-0.0011746085378726678,0.0035741409249089606,0.000832733066339908,0.0625,0.0625,0.03125,0.03125,1.153761783113335,3.888208490811745,16.44933152019341,0.14011272409880834,0.5411629651931519,0.007604166666666666,nan,0.37735046893460744,0.4023066030191335,-0.06613516118049612,-0.02495613408452607,0.12804452973295605,0.13576332825934675,-0.060282142021128804,-0.007718798526390708,-0.09742755166999767,-0.07958912172608999,0,0,gradient_boosting:55;logistic_l1:37;random_forest:4,crosses_zero
Kang-Schafer,"KS CI, n=200",kang_schafer_ci,ma_dr_bc,200,0.0,96,52.81711867081916,45.76447499321332,45.76447499321332,0.13352950435560862,-0.04459187362598513,0.2778217084887836,0.13352950435560862,0.7291666666666666,0.7291666666666666,0.3645833333333333,0.3645833333333333,3.3506212586853423,0.7432799842943981,11.77912795420683,0.29785053725161387,1.6621269077126015,0.19010416666666666,0.05000000000000001,1262.632506210859,1128.6317434366654,0.10612807932240542,134.00076277419362,319.4482111109489,290.26798845703087,0.0913457068751069,29.18022265391801,0.10744172057161407,0.09060911969898965,0,0,,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,aipw,1000,0.0,96,8.088473967839082,7.069389657146561,7.069389657146561,0.12599216054159834,0.0630438727173086,0.19041960137322572,0.12599216054159834,0.5625,0.5625,0.16666666666666666,0.16666666666666666,2.5448946817813245,0.344744325752504,6.595337591497418,0.2629519128532691,1.2959388584224456,0.155375,0.05000000000000001,566.189967601691,506.0155827160382,0.1062794968631181,60.17438488565284,124.27220702631278,119.28114220352977,0.04016235763581666,4.9910648227830166,0.10385976997381348,0.040170312091203565,0,0,,win
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ctmle,1000,0.0,96,2.490654492839187,2.135888340969322,2.135888340969322,0.14243892635042044,0.08869157670076376,0.20473446080123667,0.14243892635042044,0.8333333333333334,0.8333333333333334,0.19791666666666666,0.19791666666666666,0.36248692191217896,0.027984357133332066,0.13217989280153203,0.24903661475736918,0.3281302451702694,0.0,0.5,562.2875616276716,469.9958361402225,0.16413616765821626,92.29172548744913,123.90730126473751,112.41713796796547,0.09273193088293008,11.490163296772039,0.15901667372414932,0.0915126874916713,0,0,,win
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,cui_selective_ml,1000,0.0,96,1.9655241573241888,1.786736580124311,1.786736580124311,0.09096178061900517,-0.08661163548193296,0.25856936123791974,0.09096178061900517,1.0,1.0,0.4791666666666667,0.4791666666666667,0.23531403680563379,0.14665741164264137,0.07688109230748234,0.08165157511113848,0.17551488355495512,0.003947916666666666,nan,1548.0499420767553,773.3485482240394,0.5004369515452654,774.7013938527159,278.7101903587016,120.78161396024204,0.5666408400611567,157.92857639845954,0.5160755542241836,0.5326456704134168,0,0,gradient_boosting:20;logistic_l1:39;random_forest:37,crosses_zero
Kang-Schafer,"KS IC, n=1000",kang_schafer_ic,ma_dr_bc,1000,0.0,96,6.754258461676801,5.9108851844725825,5.9108851844725825,0.12486541372224069,0.06251193176079577,0.19094378131995318,0.12486541372224069,0.5625,0.5625,0.21875,0.21875,2.5448946817813245,0.344744325752504,6.595337591497418,0.2629519128532691,1.2959388584224456,0.155375,0.05000000000000001,566.189967601691,506.0155827160382,0.1062794968631181,60.17438488565284,124.27220702631278,119.28114220352977,0.04016235763581666,4.9910648227830166,0.10385976997381348,0.040170312091203565,0,0,,win
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,aipw,200,0.0,96,95.82779207609771,71.78334839938472,71.78334839938472,0.25091305096144845,0.13078028540416828,0.35182549780848626,0.25091305096144845,0.3958333333333333,0.3958333333333333,0.08333333333333333,0.08333333333333333,3.393717463578161,1.213307708368451,12.989433817781688,0.2933191749034345,1.6080862569503032,0.18822916666666667,0.05000000000000001,1422.353148074846,1315.7888369317477,0.07492113423964586,106.5643111430984,349.5078777925091,347.5612450701122,0.005569639044166408,1.9466327223968847,0.05924065500074357,0.0037154186601224236,0,0,,win
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ctmle,200,0.0,96,16.769315199014674,16.24875672310652,16.24875672310652,0.031042321629134895,0.0008960385962703127,0.06882539494983175,0.031042321629134895,0.40625,0.40625,0.17708333333333334,0.17708333333333334,0.4011281418005515,0.0635760322480154,0.16494569802076406,0.2676033919113528,0.3437924034167845,0.0,0.5,1375.3088765894756,1304.2437186974614,0.051672143691999795,71.06515789201421,343.214566134646,332.46330458285485,0.031325190165656824,10.751261551791174,0.04763663363952717,0.029484470906363542,0,0,,win
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,cui_selective_ml,200,0.0,96,13.740434567186446,11.585674092373518,11.585674092373518,0.1568189466116825,0.00022987522307396933,0.3096076170744869,0.1568189466116825,0.8125,0.8125,0.3541666666666667,0.3541666666666667,0.36870379158581207,0.16647839293820918,0.16365754124504273,0.12138282474947865,0.24758663571867046,0.004791666666666667,nan,2288.33872729888,1740.8623451777664,0.23924621630091725,547.4763821211134,464.1209224706494,305.9958991531004,0.3406978993228832,158.125023317549,0.18429582900743147,0.2593918813194208,0,0,gradient_boosting:34;logistic_l1:45;random_forest:17,win
Kang-Schafer,"KS IC, n=200",kang_schafer_ic,ma_dr_bc,200,0.0,96,55.62916728409558,56.078330782425354,56.078330782425354,-0.008074244506230288,-0.13469566587960818,0.09453395622476445,-0.008074244506230288,0.3958333333333333,0.3958333333333333,0.17708333333333334,0.17708333333333334,3.393717463578161,1.213307708368451,12.989433817781688,0.2933191749034345,1.6080862569503032,0.18822916666666667,0.05000000000000001,1422.353148074846,1315.7888369317477,0.07492113423964586,106.5643111430984,349.5078777925091,347.5612450701122,0.005569639044166408,1.9466327223968847,0.05924065500074357,0.0037154186601224236,0,0,,crosses_zero
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,aipw,1000,0.0,96,4.91005200034859,4.210475951783095,4.210475951783095,0.14247833801267862,0.04916689754393806,0.22016771176747887,0.14247833801267862,0.6458333333333334,0.6458333333333334,0.3020833333333333,0.3020833333333333,2.5601322845301135,0.4109489760681459,6.723156375224836,0.2602696364476513,1.2758311908424846,0.15117708333333332,0.05000000000000001,573.9092919728728,517.7565991830664,0.09784245276248382,56.15269278980634,123.77684526237563,118.68147938730243,0.04116574359503433,5.095365875073199,0.09170024198246161,0.039853754017244274,0,0,,win
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ctmle,1000,0.0,96,2.7984143231702916,2.34268502065744,2.34268502065744,0.16285269080404108,0.11282277998247905,0.21378459887434764,0.16285269080404108,0.8645833333333334,0.8645833333333334,0.20833333333333334,0.20833333333333334,0.3649013653160887,0.02748471275978696,0.13390841584503363,0.2469420989972491,0.3273063292525842,0.0,0.5,576.8027882959002,492.24180196336675,0.1466029430654444,84.56098633253345,123.99444715654575,112.66256390165815,0.09139024782763738,11.3318832548876,0.14879558752789854,0.09042774475969834,0,0,,win
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,cui_selective_ml,1000,0.0,96,2.8387877535062156,1.752943660412367,1.752943660412367,0.3825027396827084,0.2565039537649788,0.48469294305275906,0.3825027396827084,0.96875,0.96875,0.2604166666666667,0.2604166666666667,1.2146049441597377,8.159097872276154,68.04614325975858,0.10768462101509137,0.44487581413133986,0.00353125,nan,1269.0492836693236,578.9624577353793,0.543782526663291,690.0868259339443,237.4637444659431,125.27705090291964,0.4724371453643662,112.18669356302347,0.5424113635596702,0.4472045332185795,0,0,gradient_boosting:22;logistic_l1:8;random_forest:66,win
Kang-Schafer,"KS II, n=1000",kang_schafer_ii,ma_dr_bc,1000,0.0,96,6.287308564468731,5.296709120188381,5.296709120188381,0.15755540453008676,0.08785090918886103,0.22129664843103192,0.15755540453008676,0.6458333333333334,0.6458333333333334,0.21875,0.21875,2.5601322845301135,0.4109489760681459,6.723156375224836,0.2602696364476513,1.2758311908424846,0.15117708333333332,0.05000000000000001,573.9092919728728,517.7565991830664,0.09784245276248382,56.15269278980634,123.77684526237563,118.68147938730243,0.04116574359503433,5.095365875073199,0.09170024198246161,0.039853754017244274,0,0,,win
Kang-Schafer,"KS II, n=200",kang_schafer_ii,aipw,200,0.0,96,65.99825530933059,48.50270506138003,48.50270506138003,0.2650911022715642,0.0905567000877471,0.4359756665673151,0.2650911022715642,0.2916666666666667,0.2916666666666667,0.10416666666666667,0.10416666666666667,3.5434839457842133,0.8749446516317649,13.321806617449488,0.29733195536234597,1.683017006116416,0.19385416666666666,0.05000000000000001,1536.0206217557052,1470.636042991215,0.042567513637775445,65.38457876449024,353.1083361512239,354.99125507758043,-0.005332411426135719,-1.882918926356524,0.036669670249192064,-0.0026542103940200776,0,0,,win
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ctmle,200,0.0,96,15.273995160841482,14.243447498508838,14.243447498508838,0.0674707338506102,0.029286278396410247,0.11276331943578966,0.0674707338506102,0.3854166666666667,0.3854166666666667,0.10416666666666667,0.10416666666666667,0.4061849636330348,0.06714469485028739,0.16949463472810802,0.26679375893608354,0.34259688949837114,0.0,0.5,1519.8879215859806,1447.6773855172942,0.04751043484399553,72.21053606868645,349.3952393023051,338.3648203129565,0.03157003229744859,11.030418989348561,0.05154207999275762,0.031698151418464444,0,0,,win
Kang-Schafer,"KS II, n=200",kang_schafer_ii,cui_selective_ml,200,0.0,96,16.55811046044288,11.187067496665327,11.187067496665327,0.3243753553045142,0.19801761771560503,0.4369777196216292,0.3243753553045142,0.8020833333333334,0.8020833333333334,0.2604166666666667,0.2604166666666667,1.6764013937001054,8.992561156964971,83.67647779455484,0.14327837773727695,0.8507799629736364,0.0071354166666666675,nan,2747.8662226492156,2051.7924878036224,0.2533142731288094,696.0737348455932,503.6198040383463,311.11386165911824,0.38224458378243276,192.50594237922803,0.2252145299345409,0.2846343660901311,0,0,gradient_boosting:57;logistic_l1:26;random_forest:13,win
Kang-Schafer,"KS II, n=200",kang_schafer_ii,ma_dr_bc,200,0.0,96,70.51520486415582,61.84318968590395,61.84318968590395,0.12298078400194812,-0.004417590420829863,0.2527034271670178,0.12298078400194812,0.2916666666666667,0.2916666666666667,0.125,0.125,3.5434839457842133,0.8749446516317649,13.321806617449488,0.29733195536234597,1.683017006116416,0.19385416666666666,0.05000000000000001,1536.0206217557052,1470.636042991215,0.042567513637775445,65.38457876449024,353.1083361512239,354.99125507758043,-0.005332411426135719,-1.882918926356524,0.036669670249192064,-0.0026542103940200776,0,0,,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,aipw,3000,0.0,96,0.003133268637873719,0.0031340218314628385,0.0031340218314628385,-0.00024038589606245608,-0.0008421729157949642,0.0,-0.00024038589606245608,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,1.7339477388840754,0.2482447682063765,3.0682002261230354,0.17693876677820788,0.27966385294986257,0.1679236111111111,0.05000000000000001,3.7105029971931742,3.7162341237712986,-0.001544568642704247,-0.005731126578124357,0.775814091384034,0.7766114036267666,-0.0010277104419567085,-0.0007973122427326063,-0.0016470676586475413,-0.001102762870606883,0,0,,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ctmle,3000,0.0,96,0.0012150519937083276,0.0012150519937083276,0.0012150519937083276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41272080004622985,0.015848622222793814,0.17058963761716087,0.25093753492736093,0.3298786872442452,0.0,0.5,3.7113556782149058,3.7113556782149058,0.0,0.0,0.7755330406552798,0.7755330406552798,0.0,0.0,0.0,0.0,0,0,,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,cui_selective_ml,3000,0.0,96,0.0013211384058233952,0.0012933451882694228,0.0012933451882694228,0.02103732465233299,-0.10931777423200187,0.12397695996484727,0.02103732465233299,0.5104166666666666,0.5104166666666666,0.2604166666666667,0.2604166666666667,0.5426177772612121,0.5083600367804255,0.5528639791952941,0.16636733622724562,0.2915349035663661,0.008447916666666666,nan,2.104579900490523,2.223916698453031,-0.05670338195983615,-0.11933679796250818,0.5710136254033786,0.549359544305978,0.037922179321209115,0.021654081097400635,-0.05933526586081303,0.033085626300581025,0,0,gradient_boosting:14;logistic_l1:2;random_forest:80,crosses_zero
Twins,"Twins A, strength=0",twins_semisynth,ma_dr_bc,3000,0.0,96,0.014122727655190221,0.014099880864377025,0.014099880864377025,0.0016177321669726963,0.0,0.005841567314070639,0.0016177321669726963,0.010416666666666666,0.010416666666666666,0.0,0.0,1.7339477388840754,0.2482447682063765,3.0682002261230354,0.17693876677820788,0.27966385294986257,0.1679236111111111,0.05000000000000001,3.7105029971931742,3.7162341237712986,-0.001544568642704247,-0.005731126578124357,0.775814091384034,0.7766114036267666,-0.0010277104419567085,-0.0007973122427326063,-0.0016470676586475413,-0.001102762870606883,0,0,,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,aipw,3000,3.0,96,0.003388276781552851,0.0033915125095452868,0.0033915125095452868,-0.0009549774711594683,-0.0036359445620212927,0.0002301187718475705,-0.0009549774711594683,0.020833333333333332,0.020833333333333332,0.010416666666666666,0.010416666666666666,1.7516712845563267,0.25875124766568997,3.1353044973077626,0.17643435322114376,0.278201394518444,0.16921180555555557,0.05000000000000001,5.41870522264881,5.424262212576717,-0.001025519879671588,-0.005556989927907097,0.8686516411497801,0.8710839170167827,-0.0028000590245627066,-0.0024322758670025646,-0.0010487198191080419,-0.0027415176161457977,0,0,,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,ctmle,3000,3.0,96,0.009952822813752723,0.009952822813752723,0.009952822813752723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41235064245229297,0.01570340757543449,0.17027964934029896,0.2511229941119826,0.3302904015789862,0.0,0.5,5.3455632934420185,5.3455632934420185,0.0,0.0,0.8648889045201228,0.8648889045201228,0.0,0.0,0.0,0.0,0,0,,crosses_zero
Twins,"Twins A, strength=3",twins_semisynth,cui_selective_ml,3000,3.0,96,0.026378131123409424,0.021397679671159103,0.021397679671159103,0.18880986787689402,0.12077984217692385,0.2740937704247911,0.18880986787689402,0.625,0.625,0.010416666666666666,0.010416666666666666,2.3133523582719255,9.562527046487784,96.79352264833267,0.166881385559519,0.4789195819397234,0.01029861111111111,nan,5.427509965446396,4.942902746120144,0.08928720949596547,0.4846072193262527,0.7228058470169674,0.6827143260883992,0.05546651440912742,0.04009152092856816,0.08667778538165404,0.05514305794095664,0,0,gradient_boosting:16;logistic_l1:8;random_forest:72,win
Twins,"Twins A, strength=3",twins_semisynth,ma_dr_bc,3000,3.0,96,0.024592198128190704,0.02447748299234889,0.02447748299234889,0.004664696309123917,0.0,0.013226226807401757,0.004664696309123917,0.020833333333333332,0.020833333333333332,0.0,0.0,1.7516712845563267,0.25875124766568997,3.1353044973077626,0.17643435322114376,0.278201394518444,0.16921180555555557,0.05000000000000001,5.41870522264881,5.424262212576717,-0.001025519879671588,-0.005556989927907097,0.8686516411497801,0.8710839170167827,-0.0028000590245627066,-0.0024322758670025646,-0.0010487198191080419,-0.0027415176161457977,0,0,,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,aipw,3000,0.0,96,0.004458480398608706,0.004406594606931249,0.004406594606931249,0.011637550698585186,-0.0029919564536661615,0.03673055252975485,0.011637550698585186,0.03125,0.03125,0.010416666666666666,0.010416666666666666,1.7917371791719214,0.25863892771191166,3.2772162141549224,0.17728058285883172,0.2824068776802747,0.16803472222222224,0.05000000000000001,3.7018763266253027,3.7241296126876064,-0.006011353189259605,-0.0222532860623037,0.7752078556450447,0.77946470999582,-0.005491242535504481,-0.004256854350775274,-0.005965438196219655,-0.0054108780795962125,0,0,,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ctmle,3000,0.0,96,0.001806231762733232,0.001806231762733232,0.001806231762733232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4158404619746214,0.014658053347432472,0.1731381483432027,0.25135992590768924,0.3309875832707541,0.0,0.5,3.711175561202903,3.711175561202903,0.0,0.0,0.7754838766344077,0.7754838766344077,0.0,0.0,0.0,0.0,0,0,,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,cui_selective_ml,3000,0.0,96,0.0020080190809109917,0.0019597000803546092,0.0019597000803546092,0.02406301863150684,-0.13873539204510854,0.15354356227624025,0.02406301863150684,0.5208333333333334,0.5208333333333334,0.2916666666666667,0.2916666666666667,0.5197459100933989,0.38213557119745883,0.41616340583322353,0.16391440943377267,0.2764791418107216,0.009729166666666667,nan,2.0783123129273604,2.230728581772142,-0.07333655673246686,-0.15241626884478165,0.566004233795535,0.5504126312562446,0.027546794897161053,0.015591602539290372,-0.07632379993879164,0.025970739504246203,0,0,gradient_boosting:17;logistic_l1:1;random_forest:78,crosses_zero
Twins,"Twins B, strength=0",twins_misaligned,ma_dr_bc,3000,0.0,96,0.01909365437082796,0.019080749237208313,0.019080749237208313,0.0006758859969395736,-0.0013791162896448993,0.0036674386436625723,0.0006758859969395736,0.03125,0.03125,0.010416666666666666,0.010416666666666666,1.7917371791719214,0.25863892771191166,3.2772162141549224,0.17728058285883172,0.2824068776802747,0.16803472222222224,0.05000000000000001,3.7018763266253027,3.7241296126876064,-0.006011353189259605,-0.0222532860623037,0.7752078556450447,0.77946470999582,-0.005491242535504481,-0.004256854350775274,-0.005965438196219655,-0.0054108780795962125,0,0,,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,aipw,3000,3.0,96,0.00358987259699936,0.003587484846149872,0.003587484846149872,0.0006651352617593753,-0.0029174440937866364,0.004439584064518806,0.0006651352617593753,0.03125,0.03125,0.010416666666666666,0.010416666666666666,1.7031833480980765,0.2696297670292519,2.9735337285068226,0.1760971339055957,0.2759525171405243,0.16993055555555556,0.05000000000000001,3.7919285966796146,3.814329917396561,-0.005907632526773288,-0.022401320716946227,0.8088695329778388,0.8132397158229775,-0.005402827856613612,-0.0043701828451386815,-0.006063115344125613,-0.005138553061857422,0,0,,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,ctmle,3000,3.0,96,0.001488578823805535,0.001488578823805535,0.001488578823805535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4130214544649886,0.014320226598842184,0.17079179073821682,0.25104498147916626,0.3302446589607006,0.0,0.5,3.8021746640690623,3.8021746640690623,0.0,0.0,0.8091921926324601,0.8091921926324601,0.0,0.0,0.0,0.0,0,0,,crosses_zero
Twins,"Twins B, strength=3",twins_misaligned,cui_selective_ml,3000,3.0,96,0.001203661856090222,0.0011570320422879495,0.0011570320422879495,0.03873996136567548,-0.07797777836385478,0.15026334588747406,0.03873996136567548,0.6145833333333334,0.6145833333333334,0.3333333333333333,0.3333333333333333,0.5093629264478045,0.5699953716411074,0.5843453145317555,0.16366681826791665,0.27434248522567756,0.01001388888888889,nan,2.392706102666456,2.467679007122777,-0.03133393790937,-0.07497290445632121,0.6312505496031182,0.599992813801845,0.04951716211720636,0.03125773580127322,-0.03563599861117527,0.048612919664973775,0,0,gradient_boosting:17;logistic_l1:2;random_forest:77,crosses_zero
