block,panel,dataset,method,method_label,design,n,strength,native_cell,c,reps,relative_mse_reduction,ci_lo,ci_hi,activation,harm,gross_harm_mse,gross_benefit_mse
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_aligned,3000,8,"aligned, s=8",5,96,0.01024936291126155,0,0.032280302664027788,0.010416666666666666,0,0,0.010249362911261462
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_aligned,3000,8,"aligned, s=8",6,96,0.0081752559830905458,0,0.025491579565174127,0.010416666666666666,0,0,0.0081752559830906325
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_aligned,3000,8,"aligned, s=8",8,96,0.0037005247319670254,0,0.011748927795231168,0.010416666666666666,0,0,0.0037005247319670813
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",0,96,-0.016448447011454315,-0.036796909092261229,-0.0024403672881670676,0.083333333333333329,0.072916666666666671,0.016510840195405264,6.239318395107327e-05
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",1,96,-0.00093432154612038687,-0.0033703773783291535,0,0.010416666666666666,0.010416666666666666,0.00093432154612036876,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,3,"disjoint, s=3",8,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",0,96,-0.0009749387909123719,-0.024795320107634283,0.021177876394381612,0.083333333333333329,0.052083333333333336,0.0128013059444738,0.011826367153561538
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",1,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,5,"disjoint, s=5",8,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",0,96,0.0011150177595172783,-0.0048787296513906619,0.0075305979928007964,0.09375,0.052083333333333336,0.0029474032301235798,0.0040624209896407831
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",1,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_disjoint,3000,8,"disjoint, s=8",8,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",0,96,-0.0037461800224962705,-0.02233541455260785,0.012561727667746856,0.10416666666666667,0.041666666666666664,0.011521585468125921,0.0077754054456295853
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",1,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,3,"partial, s=3",8,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",0,96,-0.010518033363431378,-0.030638493567690234,0.0060150127421840591,0.10416666666666667,0.0625,0.014963337378951939,0.0044453040155204154
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",1,96,-0.00016178410404643628,-0.00058023055739124811,0,0.010416666666666666,0.010416666666666666,0.00016178410404649299,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,5,"partial, s=5",8,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",0,96,0.028712867587270763,0.0055677458763704587,0.058127656165547117,0.17708333333333334,0.041666666666666664,0.0052104987108169938,0.033923366298087738
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",1,96,0.0004450066780850026,0,0.0015120729586631263,0.010416666666666666,0,0,0.00044500667808494975
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",2,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",3,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",4,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",5,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",6,96,0,0,0,0,0,0,0
emphasized,placement_cui,placement stress,cui_selective_ml,selective ML,alignment_partial,3000,8,"partial, s=8",8,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",0,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",1,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",2,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",3,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",4,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",5,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",6,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",8,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",0,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",1,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",2,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",3,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",4,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",5,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",6,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",8,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",0,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",1,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",2,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",3,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",4,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",5,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",6,96,0,0,0,0,0,0,0
natural,real_breast_ctmle,"breast cancer, wider/partial",ctmle,C-TMLE,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",8,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",0,96,0.011102814984893072,-0.0099070779793539558,0.040454951924232777,0.083333333333333329,0.03125,0.0077228810774479534,0.018825696062341139
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",1,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",2,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",3,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",4,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",5,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",6,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,0,"breast cancer, s=0",8,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",0,96,0.035967972479744037,-0.0033682672973211645,0.087996470625324563,0.34375,0.17708333333333334,0.021175790235082592,0.057143762714826726
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",1,96,0.013311217736966974,-0.0033857356856029754,0.038462540096293567,0.03125,0.010416666666666666,0.0016955314664336984,0.015006749203400621
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",2,96,0.0016989589160201213,-0.00034544409586237943,0.0063662587584963704,0.020833333333333332,0.010416666666666666,0.00012429369866137705,0.0018232526146815327
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",3,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",4,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",5,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",6,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,1,"breast cancer, s=1",8,96,0,0,0,0,0,0,0
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",0,96,0.14079920732323514,0.079785683668009491,0.20487802342925782,0.57291666666666663,0.15625,0.027625212692284705,0.16842442001551994
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",1,96,0.026234326053029333,0.0073495111451269803,0.051238101197776019,0.083333333333333329,0.010416666666666666,0.00054317202521709466,0.026777498078246566
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",2,96,0.0061453306415620856,0,0.020413604982939818,0.020833333333333332,0,0,0.00614533064156209
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",3,96,0.0056177744454104506,0,0.019595485597223232,0.010416666666666666,0,0,0.0056177744454104436
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",4,96,0.0054522410993577131,0,0.019175426281230996,0.010416666666666666,0,0,0.0054522410993575448
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",5,96,0.005209110595781552,0,0.018218085356331223,0.010416666666666666,0,0,0.0052091105957814618
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",6,96,0.0048883829346820784,0,0.016911154461111643,0.010416666666666666,0,0,0.0048883829346821955
natural,real_breast_cui,"breast cancer, wider/partial",cui_selective_ml,selective ML,real_breast_cancer_misaligned,6000,2,"breast cancer, s=2",8,96,0.0040141361399139708,0,0.013782821218043355,0.010416666666666666,0,0,0.004014136139914113
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",0,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",1,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",2,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",3,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",4,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",5,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",6,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,0,"digits, s=0",8,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",0,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",1,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",2,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",3,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",4,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",5,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",6,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,1,"digits, s=1",8,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",0,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",1,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",2,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",3,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",4,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",5,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",6,96,0,0,0,0,0,0,0
natural,real_digits_ctmle,"digits, wider/partial",ctmle,C-TMLE,real_digits_misaligned,6000,2,"digits, s=2",8,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",0,96,0.0081090960953397184,-0.0048559718170436469,0.026587514501221623,0.083333333333333329,0.041666666666666664,0.0031688115901456729,0.011277907685485332
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",1,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",2,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",3,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",4,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",5,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",6,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,0,"digits, s=0",8,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",0,96,0.011089319043416257,-0.010141789145953078,0.033404261523967062,0.21875,0.072916666666666671,0.015597505593082426,0.026686824636498806
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",1,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",2,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",3,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",4,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",5,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",6,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,1,"digits, s=1",8,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",0,96,0.0028110245720810445,-0.038852181550099757,0.05200879410400254,0.36458333333333331,0.20833333333333334,0.036736850259836543,0.039547874831917608
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",1,96,0.00129618883087812,0,0.0043692634964120295,0.010416666666666666,0,0,0.0012961888308781109
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",2,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",3,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",4,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",5,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",6,96,0,0,0,0,0,0,0
natural,real_digits_cui,"digits, wider/partial",cui_selective_ml,selective ML,real_digits_misaligned,6000,2,"digits, s=2",8,96,0,0,0,0,0,0,0
