source,dataset,setting,group,design,method,n,strength,seed0,rep,selected_gamma,ref_error,selected_error,mse_gain,n_eval,eta,delta_inf,rho2,q0,qg,G_xi,E_xi_m0,E_xi_mg,D_xi_gamma,bias0,biasg,bias0_sq,biasg_sq,A0,Ag,variance_reduction,B_global,B_local,B_min,variance_bound_rhs,variance_bound_slack,variance_bound_violation,variance_certifies_improvement,bias_abs_bound,bias_path_bound,bias_min_bound,bias_abs_slack,bias_path_slack,bias_min_slack,bias_bound_violation,bias_abs_term_tighter,bias_path_term_tighter
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024400000,1,0.0,-0.031274559325704665,-0.031274559325704665,0.0,3000.0,0.0011337995529174805,0.8998701095581054,1.5914036351397722,9.000959919344517,9.000959919344517,0.0,2.8266682047038483,2.8266682047038483,0.0,-0.07450031278899838,-0.07450031278899838,0.005550296605658596,0.005550296605658596,0.003482759638826996,0.003482759638826996,0.0,1338947.7309940907,0.0,0.0,0.003482759638826996,0.0,0.0,0.0,4.498370056299718,0.005550296605658596,0.005550296605658596,4.49281975969406,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024400000,2,0.0,-0.0958524263477243,-0.0958524263477243,0.0,3000.0,0.0008330345153808594,0.9135352492332458,1.5728791781375489,8.722581720824444,8.722581720824444,0.0,3.085476758244349,3.085476758244349,0.0,-0.05363395775871492,-0.05363395775871492,0.0028766014248636164,0.0028766014248636164,0.003405570004211179,0.003405570004211179,0.0,2925175.10617476,0.0,0.0,0.003405570004211179,0.0,0.0,0.0,4.85308214766988,0.0028766014248636164,0.0028766014248636164,4.850205546245017,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024400000,3,0.25,-0.12897857641853627,-0.10941768442824346,0.2803192587473202,3000.0,0.001414179801940918,0.8629392504692077,1.3885980045647999,7.6771301101850655,7.512060677065354,0.16506943311971156,2.896801233525759,2.731731800406047,0.21658302360643839,-0.029897956894792903,-0.015737511720231006,0.0008938878264828945,0.0002476692751444083,0.0030120351712493052,0.0029623052457905612,4.972992545874402e-05,843802.0197060832,235935.947996127,235935.947996127,78.64827301073588,78.64531070549009,0.0,0.0,3.793277327050045,2.5014147557838515,2.5014147557838515,3.7930296577749005,2.501167086508707,2.501167086508707,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024400000,4,0.0,-0.1064154701879331,-0.1064154701879331,0.0,3000.0,0.0010455846786499023,0.8310316260962001,1.3011626129525176,10.199700609291785,10.199700609291785,0.0,4.6916705642549275,4.6916705642549275,0.0,-0.08296227820039447,-0.08296227820039447,0.006882739604199647,0.006882739604199647,0.0039015627186280793,0.0039015627186280793,0.0,1780136.62650505,0.0,0.0,0.0039015627186280793,0.0,0.0,0.0,6.104626330498354,0.006882739604199647,0.006882739604199647,6.097743590894154,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024500000,1,0.0,-0.07357945326741927,-0.07357945326741927,0.0,3000.0,0.0017505884170532227,0.9188079953193664,2.2167298637759165,9.050535120939834,9.050535120939834,0.0,3.1669446752016115,3.1669446752016115,0.0,-0.0455635370521955,-0.0455635370521955,0.002076035908706792,0.002076035908706792,0.0035003798228889255,0.0035003798228889255,0.0,682072.0387320201,0.0,0.0,0.0035003798228889255,0.0,0.0,0.0,7.020260838445532,0.002076035908706792,0.002076035908706792,7.018184802536825,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024500000,2,0.0,0.05103175452479827,0.05103175452479827,0.0,3000.0,0.0012418031692504883,0.9304759621620178,1.787294214045204,7.313190446697624,7.313190446697624,0.0,2.1357450347041924,2.1357450347041924,0.0,-0.08872766147402984,-0.08872766147402984,0.00787259791065004,0.00787259791065004,0.00294291023605681,0.00294291023605681,0.0,1076214.3104157075,0.0,0.0,0.00294291023605681,0.0,0.0,0.0,3.817204743202576,0.00787259791065004,0.00787259791065004,3.809332145291926,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024500000,3,0.0,-0.041829216771108554,-0.041829216771108554,0.0,3000.0,0.0011832714080810547,0.8618959903717041,1.087997651680196,10.009092846861463,10.009092846861463,0.0,3.8550378100164817,3.8550378100164817,0.0,-0.08876547119488717,-0.08876547119488717,0.007879308876450344,0.007879308876450344,0.003800654868317625,0.003800654868317625,0.0,1144254.4936950388,0.0,0.0,0.003800654868317625,0.0,0.0,0.0,4.194272084436298,0.007879308876450344,0.007879308876450344,4.186392775559847,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024500000,4,0.0,-0.05552662525043081,-0.05552662525043081,0.0,3000.0,0.0017217397689819336,0.8783392429351806,1.2728420003293788,7.974328857835001,7.974328857835001,0.0,2.513862565908107,2.513862565908107,0.0,-0.07060018616030385,-0.07060018616030385,0.004984386285869559,0.004984386285869559,0.0031604429591664093,0.0031604429591664093,0.0,590843.2590049641,0.0,0.0,0.0031604429591664093,0.0,0.0,0.0,3.19974985694362,0.004984386285869559,0.004984386285869559,3.1947654706577504,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024600000,1,0.0,-0.08020129809069393,-0.08020129809069393,0.0,3000.0,0.0008032917976379395,0.8935697793960571,1.5134887027920076,8.67688245030786,8.67688245030786,0.0,3.164937531895528,3.164937531895528,0.0,-0.06454281734878228,-0.06454281734878228,0.004165775271318272,0.004165775271318272,0.0033568354646671735,0.0033568354646671735,0.0,2955039.5732097947,0.0,0.0,0.0033568354646671735,0.0,0.0,0.0,4.7900971995663015,0.004165775271318272,0.004165775271318272,4.785931424294983,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024600000,2,0.0,-0.04095881158043223,-0.04095881158043223,0.0,3000.0,0.0009544491767883301,0.8141820236649016,0.9433555861408767,9.184328192499347,9.184328192499347,0.0,2.756522129791683,2.756522129791683,0.0,-0.054285909307959776,-0.054285909307959776,0.002946959949392034,0.002946959949392034,0.003577634506344604,0.003577634506344604,0.0,1677285.064361321,0.0,0.0,0.003577634506344604,0.0,0.0,0.0,2.600380549459931,0.002946959949392034,0.002946959949392034,2.5974335895105387,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024600000,3,0.0,-0.08000085691315174,-0.08000085691315174,0.0,3000.0,0.0006093978881835938,0.9418980598449707,2.1743255983309306,9.604190053306898,9.604190053306898,0.0,2.962766542244391,2.962766542244391,0.0,-0.061824019486839445,-0.061824019486839445,0.0038222093855091034,0.0038222093855091034,0.003678427218552999,0.003678427218552999,0.0,4994634.665417942,0.0,0.0,0.003678427218552999,0.0,0.0,0.0,6.442019134680398,0.0038222093855091034,0.0038222093855091034,6.438196925294888,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024600000,4,0.0,0.06286378390716482,0.06286378390716482,0.0,3000.0,0.00046312808990478516,0.889578354358673,1.634557479970164,7.980297286621182,7.980297286621182,0.0,2.0261307017572685,2.0261307017572685,0.0,-0.07388424548487069,-0.07388424548487069,0.005458881730868634,0.005458881730868634,0.0031992054659539977,0.0031992054659539977,0.0,7994325.763183801,0.0,0.0,0.0031992054659539977,0.0,0.0,0.0,3.311827093954541,0.005458881730868634,0.005458881730868634,3.3063682122236724,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024700000,1,0.0,-0.09438014398766152,-0.09438014398766152,0.0,3000.0,0.0016235113143920898,0.9402096986770629,2.375994951449498,10.428811303425952,10.428811303425952,0.0,3.849903941799547,3.849903941799547,0.0,-0.0022002702154604137,-0.0022002702154604137,4.8411890210422155e-06,4.8411890210422155e-06,0.003962206788319045,0.003962206788319045,0.0,850675.4773678848,0.0,0.0,0.003962206788319045,0.0,0.0,0.0,9.147352329281246,4.8411890210422155e-06,4.8411890210422155e-06,9.147347488092224,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024700000,2,0.0,-0.06908261327422204,-0.06908261327422204,0.0,3000.0,0.0010102391242980957,0.860250186920166,1.4420481062441948,7.651142138363498,7.651142138363498,0.0,2.7024123658582324,2.7024123658582324,0.0,-0.06565206297275969,-0.06565206297275969,0.004310193372579204,0.004310193372579204,0.0030434891642855534,0.0030434891642855534,0.0,1789559.8767931047,0.0,0.0,0.0030434891642855534,0.0,0.0,0.0,3.8970086344767583,0.004310193372579204,0.004310193372579204,3.892698441104179,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024700000,3,0.0,-0.018647688277542096,-0.018647688277542096,0.0,3000.0,0.0006527304649353027,0.8218953457642497,1.1256684591817532,10.581602218436785,10.581602218436785,0.0,3.5018557902539804,3.5018557902539804,0.0,-0.1421534573463344,-0.1421534573463344,0.02020760543551611,0.02020760543551611,0.003991685794551594,0.003991685794551594,0.0,3533092.0017033922,0.0,0.0,0.003991685794551594,0.0,0.0,0.0,3.941928611691899,0.02020760543551611,0.02020760543551611,3.9217210062563828,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024700000,4,0.0,-0.10389585884215902,-0.10389585884215902,0.0,3000.0,0.001296401023864746,0.896748673915863,1.7606567010831096,8.369580523730072,8.369580523730072,0.0,2.7026558432726784,2.7026558432726784,0.0,-0.04047884146220782,-0.04047884146220782,0.001638536606122555,0.001638536606122555,0.0033164483054197833,0.0033164483054197833,0.0,1013983.7368366056,0.0,0.0,0.0033164483054197833,0.0,0.0,0.0,4.7584491211794635,0.001638536606122555,0.001638536606122555,4.756810584573341,0.0,0.0,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024800000,1,0.25,-0.06503699589241553,-0.052045738594453606,0.3596028258252204,3000.0,0.0007235407829284668,0.8837326288223266,1.7177492187838521,9.210049567603932,9.099977835000104,0.11007173260382785,3.054566052960626,2.9444943203567977,0.30215798585580766,-0.08560270597130215,-0.07120989633995485,0.007327823269609209,0.005070849336747115,0.0035501569969745256,0.0035126097748275757,3.7547222146949895e-05,3628571.688736313,1057011.6391264843,1057011.6391264843,352.3407265085809,352.33721389880606,0.0,0.0,5.057902818506379,3.826873277338168,3.826873277338168,5.052831969169631,3.821802428001421,3.821802428001421,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024800000,2,0.25,-0.02183494478743392,-0.018096277358062005,0.313130405825202,3000.0,0.0014128684997558594,0.8961228251457214,1.3736336387849633,7.457730486762848,7.515422080812528,-0.05769159404967983,2.096772797028012,2.1544643910776924,0.16693065874821647,-0.127596627272613,-0.12153900960836471,0.01628089929134613,0.014771730856582168,0.002993580181387681,0.003019009042827541,-2.5428861439860066e-05,814565.9353110399,244916.64549314167,244916.64549314167,81.64189464175996,81.63887563271713,0.0,0.0,2.9594447611486805,1.8709240773212559,1.8709240773212559,2.9446730302920985,1.8561523464646736,1.8561523464646736,0.0,0.0,1.0
real_benchmark_ihdp_acic2016,IHDP,"IHDP A, strength=3",real_benchmark,ihdp_semisynth,tmle,3000,3.0,2024800000,3,0.25,-0.046880814644236185,-0.03785612752625913,0.34794823866903046,3000.0,0.00016748905181884766,0.9165902853012085,2.1364657914385305,7.714535990612581,7.505697181522366,0.20883880909021535,2.2203005478880167,2.0114617387978004,0.28714109319217085,-0.0654076072349451,-0.05079786732719553,0.004278155084200842,0.0025804233249913594,0.0030298928221676002,0.002970033270214082,5.985955195351826e-05,64101341.21165401,18717137.585630804,18717137.585630804,6239.04882215682,6239.0458521235505,0.0,0.0,4.297419195728965,4.02951331996786,4.02951331996786,4.294838772403974,4.026932896642869,4.026932896642869,0.0,0.0,1.0
