method,rows,active_share,mean_mse_gain,harm_share,active_harm_share,mean_G_xi,positive_G_xi_share,active_positive_G_xi_share,mean_rho2,mean_bias0_sq,mean_biasg_sq,mean_bias_sq_change,positive_bias_sq_change_share,active_positive_bias_sq_change_share,mean_variance_reduction,positive_variance_reduction_share,active_positive_variance_reduction_share,variance_violations,bias_violations,variance_certified,variance_certified_share,abs_term_tighter_share,path_term_tighter_share,min_variance_slack,p05_variance_slack,median_variance_slack,min_bias_slack,p05_bias_slack,median_bias_slack
tmle,2304,0.24739583333333334,-542.0746033765939,0.12977430555555555,0.5245614035087719,204.80281656238472,0.2126736111111111,0.8596491228070176,2.6367036861036044,5.2733978531141465,4.860742958402419,0.41265489471172784,0.1480034722222222,0.5982456140350877,0.7681057593993925,0.2170138888888889,0.8771929824561403,0,0,0,0.0,0.13368055555555555,0.8663194444444444,0.0,0.0,0.0,0.0,0.0,0.0
